year,stockid,bv_bmsy,year_max,fao_area,region_fao,region_fao_split,n_regions
2008,SMOOTHOREOBP,0.828610064159738,2008,81,81,81,1
2013,SMOOTHOREOCR,0.72121960722546,2013,81,81,81,1
2006,SMOOTHOREOEPR,0.888,2006,81,81,81,1
2007,SMOOTHOREOSLD,0.793,2007,81,81,81,1
2009,SMOOTHOREOWECR,0.883006422081843,2009,81,81,81,1
2005,SNOSESHARATL,1.42265795206972,2005,31,31,31,1
2015,SNOWCRABBS,5.30893636792227,2015,61;67,61;67,61,2
2015,SNOWCRABBS,5.30893636792227,2015,61;67,61;67,67,2
2014,SNOWCRABESJ,2.74937133277452,2014,61,61,61,1
2013,SNOWCRABNPAC,0.385627530364372,2013,61,61,61,1
2015,SNOWCRABWSJ,1.28856942496494,2015,61,61,61,1
2012,SNOWGROUPSATLC,0.48951048951049,2012,31,31,31,1
2009,SNROCKPCOAST,2.04611650485437,2009,67;77,67;77,67,2
2009,SNROCKPCOAST,2.04611650485437,2009,67;77,67;77,77,2
2018,SOLECS,1.07083333333333,2018,27,27,27,1
2018,SOLEIIIa-2224,1.03461538461538,2018,27,27,27,1
2018,SOLEIS,0.668571428571429,2018,27,27,27,1
2018,SOLENS,1.65714285714286,2018,27,27,27,1
2018,SOLEVIId,0.742818554880266,2018,27,27,27,1
2018,SOLEVIIe,1.40481245576787,2018,27,27,27,1
2018,SOLEVIIIab,1.24528301886792,2018,27,27,27,1
2014,SOUTHHAKECH,0.539443155452436,2014,87,87,87,1
2012,SOUTHHAKECR,1.23382485705688,2012,81,81,81,1
2014,SOUTHHAKESA,1.43553293190142,2014,81,81,81,1
2012,SOUTHHAKEWCSI,1.40263847670212,2012,81,81,81,1
2011,SPANMACKGM,1.83770190540671,2011,31,31,31,1
2011,SPANMACKSATLC,1.48805878750765,2011,31,31,31,1
2013,SPANMACKSETO,0.150834979349973,2013,61,61,61,1
2015,SPHAKECH,0.47,2015,87,87,87,1
2018,SPRAT22-32,2.40350877192982,2018,27,27,27,1
2018,SPRATNS,2.88028169014085,2018,27,27,27,1
2011,SPSDOGPCOAST,1.34220108940985,2011,67;77,67;77,67,2
2011,SPSDOGPCOAST,1.34220108940985,2011,67;77,67;77,77,2
2016,SPURDNEATL,0.306874719432531,2016,27,27,27,1
2013,SSANDWSJ,1.86696900982615,2013,61,61,61,1
2016,SSARDCH,1.2962962962963,2016,87,87,87,1
2014,SSLOBSTERSASC,0.788409703504043,2014,47,47,47,1
2013,SSTHORNHPCOAST,1.85756066714094,2013,67;77,67;77,67,2
2013,SSTHORNHPCOAST,1.85756066714094,2013,67;77,67;77,77,2
2005,STFLOUNNPCOAST,1.09844559585492,2005,67,67,67,1
2005,STFLOUNSPCOAST,1.48535353516599,2005,77,77,77,1
2011,STMARLINIO,0.523,2011,51;57,51;57,51,2
2011,STMARLINIO,0.523,2011,51;57,51;57,57,2
2009,STMARLINNEPAC,1.52,2009,77;87,77;87,77,2
2009,STMARLINNEPAC,1.52,2009,77;87,77;87,87,2
2011,STMARLINSWPO,0.91,2011,71;81,71;81,71,2
2011,STMARLINSWPO,0.91,2011,71;81,71;81,81,2
2010,STMARLINWCNPAC,0.345760562653436,2010,61;71;67;77,61;71;67;77,61,4
2010,STMARLINWCNPAC,0.345760562653436,2010,61;71;67;77,61;71;67;77,71,4
2010,STMARLINWCNPAC,0.345760562653436,2010,61;71;67;77,61;71;67;77,67,4
2010,STMARLINWCNPAC,0.345760562653436,2010,61;71;67;77,61;71;67;77,77,4
2012,STRIPEDBASSGOMCHATT,0.849682232660956,2012,21,21,21,1
2011,SURFMATLC,1.09053497942387,2011,21;31,21;31,21,2
2011,SURFMATLC,1.09053497942387,2011,21;31,21;31,31,2
2016,SWHITSE,1.96971091319127,2016,57;81,57;81,57,2
2016,SWHITSE,1.96971091319127,2016,57;81,57;81,81,2
2012,SWORDEPAC,1.88,2012,67;77;81;87,67;77;81;87,67,4
2012,SWORDEPAC,1.88,2012,67;77;81;87,67;77;81;87,77,4
2012,SWORDEPAC,1.88,2012,67;77;81;87,67;77;81;87,81,4
2012,SWORDEPAC,1.88,2012,67;77;81;87,67;77;81;87,87,4
2012,SWORDIO,1.81,2012,51;57,51;57,51,2
2012,SWORDIO,1.81,2012,51;57,51;57,57,2
2008,SWORDMED,0.96,2008,37,37,37,1
2012,SWORDNATL,1.14,2012,21;27;31;34,21;27;31;34,21,4
2012,SWORDNATL,1.14,2012,21;27;31;34,21;27;31;34,27,4
2012,SWORDNATL,1.14,2012,21;27;31;34,21;27;31;34,31,4
2012,SWORDNATL,1.14,2012,21;27;31;34,21;27;31;34,34,4
2012,SWORDNPAC,1.19,2012,61;67;71;77,61;67;71;77,61,4
2012,SWORDNPAC,1.19,2012,61;67;71;77,61;67;71;77,67,4
2012,SWORDNPAC,1.19,2012,61;67;71;77,61;67;71;77,71,4
2012,SWORDNPAC,1.19,2012,61;67;71;77,61;67;71;77,77,4
2012,SWORDSATL,0.977,2012,34;41;47,34;41;47,34,3
2012,SWORDSATL,0.977,2012,34;41;47,34;41;47,41,3
2012,SWORDSATL,0.977,2012,34;41;47,34;41;47,47,3
2015,TANNERCRABBSAI,5.11365757157254,2015,61;67,61;67,61,2
2015,TANNERCRABBSAI,5.11365757157254,2015,61;67,61;67,67,2
2007,TARAKNZ,2.22,2007,81,81,81,1
2015,TIGERFLATSE,1.36751699066715,2015,57;81,57;81,57,2
2015,TIGERFLATSE,1.36751699066715,2015,57;81,57;81,81,2
2012,TILEMATLC,1.01494275179507,2012,21;31,21;31,21,2
2012,TILEMATLC,1.01494275179507,2012,21;31,21;31,31,2
2014,TILESATLC,0.84819189201514,2014,31,31,31,1
2014,TREVALLYTRE7,1.28698688392497,2014,81,81,81,1
2014,VSNAPGM,1.15736040609137,2014,31,31,31,1
2011,VSNAPSATLC,0.979933110367893,2011,31,31,31,1
2018,WANGLVIIIc-IXa,1.87808371796912,2018,27,27,27,1
2018,WANGLVII-VIIIabd,2.68426250112218,2018,27,27,27,1
2008,WAREHOUESE,1.05117168110303,2008,81,81,81,1
2008,WAREHOUWSE,2.24965540196346,2008,57,57,57,1
2008,WEAKFISHATLC,0.130661165143924,2008,21;31,21;31,21,2
2008,WEAKFISHATLC,0.130661165143924,2008,21;31,21;31,31,2
2014,WHAKEGBGOM,0.878648233486943,2014,21,21,21,1
2018,WHITNS-VIId,1.08573073877678,2018,27,27,27,1
2017,WHITVIa,0.380892633088367,2017,27,27,27,1
2017,WHITVIIa,0.0877300613496932,2017,27,27,27,1
2017,WHITVIIek,1.66571428571429,2017,27,27,27,1
2007,WINDOWGOMGB,0.172857142857143,2007,21,21,21,1
2007,WINDOWSNEMATL,0.561764705882353,2007,21,21,21,1
2014,WINFLOUN5Z,0.429850746268657,2014,21,21,21,1
2010,WINFLOUNSNEMATL,0.162158448042876,2010,21,21,21,1
2011,WITFLOUN4RST,0.18689138576779,2011,21,21,21,1
2014,WITFLOUN5Y,0.219571413490974,2014,21,21,21,1
2013,WLFLOUNNPAC,1.04291044776119,2013,61,61,61,1
2010,WMARLINATL,0.322196412028058,2010,21;27;31;34;41;47,21;27;31;34;41;47,21,6
2010,WMARLINATL,0.322196412028058,2010,21;27;31;34;41;47,21;27;31;34;41;47,27,6
2010,WMARLINATL,0.322196412028058,2010,21;27;31;34;41;47,21;27;31;34;41;47,31,6
2010,WMARLINATL,0.322196412028058,2010,21;27;31;34;41;47,21;27;31;34;41;47,34,6
2010,WMARLINATL,0.322196412028058,2010,21;27;31;34;41;47,21;27;31;34;41;47,41,6
2010,WMARLINATL,0.322196412028058,2010,21;27;31;34;41;47,21;27;31;34;41;47,47,6
2015,WPOLLAI,0.969117992186314,2015,61;67,61;67,61,2
2015,WPOLLAI,0.969117992186314,2015,61;67,61;67,67,2
2014,WPOLLEBS,1.51437371663244,2014,61;67,61;67,61,2
2014,WPOLLEBS,1.51437371663244,2014,61;67,61;67,67,2
2015,WPOLLGA,0.956759064434483,2015,67,67,67,1
2013,WPOLLNAVAR,1.21656050955414,2013,61,61,61,1
2014,WPOLLNSO,1.06307722538809,2014,61,61,61,1
2014,WPOLLWBS,0.573160650316892,2014,61,61,61,1
2015,WROCKPCOAST,1.87714896385094,2015,67;77,67;77,67,2
2015,WROCKPCOAST,1.87714896385094,2015,67;77,67;77,77,2
2014,WSHRIMPGM,1.67592301959162,2014,31,31,31,1
2009,YEGROUPGM,1.66597251145356,2009,31,31,31,1
2015,YELL3LNO,1.76,2015,21,21,21,1
2014,YELLCCODGOM,0.162958737402548,2014,21,21,21,1
2007,YELLGB,0.220601851851852,2007,21,21,21,1
2014,YELLSNEMATL,0.124042879019908,2014,21,21,21,1
2015,YEYEROCKPCOAST,0.586232060325955,2015,67;77,67;77,67,2
2015,YEYEROCKPCOAST,0.586232060325955,2015,67;77,67;77,77,2
2014,YFINATL,0.98,2014,21;27;31;34;41;47,21;27;31;34;41;47,21,6
2014,YFINATL,0.98,2014,21;27;31;34;41;47,21;27;31;34;41;47,27,6
2014,YFINATL,0.98,2014,21;27;31;34;41;47,21;27;31;34;41;47,31,6
2014,YFINATL,0.98,2014,21;27;31;34;41;47,21;27;31;34;41;47,34,6
2014,YFINATL,0.98,2014,21;27;31;34;41;47,21;27;31;34;41;47,41,6
2014,YFINATL,0.98,2014,21;27;31;34;41;47,21;27;31;34;41;47,47,6
2015,YFINCWPAC,1.44,2015,61;67;71;77;81,61;67;71;77;81,61,5
2015,YFINCWPAC,1.44,2015,61;67;71;77;81,61;67;71;77;81,67,5
2015,YFINCWPAC,1.44,2015,61;67;71;77;81,61;67;71;77;81,71,5
2015,YFINCWPAC,1.44,2015,61;67;71;77;81,61;67;71;77;81,77,5
2015,YFINCWPAC,1.44,2015,61;67;71;77;81,61;67;71;77;81,81,5
2015,YFINEIO,0.891,2015,51;57,51;57,51,2
2015,YFINEIO,0.891,2015,51;57,51;57,57,2
2016,YFINEPAC,0.928,2016,67;77;81;87,67;77;81;87,67,4
2016,YFINEPAC,0.928,2016,67;77;81;87,67;77;81;87,77,4
2016,YFINEPAC,0.928,2016,67;77;81;87,67;77;81;87,81,4
2016,YFINEPAC,0.928,2016,67;77;81;87,67;77;81;87,87,4
2014,YNOSESKACSCH,0.567674288528805,2014,87,87,87,1
2014,YNOSESKASCH,0.102486730823561,2014,87,87,87,1
2015,YSOLEBSAI,1.60229885057471,2015,61;67,61;67,61,2
2015,YSOLEBSAI,1.60229885057471,2015,61;67,61;67,67,2
2005,YTROCKNPCOAST,1.99877037978632,2005,67,67,67,1
