iso3,year,isscaap_group,value
ALB,2015,"Sharks, rays, chimaeras",43
ALB,2015,"Shrimps, prawns",1482
ALB,2015,"Squids, cuttlefishes, octopuses",340
ALB,2015,"Tunas, bonitos, billfishes",81
ALB,2016,"Clams, cockles, arkshells",1
ALB,2016,"Cods, hakes, haddocks",949
ALB,2016,Corals,1.7
ALB,2016,"Flounders, halibuts, soles",102
ALB,2016,"Herrings, sardines, anchovies",1190
ALB,2016,"Lobsters, spiny-rock lobsters",411
ALB,2016,Marine fishes not identified,330
ALB,2016,Miscellaneous coastal fishes,809
ALB,2016,Miscellaneous demersal fishes,59
ALB,2016,Miscellaneous pelagic fishes,153
ALB,2016,Mussels,0
ALB,2016,"Sharks, rays, chimaeras",40
ALB,2016,"Shrimps, prawns",1696
ALB,2016,"Squids, cuttlefishes, octopuses",365
ALB,2016,"Tunas, bonitos, billfishes",74
ALB,2017,"Clams, cockles, arkshells",1
ALB,2017,"Cods, hakes, haddocks",941
ALB,2017,Corals,1.2
ALB,2017,"Flounders, halibuts, soles",101
ALB,2017,"Herrings, sardines, anchovies",1407
ALB,2017,"Lobsters, spiny-rock lobsters",389
ALB,2017,Marine fishes not identified,200
ALB,2017,Miscellaneous coastal fishes,801
ALB,2017,Miscellaneous demersal fishes,51
ALB,2017,Miscellaneous pelagic fishes,165
ALB,2017,"Sharks, rays, chimaeras",40
ALB,2017,"Shrimps, prawns",1704
ALB,2017,"Squids, cuttlefishes, octopuses",333
ALB,2017,"Tunas, bonitos, billfishes",84
ANT,2000,"Abalones, winkles, conchs",65
ANT,2000,Marine fishes not identified,455
ANT,2000,"Tunas, bonitos, billfishes",19421
ANT,2001,"Abalones, winkles, conchs",65
ANT,2001,Marine fishes not identified,570
ANT,2001,"Tunas, bonitos, billfishes",22230
ANT,2002,"Abalones, winkles, conchs",65
ANT,2002,Marine fishes not identified,570
ANT,2002,"Tunas, bonitos, billfishes",12326
ANT,2003,"Abalones, winkles, conchs",65
ANT,2003,Marine fishes not identified,595
ANT,2003,"Tunas, bonitos, billfishes",19549
ANT,2004,"Abalones, winkles, conchs",65
ANT,2004,Marine fishes not identified,595
ANT,2004,"Tunas, bonitos, billfishes",16686
ANT,2005,"Abalones, winkles, conchs",65
ANT,2005,Marine fishes not identified,645
ANT,2005,"Tunas, bonitos, billfishes",145
ANT,2006,"Abalones, winkles, conchs",65
ANT,2006,Marine fishes not identified,700
ANT,2006,"Tunas, bonitos, billfishes",5875
ANT,2007,"Abalones, winkles, conchs",65
ANT,2007,Marine fishes not identified,700
ANT,2007,"Tunas, bonitos, billfishes",3549
ANT,2008,"Abalones, winkles, conchs",65
ANT,2008,Marine fishes not identified,700
ANT,2008,"Tunas, bonitos, billfishes",16244
ANT,2009,"Abalones, winkles, conchs",65
ANT,2009,Marine fishes not identified,750
ANT,2009,"Tunas, bonitos, billfishes",19821
ANT,2010,"Abalones, winkles, conchs",65
ANT,2010,Marine fishes not identified,750
ANT,2010,"Tunas, bonitos, billfishes",18760
ANT,2011,"Abalones, winkles, conchs",0
ANT,2011,Marine fishes not identified,0
ANT,2011,"Tunas, bonitos, billfishes",0
ANT,2012,"Abalones, winkles, conchs",0
ANT,2012,Marine fishes not identified,0
ANT,2012,"Tunas, bonitos, billfishes",0
ANT,2013,"Abalones, winkles, conchs",0
ANT,2013,Marine fishes not identified,0
ANT,2013,"Tunas, bonitos, billfishes",0
ANT,2014,"Abalones, winkles, conchs",0
ANT,2014,Marine fishes not identified,0
ANT,2014,"Tunas, bonitos, billfishes",0
ANT,2015,"Abalones, winkles, conchs",0
ANT,2015,Marine fishes not identified,0
ANT,2015,"Tunas, bonitos, billfishes",0
ANT,2016,"Abalones, winkles, conchs",0
ANT,2016,Marine fishes not identified,0
ANT,2016,"Tunas, bonitos, billfishes",0
ANT,2017,"Abalones, winkles, conchs",0
ANT,2017,Marine fishes not identified,0
ANT,2017,"Tunas, bonitos, billfishes",0
ARE,2000,"Crabs, sea-spiders",1710
ARE,2000,"Herrings, sardines, anchovies",8944
ARE,2000,Marine fishes not identified,2047
ARE,2000,Miscellaneous coastal fishes,59258
ARE,2000,Miscellaneous demersal fishes,80
ARE,2000,Miscellaneous diadromous fishes,58
ARE,2000,Miscellaneous pelagic fishes,18599
ARE,2000,"Sharks, rays, chimaeras",1530
ARE,2000,"Squids, cuttlefishes, octopuses",491
ARE,2000,"Tunas, bonitos, billfishes",12739
ARE,2001,"Crabs, sea-spiders",1969
ARE,2001,"Herrings, sardines, anchovies",8230
ARE,2001,Marine fishes not identified,1189
ARE,2001,Miscellaneous coastal fishes,69187
ARE,2001,Miscellaneous demersal fishes,80
ARE,2001,Miscellaneous diadromous fishes,60
ARE,2001,Miscellaneous pelagic fishes,15726
ARE,2001,"Sharks, rays, chimaeras",1762
ARE,2001,"Squids, cuttlefishes, octopuses",465
ARE,2001,"Tunas, bonitos, billfishes",13893
ARE,2002,"Crabs, sea-spiders",353
ARE,2002,"Herrings, sardines, anchovies",9900
ARE,2002,Marine fishes not identified,237
ARE,2002,Miscellaneous coastal fishes,58497
ARE,2002,Miscellaneous demersal fishes,82
ARE,2002,Miscellaneous diadromous fishes,65
ARE,2002,Miscellaneous pelagic fishes,18317
ARE,2002,"Sharks, rays, chimaeras",2541
ARE,2002,"Squids, cuttlefishes, octopuses",205
ARE,2002,"Tunas, bonitos, billfishes",7377
ARE,2003,"Crabs, sea-spiders",437
ARE,2003,"Herrings, sardines, anchovies",7590
ARE,2003,Marine fishes not identified,2285
ARE,2003,Miscellaneous coastal fishes,55622
ARE,2003,Miscellaneous demersal fishes,95
ARE,2003,Miscellaneous diadromous fishes,62
ARE,2003,Miscellaneous pelagic fishes,15403
ARE,2003,"Sharks, rays, chimaeras",3060
ARE,2003,"Squids, cuttlefishes, octopuses",198
ARE,2003,"Tunas, bonitos, billfishes",10398
ARE,2004,"Crabs, sea-spiders",470
ARE,2004,"Herrings, sardines, anchovies",8800
ARE,2004,Marine fishes not identified,1500
ARE,2004,Miscellaneous coastal fishes,53088
ARE,2004,Miscellaneous demersal fishes,70
ARE,2004,Miscellaneous diadromous fishes,60
ARE,2004,Miscellaneous pelagic fishes,14680
ARE,2004,"Sharks, rays, chimaeras",2631
ARE,2004,"Squids, cuttlefishes, octopuses",190
ARE,2004,"Tunas, bonitos, billfishes",8511
ARE,2005,"Crabs, sea-spiders",512
ARE,2005,"Herrings, sardines, anchovies",9990
ARE,2005,Marine fishes not identified,0
ARE,2005,Miscellaneous coastal fishes,50569
ARE,2005,Miscellaneous demersal fishes,50
ARE,2005,Miscellaneous diadromous fishes,61
ARE,2005,Miscellaneous pelagic fishes,13911
ARE,2005,"Sharks, rays, chimaeras",3520
ARE,2005,"Squids, cuttlefishes, octopuses",185
ARE,2005,"Tunas, bonitos, billfishes",7937
ARE,2006,"Crabs, sea-spiders",419
ARE,2006,"Herrings, sardines, anchovies",35745
ARE,2006,Marine fishes not identified,14594
ARE,2006,Miscellaneous coastal fishes,22699
ARE,2006,Miscellaneous diadromous fishes,34
ARE,2006,Miscellaneous pelagic fishes,15277
ARE,2006,Shads,17
ARE,2006,"Sharks, rays, chimaeras",1176
ARE,2006,"Squids, cuttlefishes, octopuses",268
ARE,2006,"Tunas, bonitos, billfishes",10174
ARE,2007,"Crabs, sea-spiders",479
ARE,2007,"Herrings, sardines, anchovies",25734
ARE,2007,Marine fishes not identified,19031
ARE,2007,Miscellaneous coastal fishes,22049
ARE,2007,Miscellaneous diadromous fishes,32
ARE,2007,Miscellaneous pelagic fishes,19001
ARE,2007,Shads,16
ARE,2007,"Sharks, rays, chimaeras",1069
ARE,2007,"Squids, cuttlefishes, octopuses",258
ARE,2007,"Tunas, bonitos, billfishes",8784
ARE,2008,"Crabs, sea-spiders",926
ARE,2008,"Herrings, sardines, anchovies",3959
ARE,2008,Marine fishes not identified,2391
ARE,2008,Miscellaneous coastal fishes,44183
ARE,2008,Miscellaneous diadromous fishes,78
ARE,2008,Miscellaneous pelagic fishes,14192
ARE,2008,Shads,29
ARE,2008,"Sharks, rays, chimaeras",3370
ARE,2008,"Squids, cuttlefishes, octopuses",284
ARE,2008,"Tunas, bonitos, billfishes",4663
ARE,2009,"Crabs, sea-spiders",907
ARE,2009,"Herrings, sardines, anchovies",761
ARE,2009,Marine fishes not identified,2990
ARE,2009,Miscellaneous coastal fishes,44888
ARE,2009,Miscellaneous diadromous fishes,131
ARE,2009,Miscellaneous pelagic fishes,14750
ARE,2009,Shads,41
ARE,2009,"Sharks, rays, chimaeras",1428
ARE,2009,"Squids, cuttlefishes, octopuses",510
ARE,2009,"Tunas, bonitos, billfishes",11299
ARE,2010,"Crabs, sea-spiders",978
ARE,2010,"Herrings, sardines, anchovies",819
ARE,2010,Marine fishes not identified,4292
ARE,2010,Miscellaneous coastal fishes,45264
ARE,2010,Miscellaneous diadromous fishes,129
ARE,2010,Miscellaneous pelagic fishes,15479
ARE,2010,Shads,45
ARE,2010,"Sharks, rays, chimaeras",1433
ARE,2010,"Squids, cuttlefishes, octopuses",518
ARE,2010,"Tunas, bonitos, billfishes",10653
ARE,2011,"Crabs, sea-spiders",923
ARE,2011,"Herrings, sardines, anchovies",1298
ARE,2011,Marine fishes not identified,2000
ARE,2011,Miscellaneous coastal fishes,44185
ARE,2011,Miscellaneous diadromous fishes,122
ARE,2011,Miscellaneous pelagic fishes,14672
ARE,2011,Shads,50
ARE,2011,"Sharks, rays, chimaeras",1353
ARE,2011,"Squids, cuttlefishes, octopuses",488
ARE,2011,"Tunas, bonitos, billfishes",10056
ARE,2012,"Crabs, sea-spiders",431
ARE,2012,"Herrings, sardines, anchovies",1470
ARE,2012,Marine fishes not identified,4424
ARE,2012,Miscellaneous coastal fishes,45783
ARE,2012,Miscellaneous diadromous fishes,69
ARE,2012,Miscellaneous pelagic fishes,9710
ARE,2012,Shads,61
ARE,2012,"Sharks, rays, chimaeras",464
ARE,2012,"Squids, cuttlefishes, octopuses",236
ARE,2012,"Tunas, bonitos, billfishes",10080
ARE,2013,"Crabs, sea-spiders",360
ARE,2013,"Herrings, sardines, anchovies",1200
ARE,2013,Marine fishes not identified,3300
ARE,2013,Miscellaneous coastal fishes,42520
ARE,2013,Miscellaneous diadromous fishes,59
ARE,2013,Miscellaneous pelagic fishes,10016
ARE,2013,Shads,50
ARE,2013,"Sharks, rays, chimaeras",430
ARE,2013,"Squids, cuttlefishes, octopuses",190
ARE,2013,"Tunas, bonitos, billfishes",14875
ARE,2014,"Crabs, sea-spiders",300
ARE,2014,"Herrings, sardines, anchovies",900
ARE,2014,Marine fishes not identified,2427
ARE,2014,Miscellaneous coastal fishes,38674
ARE,2014,Miscellaneous diadromous fishes,50
ARE,2014,Miscellaneous pelagic fishes,10509
ARE,2014,Shads,40
ARE,2014,"Sharks, rays, chimaeras",400
ARE,2014,"Squids, cuttlefishes, octopuses",150
ARE,2014,"Tunas, bonitos, billfishes",19753
ARE,2015,"Crabs, sea-spiders",300
ARE,2015,"Herrings, sardines, anchovies",900
ARE,2015,Marine fishes not identified,2420
ARE,2015,Miscellaneous coastal fishes,38560
ARE,2015,Miscellaneous diadromous fishes,50
ARE,2015,Miscellaneous pelagic fishes,10480
ARE,2015,Shads,40
ARE,2015,"Sharks, rays, chimaeras",400
ARE,2015,"Squids, cuttlefishes, octopuses",150
ARE,2015,"Tunas, bonitos, billfishes",19700
ARE,2016,"Crabs, sea-spiders",300
ARE,2016,"Herrings, sardines, anchovies",900
ARE,2016,Marine fishes not identified,2420
ARE,2016,Miscellaneous coastal fishes,38560
ARE,2016,Miscellaneous diadromous fishes,50
ARE,2016,Miscellaneous pelagic fishes,10480
ARE,2016,Shads,40
ARE,2016,"Sharks, rays, chimaeras",400
ARE,2016,"Squids, cuttlefishes, octopuses",150
ARE,2016,"Tunas, bonitos, billfishes",19700
ARE,2017,"Crabs, sea-spiders",300
ARE,2017,"Herrings, sardines, anchovies",900
ARE,2017,Marine fishes not identified,2420
ARE,2017,Miscellaneous coastal fishes,38560
ARE,2017,Miscellaneous diadromous fishes,50
ARE,2017,Miscellaneous pelagic fishes,10480
ARE,2017,Shads,40
ARE,2017,"Sharks, rays, chimaeras",400
ARE,2017,"Squids, cuttlefishes, octopuses",150
ARE,2017,"Tunas, bonitos, billfishes",19700
ARG,2000,"Abalones, winkles, conchs",631
ARG,2000,Brown seaweeds,0
ARG,2000,"Clams, cockles, arkshells",0
ARG,2000,"Cods, hakes, haddocks",405707
ARG,2000,"Crabs, sea-spiders",14
ARG,2000,"Flounders, halibuts, soles",6498
ARG,2000,Green seaweeds,0
ARG,2000,"Herrings, sardines, anchovies",12429
ARG,2000,"King crabs, squat-lobsters",370
ARG,2000,"Krill, planktonic crustaceans",0
ARG,2000,Marine fishes not identified,7213
ARG,2000,Miscellaneous aquatic plants,0
ARG,2000,Miscellaneous coastal fishes,32062
ARG,2000,Miscellaneous demersal fishes,29792
ARG,2000,Miscellaneous marine crustaceans,0
ARG,2000,Miscellaneous marine molluscs,0
ARG,2000,Miscellaneous pelagic fishes,12113
ARG,2000,Mussels,236
ARG,2000,Red seaweeds,3
ARG,2000,"Scallops, pectens",41384
ARG,2000,"Sharks, rays, chimaeras",25750
ARG,2000,"Shrimps, prawns",37188
ARG,2000,"Squids, cuttlefishes, octopuses",279972
ARG,2000,"Tunas, bonitos, billfishes",20
ARG,2001,"Abalones, winkles, conchs",694
ARG,2001,Brown seaweeds,0
ARG,2001,"Clams, cockles, arkshells",0
ARG,2001,"Cods, hakes, haddocks",428071
ARG,2001,"Crabs, sea-spiders",44
ARG,2001,"Flounders, halibuts, soles",5944
ARG,2001,Green seaweeds,0
ARG,2001,"Herrings, sardines, anchovies",13080
ARG,2001,"King crabs, squat-lobsters",301
ARG,2001,"Krill, planktonic crustaceans",0
ARG,2001,Marine fishes not identified,7218
ARG,2001,Miscellaneous aquatic plants,0
ARG,2001,Miscellaneous coastal fishes,37231
ARG,2001,Miscellaneous demersal fishes,31617
ARG,2001,Miscellaneous marine crustaceans,0
ARG,2001,Miscellaneous marine molluscs,3
ARG,2001,Miscellaneous pelagic fishes,6366
ARG,2001,Mussels,217
ARG,2001,"Scallops, pectens",42960
ARG,2001,"Sharks, rays, chimaeras",31784
ARG,2001,"Shrimps, prawns",79126
ARG,2001,"Squids, cuttlefishes, octopuses",230649
ARG,2001,"Tunas, bonitos, billfishes",240
ARG,2002,"Abalones, winkles, conchs",414
ARG,2002,Brown seaweeds,0
ARG,2002,"Clams, cockles, arkshells",0
ARG,2002,"Cods, hakes, haddocks",514063
ARG,2002,"Crabs, sea-spiders",34
ARG,2002,"Flounders, halibuts, soles",4297
ARG,2002,Green seaweeds,0
ARG,2002,"Herrings, sardines, anchovies",21418
ARG,2002,"King crabs, squat-lobsters",514
ARG,2002,"Krill, planktonic crustaceans",0
ARG,2002,Marine fishes not identified,3765
ARG,2002,Miscellaneous aquatic plants,0
ARG,2002,Miscellaneous coastal fishes,30569
ARG,2002,Miscellaneous demersal fishes,32148
ARG,2002,Miscellaneous marine crustaceans,0
ARG,2002,Miscellaneous marine molluscs,1
ARG,2002,Miscellaneous pelagic fishes,13593
ARG,2002,Mussels,344
ARG,2002,"Scallops, pectens",51200
ARG,2002,"Sharks, rays, chimaeras",26251
ARG,2002,"Shrimps, prawns",51708
ARG,2002,"Squids, cuttlefishes, octopuses",177381
ARG,2002,"Tunas, bonitos, billfishes",11
ARG,2003,"Abalones, winkles, conchs",496
ARG,2003,Brown seaweeds,0
ARG,2003,"Clams, cockles, arkshells",0
ARG,2003,"Cods, hakes, haddocks",497413
ARG,2003,"Crabs, sea-spiders",23
ARG,2003,"Flounders, halibuts, soles",5805
ARG,2003,Green seaweeds,0
ARG,2003,"Herrings, sardines, anchovies",28579
ARG,2003,"King crabs, squat-lobsters",1681
ARG,2003,"Krill, planktonic crustaceans",0
ARG,2003,Marine fishes not identified,3520
ARG,2003,Miscellaneous aquatic plants,0
ARG,2003,Miscellaneous coastal fishes,34829
ARG,2003,Miscellaneous demersal fishes,27050
ARG,2003,Miscellaneous marine crustaceans,0
ARG,2003,Miscellaneous marine molluscs,0
ARG,2003,Miscellaneous pelagic fishes,7138
ARG,2003,Mussels,0
ARG,2003,"Scallops, pectens",50650
ARG,2003,"Sharks, rays, chimaeras",31691
ARG,2003,"Shrimps, prawns",53310
ARG,2003,"Squids, cuttlefishes, octopuses",141270
ARG,2003,"Tunas, bonitos, billfishes",149
ARG,2004,"Abalones, winkles, conchs",401
ARG,2004,Brown seaweeds,0
ARG,2004,"Clams, cockles, arkshells",0
ARG,2004,"Cods, hakes, haddocks",599808
ARG,2004,"Crabs, sea-spiders",19
ARG,2004,"Flounders, halibuts, soles",6246
ARG,2004,Green seaweeds,0
ARG,2004,"Herrings, sardines, anchovies",37541
ARG,2004,"King crabs, squat-lobsters",1329
ARG,2004,"Krill, planktonic crustaceans",0
ARG,2004,Marine fishes not identified,4360
ARG,2004,Miscellaneous aquatic plants,0
ARG,2004,Miscellaneous coastal fishes,45211
ARG,2004,Miscellaneous demersal fishes,27372
ARG,2004,Miscellaneous marine crustaceans,0
ARG,2004,Miscellaneous marine molluscs,0
ARG,2004,Miscellaneous pelagic fishes,8290
ARG,2004,Mussels,5
ARG,2004,"Scallops, pectens",43920
ARG,2004,"Sharks, rays, chimaeras",32039
ARG,2004,"Shrimps, prawns",27293
ARG,2004,"Squids, cuttlefishes, octopuses",76709
ARG,2004,"Tunas, bonitos, billfishes",400
ARG,2005,"Abalones, winkles, conchs",352
ARG,2005,Brown seaweeds,0
ARG,2005,"Clams, cockles, arkshells",11
ARG,2005,"Cods, hakes, haddocks",522923
ARG,2005,"Crabs, sea-spiders",21
ARG,2005,"Flounders, halibuts, soles",7073
ARG,2005,Green seaweeds,0
ARG,2005,"Herrings, sardines, anchovies",34727
ARG,2005,"King crabs, squat-lobsters",1013
ARG,2005,"Krill, planktonic crustaceans",0
ARG,2005,Marine fishes not identified,6735
ARG,2005,Miscellaneous aquatic plants,0
ARG,2005,Miscellaneous coastal fishes,58993
ARG,2005,Miscellaneous demersal fishes,28348
ARG,2005,Miscellaneous marine crustaceans,0
ARG,2005,Miscellaneous marine molluscs,0
ARG,2005,Miscellaneous pelagic fishes,4612
ARG,2005,Mussels,1
ARG,2005,"Scallops, pectens",39483
ARG,2005,"Sharks, rays, chimaeras",37161
ARG,2005,"Shrimps, prawns",7654
ARG,2005,"Squids, cuttlefishes, octopuses",146715
ARG,2005,"Tunas, bonitos, billfishes",113
ARG,2006,"Abalones, winkles, conchs",401
ARG,2006,Brown seaweeds,0
ARG,2006,"Clams, cockles, arkshells",1
ARG,2006,"Cods, hakes, haddocks",517861
ARG,2006,"Crabs, sea-spiders",62
ARG,2006,"Flounders, halibuts, soles",7921
ARG,2006,Green seaweeds,0
ARG,2006,"Herrings, sardines, anchovies",31645
ARG,2006,"King crabs, squat-lobsters",1189
ARG,2006,"Krill, planktonic crustaceans",0
ARG,2006,Marine fishes not identified,2929
ARG,2006,Miscellaneous aquatic plants,0
ARG,2006,Miscellaneous coastal fishes,77721
ARG,2006,Miscellaneous demersal fishes,30943
ARG,2006,Miscellaneous marine crustaceans,0
ARG,2006,Miscellaneous marine molluscs,2
ARG,2006,Miscellaneous pelagic fishes,10245
ARG,2006,Mussels,0
ARG,2006,"Scallops, pectens",80045
ARG,2006,"Sharks, rays, chimaeras",40323
ARG,2006,"Shrimps, prawns",44526
ARG,2006,"Squids, cuttlefishes, octopuses",292353
ARG,2006,"Tunas, bonitos, billfishes",196
ARG,2007,"Abalones, winkles, conchs",238
ARG,2007,Brown seaweeds,0
ARG,2007,"Clams, cockles, arkshells",54
ARG,2007,"Cods, hakes, haddocks",429274
ARG,2007,"Crabs, sea-spiders",63
ARG,2007,"Flounders, halibuts, soles",7559
ARG,2007,Green seaweeds,0
ARG,2007,"Herrings, sardines, anchovies",28306
ARG,2007,"King crabs, squat-lobsters",562
ARG,2007,"Krill, planktonic crustaceans",0
ARG,2007,Marine fishes not identified,2064
ARG,2007,Miscellaneous aquatic plants,0
ARG,2007,Miscellaneous coastal fishes,73239
ARG,2007,Miscellaneous demersal fishes,30197
ARG,2007,Miscellaneous marine crustaceans,0
ARG,2007,Miscellaneous marine molluscs,0
ARG,2007,Miscellaneous pelagic fishes,15002
ARG,2007,Mussels,1
ARG,2007,"Scallops, pectens",53732
ARG,2007,"Sharks, rays, chimaeras",44359
ARG,2007,"Shrimps, prawns",47723
ARG,2007,"Squids, cuttlefishes, octopuses",233307
ARG,2007,"Tunas, bonitos, billfishes",34
ARG,2008,"Abalones, winkles, conchs",215
ARG,2008,Brown seaweeds,0
ARG,2008,"Clams, cockles, arkshells",620
ARG,2008,"Cods, hakes, haddocks",417247
ARG,2008,"Crabs, sea-spiders",79
ARG,2008,"Flounders, halibuts, soles",8054
ARG,2008,Green seaweeds,0
ARG,2008,"Herrings, sardines, anchovies",23110
ARG,2008,"King crabs, squat-lobsters",769
ARG,2008,"Krill, planktonic crustaceans",0
ARG,2008,Marine fishes not identified,3428
ARG,2008,Miscellaneous aquatic plants,0
ARG,2008,Miscellaneous coastal fishes,74984
ARG,2008,Miscellaneous demersal fishes,28725
ARG,2008,Miscellaneous marine crustaceans,0
ARG,2008,Miscellaneous marine molluscs,21
ARG,2008,Miscellaneous pelagic fishes,17662
ARG,2008,Mussels,198
ARG,2008,"Scallops, pectens",58713
ARG,2008,"Sharks, rays, chimaeras",46461
ARG,2008,"Shrimps, prawns",47773
ARG,2008,"Squids, cuttlefishes, octopuses",255768
ARG,2008,"Tunas, bonitos, billfishes",10
ARG,2009,"Abalones, winkles, conchs",104
ARG,2009,Brown seaweeds,0
ARG,2009,"Clams, cockles, arkshells",0
ARG,2009,"Cods, hakes, haddocks",428736
ARG,2009,"Crabs, sea-spiders",57
ARG,2009,"Flounders, halibuts, soles",7335
ARG,2009,Green seaweeds,0
ARG,2009,"Herrings, sardines, anchovies",28017
ARG,2009,"King crabs, squat-lobsters",325
ARG,2009,"Krill, planktonic crustaceans",0
ARG,2009,Marine fishes not identified,2723
ARG,2009,Miscellaneous aquatic plants,0
ARG,2009,Miscellaneous coastal fishes,82703
ARG,2009,Miscellaneous demersal fishes,29327
ARG,2009,Miscellaneous marine crustaceans,7
ARG,2009,Miscellaneous marine molluscs,0
ARG,2009,Miscellaneous pelagic fishes,18330
ARG,2009,Mussels,0
ARG,2009,"Scallops, pectens",80810
ARG,2009,"Sharks, rays, chimaeras",40199
ARG,2009,"Shrimps, prawns",53952
ARG,2009,"Squids, cuttlefishes, octopuses",72863
ARG,2009,"Tunas, bonitos, billfishes",229
ARG,2010,"Abalones, winkles, conchs",257
ARG,2010,Brown seaweeds,0
ARG,2010,"Clams, cockles, arkshells",348
ARG,2010,"Cods, hakes, haddocks",390147
ARG,2010,"Crabs, sea-spiders",148
ARG,2010,"Flounders, halibuts, soles",7247
ARG,2010,Green seaweeds,0
ARG,2010,"Herrings, sardines, anchovies",26493
ARG,2010,"King crabs, squat-lobsters",682
ARG,2010,"Krill, planktonic crustaceans",0
ARG,2010,Marine fishes not identified,1219
ARG,2010,Miscellaneous aquatic plants,0
ARG,2010,Miscellaneous coastal fishes,61566
ARG,2010,Miscellaneous demersal fishes,25336
ARG,2010,Miscellaneous marine crustaceans,1
ARG,2010,Miscellaneous marine molluscs,73
ARG,2010,Miscellaneous pelagic fishes,33296
ARG,2010,Mussels,39
