iso3,year,isscaap_group,value
MEX,2007,Miscellaneous demersal fishes,5753
MEX,2007,Miscellaneous diadromous fishes,422
MEX,2007,Miscellaneous pelagic fishes,31308
MEX,2007,Mussels,4274
MEX,2007,Oysters,48157
MEX,2007,"Pearls, mother-of-pearl, shells",252.954
MEX,2007,Red seaweeds,4864
MEX,2007,"Scallops, pectens",14761
MEX,2007,Sea-urchins and other echinoderms,2333
MEX,2007,"Sharks, rays, chimaeras",35080
MEX,2007,"Shrimps, prawns",73125
MEX,2007,"Squids, cuttlefishes, octopuses",77438
MEX,2007,"Tunas, bonitos, billfishes",151428
MEX,2007,Turtles,0
MEX,2008,"Abalones, winkles, conchs",6897
MEX,2008,Brown seaweeds,294
MEX,2008,"Clams, cockles, arkshells",9955
MEX,2008,"Cods, hakes, haddocks",1616
MEX,2008,Corals,0.24
MEX,2008,"Crabs, sea-spiders",28404
MEX,2008,"Flounders, halibuts, soles",2924
MEX,2008,"Herrings, sardines, anchovies",820327
MEX,2008,"Lobsters, spiny-rock lobsters",2587
MEX,2008,Marine fishes not identified,86388
MEX,2008,Miscellaneous aquatic invertebrates,0
MEX,2008,Miscellaneous coastal fishes,81951
MEX,2008,Miscellaneous demersal fishes,6407
MEX,2008,Miscellaneous diadromous fishes,69
MEX,2008,Miscellaneous pelagic fishes,25595
MEX,2008,Mussels,2858
MEX,2008,Oysters,41562
MEX,2008,"Pearls, mother-of-pearl, shells",325.419
MEX,2008,Red seaweeds,4606
MEX,2008,"Scallops, pectens",16522
MEX,2008,Sea-urchins and other echinoderms,2511
MEX,2008,"Sharks, rays, chimaeras",29503
MEX,2008,"Shrimps, prawns",66089
MEX,2008,"Squids, cuttlefishes, octopuses",97002
MEX,2008,"Tunas, bonitos, billfishes",145665
MEX,2008,Turtles,0
MEX,2009,"Abalones, winkles, conchs",5107
MEX,2009,Brown seaweeds,258
MEX,2009,"Clams, cockles, arkshells",10115
MEX,2009,"Cods, hakes, haddocks",1330
MEX,2009,Corals,0.28
MEX,2009,"Crabs, sea-spiders",25209
MEX,2009,"Flounders, halibuts, soles",3056
MEX,2009,"Herrings, sardines, anchovies",880214
MEX,2009,"Lobsters, spiny-rock lobsters",2285
MEX,2009,Marine fishes not identified,71666
MEX,2009,Miscellaneous aquatic invertebrates,0
MEX,2009,Miscellaneous coastal fishes,75719
MEX,2009,Miscellaneous demersal fishes,7061
MEX,2009,Miscellaneous diadromous fishes,65
MEX,2009,Miscellaneous pelagic fishes,26712
MEX,2009,Mussels,2443
MEX,2009,Oysters,37887
MEX,2009,"Pearls, mother-of-pearl, shells",428.546
MEX,2009,Red seaweeds,4894
MEX,2009,"Scallops, pectens",16284
MEX,2009,Sea-urchins and other echinoderms,3147
MEX,2009,"Sharks, rays, chimaeras",30305
MEX,2009,"Shrimps, prawns",63174
MEX,2009,"Squids, cuttlefishes, octopuses",83616
MEX,2009,"Tunas, bonitos, billfishes",158562
MEX,2009,Turtles,0
MEX,2010,"Abalones, winkles, conchs",8297
MEX,2010,Brown seaweeds,409
MEX,2010,"Clams, cockles, arkshells",10383
MEX,2010,"Cods, hakes, haddocks",1246
MEX,2010,Corals,1
MEX,2010,"Crabs, sea-spiders",29044
MEX,2010,"Flounders, halibuts, soles",6610
MEX,2010,"Herrings, sardines, anchovies",767244
MEX,2010,"Lobsters, spiny-rock lobsters",3260
MEX,2010,Marine fishes not identified,73810
MEX,2010,Miscellaneous aquatic invertebrates,0
MEX,2010,Miscellaneous coastal fishes,74378
MEX,2010,Miscellaneous demersal fishes,7667
MEX,2010,Miscellaneous diadromous fishes,68
MEX,2010,Miscellaneous pelagic fishes,37252
MEX,2010,Mussels,3511
MEX,2010,Oysters,48821
MEX,2010,"Pearls, mother-of-pearl, shells",647
MEX,2010,Red seaweeds,719
MEX,2010,"Scallops, pectens",16499
MEX,2010,Sea-urchins and other echinoderms,3804
MEX,2010,"Sharks, rays, chimaeras",37662
MEX,2010,"Shrimps, prawns",62405
MEX,2010,"Squids, cuttlefishes, octopuses",66182
MEX,2010,"Tunas, bonitos, billfishes",151953
MEX,2010,Turtles,0
MEX,2011,"Abalones, winkles, conchs",8325
MEX,2011,Brown seaweeds,597
MEX,2011,"Clams, cockles, arkshells",8971
MEX,2011,"Cods, hakes, haddocks",2358
MEX,2011,Corals,0.397
MEX,2011,"Crabs, sea-spiders",20330
MEX,2011,"Flounders, halibuts, soles",2936
MEX,2011,"Herrings, sardines, anchovies",793319
MEX,2011,"Lobsters, spiny-rock lobsters",3228
MEX,2011,Marine fishes not identified,70120
MEX,2011,Miscellaneous aquatic invertebrates,13933
MEX,2011,Miscellaneous coastal fishes,63281
MEX,2011,Miscellaneous demersal fishes,4261
MEX,2011,Miscellaneous diadromous fishes,10146
MEX,2011,Miscellaneous pelagic fishes,25602
MEX,2011,Mussels,3463
MEX,2011,Oysters,83125
MEX,2011,"Pearls, mother-of-pearl, shells",522.231
MEX,2011,Red seaweeds,4475
MEX,2011,River eels,140
MEX,2011,"Scallops, pectens",18392
MEX,2011,Sea-urchins and other echinoderms,4997
MEX,2011,"Sharks, rays, chimaeras",31589
MEX,2011,"Shrimps, prawns",77234
MEX,2011,"Squids, cuttlefishes, octopuses",61868
MEX,2011,"Tunas, bonitos, billfishes",145355
MEX,2011,Turtles,0
MEX,2012,"Abalones, winkles, conchs",14845
MEX,2012,Brown seaweeds,842
MEX,2012,"Clams, cockles, arkshells",9717
MEX,2012,"Cods, hakes, haddocks",2962
MEX,2012,Corals,1.116
MEX,2012,"Crabs, sea-spiders",21950
MEX,2012,"Flounders, halibuts, soles",3162
MEX,2012,"Herrings, sardines, anchovies",798190
MEX,2012,"Lobsters, spiny-rock lobsters",3041
MEX,2012,Marine fishes not identified,113019
MEX,2012,Miscellaneous aquatic invertebrates,20988
MEX,2012,Miscellaneous coastal fishes,73291
MEX,2012,Miscellaneous demersal fishes,3707
MEX,2012,Miscellaneous diadromous fishes,9052
MEX,2012,Miscellaneous pelagic fishes,37694
MEX,2012,Mussels,2307
MEX,2012,Oysters,46921
MEX,2012,"Pearls, mother-of-pearl, shells",444.087
MEX,2012,Red seaweeds,4883
MEX,2012,River eels,127
MEX,2012,"Scallops, pectens",6407
MEX,2012,Sea-urchins and other echinoderms,4791
MEX,2012,"Sharks, rays, chimaeras",32031
MEX,2012,"Shrimps, prawns",61531
MEX,2012,"Squids, cuttlefishes, octopuses",54398
MEX,2012,"Tunas, bonitos, billfishes",147280
MEX,2012,Turtles,0
MEX,2013,"Abalones, winkles, conchs",13361
MEX,2013,Brown seaweeds,7730
MEX,2013,"Clams, cockles, arkshells",12460
MEX,2013,"Cods, hakes, haddocks",8467
MEX,2013,Corals,1.03
MEX,2013,"Crabs, sea-spiders",27548
MEX,2013,"Flounders, halibuts, soles",4242
MEX,2013,"Herrings, sardines, anchovies",837226
MEX,2013,"Lobsters, spiny-rock lobsters",3535
MEX,2013,Marine fishes not identified,28614
MEX,2013,Miscellaneous aquatic invertebrates,21253
MEX,2013,Miscellaneous coastal fishes,89467
MEX,2013,Miscellaneous demersal fishes,2970
MEX,2013,Miscellaneous diadromous fishes,6861
MEX,2013,Miscellaneous pelagic fishes,66273
MEX,2013,Mussels,2848
MEX,2013,Oysters,38549
MEX,2013,"Pearls, mother-of-pearl, shells",359.11699999999996
MEX,2013,Red seaweeds,2392
MEX,2013,"Scallops, pectens",2126
MEX,2013,Sea-urchins and other echinoderms,6854
MEX,2013,"Sharks, rays, chimaeras",37974
MEX,2013,"Shrimps, prawns",67347
MEX,2013,"Squids, cuttlefishes, octopuses",61229
MEX,2013,"Tunas, bonitos, billfishes",160979
MEX,2013,Turtles,0
MEX,2014,"Abalones, winkles, conchs",10850
MEX,2014,Brown seaweeds,7223
MEX,2014,"Clams, cockles, arkshells",24487
MEX,2014,"Cods, hakes, haddocks",10422
MEX,2014,Corals,0.258
MEX,2014,"Crabs, sea-spiders",35406
MEX,2014,"Flounders, halibuts, soles",5307
MEX,2014,"Herrings, sardines, anchovies",594719
MEX,2014,"Lobsters, spiny-rock lobsters",4459
MEX,2014,Marine fishes not identified,33649
MEX,2014,Miscellaneous aquatic invertebrates,63901
MEX,2014,Miscellaneous coastal fishes,107140
MEX,2014,Miscellaneous demersal fishes,3263
MEX,2014,Miscellaneous diadromous fishes,10521
MEX,2014,Miscellaneous pelagic fishes,86141
MEX,2014,Mussels,1896
MEX,2014,Oysters,40847
MEX,2014,"Pearls, mother-of-pearl, shells",1026.3110000000001
MEX,2014,Red seaweeds,1261
MEX,2014,"Scallops, pectens",2499
MEX,2014,Sea-urchins and other echinoderms,5098
MEX,2014,"Sharks, rays, chimaeras",39613
MEX,2014,"Shrimps, prawns",71096
MEX,2014,"Squids, cuttlefishes, octopuses",74588
MEX,2014,"Tunas, bonitos, billfishes",170267
MEX,2014,Turtles,0
MEX,2015,"Abalones, winkles, conchs",20418
MEX,2015,Brown seaweeds,9759
MEX,2015,"Clams, cockles, arkshells",18299
MEX,2015,"Cods, hakes, haddocks",8500
MEX,2015,Corals,0.6
MEX,2015,"Crabs, sea-spiders",42700
MEX,2015,"Flounders, halibuts, soles",5742
MEX,2015,"Herrings, sardines, anchovies",470590
MEX,2015,"Lobsters, spiny-rock lobsters",4529
MEX,2015,Marine fishes not identified,45301
MEX,2015,Miscellaneous aquatic invertebrates,42403
MEX,2015,Miscellaneous coastal fishes,127335
MEX,2015,Miscellaneous demersal fishes,3619
MEX,2015,Miscellaneous diadromous fishes,10669
MEX,2015,Miscellaneous pelagic fishes,96488
MEX,2015,Mussels,2196
MEX,2015,Oysters,55007
MEX,2015,"Pearls, mother-of-pearl, shells",964.352
MEX,2015,Red seaweeds,1572
MEX,2015,"Scallops, pectens",805
MEX,2015,Sea-urchins and other echinoderms,4968
MEX,2015,"Sharks, rays, chimaeras",50305
MEX,2015,"Shrimps, prawns",93616
MEX,2015,"Squids, cuttlefishes, octopuses",41538
MEX,2015,"Tunas, bonitos, billfishes",170823
MEX,2015,Turtles,0
MEX,2016,"Abalones, winkles, conchs",14755
MEX,2016,Brown seaweeds,10418
MEX,2016,"Clams, cockles, arkshells",18487
MEX,2016,"Cods, hakes, haddocks",11978
MEX,2016,Corals,0.556
MEX,2016,"Crabs, sea-spiders",51907
MEX,2016,"Flounders, halibuts, soles",5537
MEX,2016,"Herrings, sardines, anchovies",452371
MEX,2016,"Lobsters, spiny-rock lobsters",3997
MEX,2016,Marine fishes not identified,42577
MEX,2016,Miscellaneous aquatic invertebrates,23570
MEX,2016,Miscellaneous coastal fishes,145679
MEX,2016,Miscellaneous demersal fishes,3503
MEX,2016,Miscellaneous diadromous fishes,6312
MEX,2016,Miscellaneous pelagic fishes,121971
MEX,2016,Mussels,2970
MEX,2016,Oysters,50811
MEX,2016,"Pearls, mother-of-pearl, shells",597.727
MEX,2016,Red seaweeds,2697
MEX,2016,"Scallops, pectens",239
MEX,2016,Sea-urchins and other echinoderms,3918
MEX,2016,"Sharks, rays, chimaeras",60007
MEX,2016,"Shrimps, prawns",97257
MEX,2016,"Squids, cuttlefishes, octopuses",41483
MEX,2016,"Tunas, bonitos, billfishes",151760
MEX,2016,Turtles,0
MEX,2017,"Abalones, winkles, conchs",22665
MEX,2017,Brown seaweeds,7539
MEX,2017,"Clams, cockles, arkshells",20312
MEX,2017,"Cods, hakes, haddocks",9435
MEX,2017,Corals,0.4
MEX,2017,"Crabs, sea-spiders",47397
MEX,2017,"Flounders, halibuts, soles",6374
MEX,2017,"Herrings, sardines, anchovies",522355
MEX,2017,"Lobsters, spiny-rock lobsters",5027
MEX,2017,Marine fishes not identified,50284
MEX,2017,Miscellaneous aquatic invertebrates,47067
MEX,2017,Miscellaneous coastal fishes,141339
MEX,2017,Miscellaneous demersal fishes,4018
MEX,2017,Miscellaneous diadromous fishes,11843
MEX,2017,Miscellaneous pelagic fishes,107102
MEX,2017,Mussels,2438
MEX,2017,Oysters,61058
MEX,2017,"Pearls, mother-of-pearl, shells",54.109
MEX,2017,Red seaweeds,1118
MEX,2017,River eels,0
MEX,2017,"Scallops, pectens",894
MEX,2017,Sea-urchins and other echinoderms,5515
MEX,2017,"Sharks, rays, chimaeras",55838
MEX,2017,"Shrimps, prawns",103914
MEX,2017,"Squids, cuttlefishes, octopuses",46108
MEX,2017,"Tunas, bonitos, billfishes",189614
MEX,2017,Turtles,0
MHL,2000,"Crabs, sea-spiders",0
MHL,2000,"Lobsters, spiny-rock lobsters",0
MHL,2000,Marine fishes not identified,700
MHL,2000,"Pearls, mother-of-pearl, shells",0
MHL,2000,"Shrimps, prawns",0
MHL,2000,"Tunas, bonitos, billfishes",7561
MHL,2001,"Crabs, sea-spiders",0
MHL,2001,"Lobsters, spiny-rock lobsters",0
MHL,2001,Marine fishes not identified,800
MHL,2001,"Pearls, mother-of-pearl, shells",0
MHL,2001,"Shrimps, prawns",0
MHL,2001,"Tunas, bonitos, billfishes",35781
MHL,2002,"Crabs, sea-spiders",0
MHL,2002,"Lobsters, spiny-rock lobsters",0
MHL,2002,Marine fishes not identified,900
MHL,2002,"Pearls, mother-of-pearl, shells",0
MHL,2002,"Shrimps, prawns",0
MHL,2002,"Tunas, bonitos, billfishes",38959
MHL,2003,"Crabs, sea-spiders",0
MHL,2003,"Lobsters, spiny-rock lobsters",0
MHL,2003,Marine fishes not identified,1000
MHL,2003,"Pearls, mother-of-pearl, shells",0
MHL,2003,"Shrimps, prawns",0
MHL,2003,"Tunas, bonitos, billfishes",37885
MHL,2004,"Crabs, sea-spiders",0
MHL,2004,"Lobsters, spiny-rock lobsters",0
MHL,2004,Marine fishes not identified,1200
MHL,2004,"Pearls, mother-of-pearl, shells",0
MHL,2004,"Shrimps, prawns",0
MHL,2004,"Tunas, bonitos, billfishes",46687
MHL,2005,"Crabs, sea-spiders",0
MHL,2005,"Lobsters, spiny-rock lobsters",0
MHL,2005,Marine fishes not identified,1400
MHL,2005,"Pearls, mother-of-pearl, shells",0
MHL,2005,"Shrimps, prawns",0
MHL,2005,"Tunas, bonitos, billfishes",56183
MHL,2006,"Crabs, sea-spiders",0
MHL,2006,"Lobsters, spiny-rock lobsters",0
MHL,2006,Marine fishes not identified,1600
MHL,2006,"Pearls, mother-of-pearl, shells",0
MHL,2006,"Shrimps, prawns",0
MHL,2006,"Tunas, bonitos, billfishes",42374
MHL,2007,"Crabs, sea-spiders",0
MHL,2007,"Lobsters, spiny-rock lobsters",0
MHL,2007,Marine fishes not identified,1800
MHL,2007,"Pearls, mother-of-pearl, shells",0
MHL,2007,"Shrimps, prawns",0
MHL,2007,"Tunas, bonitos, billfishes",59430
MHL,2008,"Crabs, sea-spiders",0
MHL,2008,"Lobsters, spiny-rock lobsters",0
MHL,2008,Marine fishes not identified,2000
MHL,2008,"Pearls, mother-of-pearl, shells",0
MHL,2008,"Shrimps, prawns",0
MHL,2008,"Tunas, bonitos, billfishes",33103
MHL,2009,"Crabs, sea-spiders",0
MHL,2009,"Lobsters, spiny-rock lobsters",0
MHL,2009,Marine fishes not identified,2200
MHL,2009,"Pearls, mother-of-pearl, shells",0
MHL,2009,"Sharks, rays, chimaeras",24
MHL,2009,"Shrimps, prawns",0
MHL,2009,"Tunas, bonitos, billfishes",44092
MHL,2010,"Crabs, sea-spiders",0
MHL,2010,"Lobsters, spiny-rock lobsters",0
MHL,2010,Marine fishes not identified,2400
MHL,2010,"Pearls, mother-of-pearl, shells",0
MHL,2010,"Sharks, rays, chimaeras",19
MHL,2010,"Shrimps, prawns",0
MHL,2010,"Tunas, bonitos, billfishes",57332
MHL,2011,"Crabs, sea-spiders",0
MHL,2011,"Lobsters, spiny-rock lobsters",0
MHL,2011,Marine fishes not identified,2600
MHL,2011,"Pearls, mother-of-pearl, shells",0
MHL,2011,"Sharks, rays, chimaeras",17
MHL,2011,"Shrimps, prawns",0
MHL,2011,"Tunas, bonitos, billfishes",90655
MHL,2012,"Crabs, sea-spiders",0
MHL,2012,"Lobsters, spiny-rock lobsters",0
MHL,2012,Marine fishes not identified,2800
MHL,2012,"Pearls, mother-of-pearl, shells",0
MHL,2012,"Sharks, rays, chimaeras",32
MHL,2012,"Shrimps, prawns",0
MHL,2012,"Tunas, bonitos, billfishes",72556
MHL,2013,"Crabs, sea-spiders",0
MHL,2013,"Lobsters, spiny-rock lobsters",0
MHL,2013,Marine fishes not identified,2800
MHL,2013,"Pearls, mother-of-pearl, shells",0
MHL,2013,"Sharks, rays, chimaeras",8
MHL,2013,"Shrimps, prawns",0
MHL,2013,"Tunas, bonitos, billfishes",77816
MHL,2014,"Crabs, sea-spiders",0
MHL,2014,"Lobsters, spiny-rock lobsters",0
MHL,2014,Marine fishes not identified,2800
MHL,2014,"Pearls, mother-of-pearl, shells",0
MHL,2014,"Sharks, rays, chimaeras",16
MHL,2014,"Shrimps, prawns",0
MHL,2014,"Tunas, bonitos, billfishes",75927
MHL,2015,"Crabs, sea-spiders",0
MHL,2015,"Lobsters, spiny-rock lobsters",0
MHL,2015,Marine fishes not identified,2800
MHL,2015,"Pearls, mother-of-pearl, shells",0
MHL,2015,"Sharks, rays, chimaeras",25
MHL,2015,"Shrimps, prawns",0
MHL,2015,"Tunas, bonitos, billfishes",86917
MHL,2016,"Crabs, sea-spiders",0
MHL,2016,"Lobsters, spiny-rock lobsters",0
MHL,2016,Marine fishes not identified,2800
MHL,2016,"Pearls, mother-of-pearl, shells",0
MHL,2016,"Sharks, rays, chimaeras",33
MHL,2016,"Shrimps, prawns",0
MHL,2016,"Tunas, bonitos, billfishes",61962
MHL,2017,"Crabs, sea-spiders",0
MHL,2017,"Lobsters, spiny-rock lobsters",0
MHL,2017,Marine fishes not identified,2800
MHL,2017,"Pearls, mother-of-pearl, shells",0
MHL,2017,"Sharks, rays, chimaeras",231
MHL,2017,"Shrimps, prawns",0
MHL,2017,"Tunas, bonitos, billfishes",67541
MLT,2000,"Cods, hakes, haddocks",11
MLT,2000,"Flounders, halibuts, soles",0
MLT,2000,"Herrings, sardines, anchovies",0
MLT,2000,"Lobsters, spiny-rock lobsters",0
MLT,2000,Marine fishes not identified,29
MLT,2000,Miscellaneous coastal fishes,72
MLT,2000,Miscellaneous demersal fishes,24
MLT,2000,Miscellaneous marine crustaceans,0
MLT,2000,Miscellaneous pelagic fishes,299
MLT,2000,Sea-urchins and other echinoderms,0
MLT,2000,"Sharks, rays, chimaeras",41
MLT,2000,"Shrimps, prawns",23
MLT,2000,"Squids, cuttlefishes, octopuses",18
MLT,2000,"Tunas, bonitos, billfishes",557
MLT,2001,"Cods, hakes, haddocks",0
MLT,2001,"Flounders, halibuts, soles",0
MLT,2001,"Herrings, sardines, anchovies",0
MLT,2001,"Lobsters, spiny-rock lobsters",0
MLT,2001,Marine fishes not identified,82
MLT,2001,Miscellaneous coastal fishes,65
MLT,2001,Miscellaneous demersal fishes,12
MLT,2001,Miscellaneous marine crustaceans,0
MLT,2001,Miscellaneous pelagic fishes,345
MLT,2001,Sea-urchins and other echinoderms,0
MLT,2001,"Sharks, rays, chimaeras",27
MLT,2001,"Shrimps, prawns",36
MLT,2001,"Squids, cuttlefishes, octopuses",7
MLT,2001,"Tunas, bonitos, billfishes",328
MLT,2002,"Cods, hakes, haddocks",0
MLT,2002,"Flounders, halibuts, soles",0
MLT,2002,"Herrings, sardines, anchovies",0
MLT,2002,"Lobsters, spiny-rock lobsters",0
MLT,2002,Marine fishes not identified,59
MLT,2002,Miscellaneous coastal fishes,67
MLT,2002,Miscellaneous demersal fishes,20
MLT,2002,Miscellaneous marine crustaceans,0
MLT,2002,Miscellaneous pelagic fishes,361
MLT,2002,Sea-urchins and other echinoderms,0
MLT,2002,"Sharks, rays, chimaeras",37
MLT,2002,"Shrimps, prawns",29
MLT,2002,"Squids, cuttlefishes, octopuses",9
MLT,2002,"Tunas, bonitos, billfishes",503
MLT,2003,"Cods, hakes, haddocks",0
MLT,2003,"Flounders, halibuts, soles",0
MLT,2003,"Herrings, sardines, anchovies",0
MLT,2003,"Lobsters, spiny-rock lobsters",0
MLT,2003,Marine fishes not identified,40
MLT,2003,Miscellaneous coastal fishes,61
MLT,2003,Miscellaneous demersal fishes,14
MLT,2003,Miscellaneous marine crustaceans,0
MLT,2003,Miscellaneous pelagic fishes,528
MLT,2003,Sea-urchins and other echinoderms,0
MLT,2003,"Sharks, rays, chimaeras",28
MLT,2003,"Shrimps, prawns",37
MLT,2003,"Squids, cuttlefishes, octopuses",7
MLT,2003,"Tunas, bonitos, billfishes",423
MLT,2004,"Cods, hakes, haddocks",0
MLT,2004,"Flounders, halibuts, soles",0
MLT,2004,"Herrings, sardines, anchovies",0
MLT,2004,"Lobsters, spiny-rock lobsters",0
MLT,2004,Marine fishes not identified,44
MLT,2004,Miscellaneous coastal fishes,54
MLT,2004,Miscellaneous demersal fishes,13
MLT,2004,Miscellaneous marine crustaceans,0
MLT,2004,Miscellaneous pelagic fishes,488
MLT,2004,Sea-urchins and other echinoderms,0
MLT,2004,"Sharks, rays, chimaeras",30
MLT,2004,"Shrimps, prawns",26
MLT,2004,"Squids, cuttlefishes, octopuses",5
MLT,2004,"Tunas, bonitos, billfishes",478
MLT,2005,"Cods, hakes, haddocks",9
MLT,2005,"Flounders, halibuts, soles",0
MLT,2005,"Herrings, sardines, anchovies",0
MLT,2005,"Lobsters, spiny-rock lobsters",0
MLT,2005,Marine fishes not identified,46
MLT,2005,Miscellaneous coastal fishes,58
MLT,2005,Miscellaneous demersal fishes,15
MLT,2005,Miscellaneous marine crustaceans,0
MLT,2005,Miscellaneous pelagic fishes,478
MLT,2005,Sea-urchins and other echinoderms,0
MLT,2005,"Sharks, rays, chimaeras",32
MLT,2005,"Shrimps, prawns",30
MLT,2005,"Squids, cuttlefishes, octopuses",10
MLT,2005,"Tunas, bonitos, billfishes",728
MLT,2006,"Cods, hakes, haddocks",8
MLT,2006,"Flounders, halibuts, soles",0
MLT,2006,"Herrings, sardines, anchovies",0
MLT,2006,"Lobsters, spiny-rock lobsters",0
MLT,2006,Marine fishes not identified,29
MLT,2006,Miscellaneous coastal fishes,65
MLT,2006,Miscellaneous demersal fishes,12
MLT,2006,Miscellaneous marine crustaceans,0
MLT,2006,Miscellaneous pelagic fishes,584
MLT,2006,Sea-urchins and other echinoderms,0
MLT,2006,"Sharks, rays, chimaeras",39
MLT,2006,"Shrimps, prawns",32
MLT,2006,"Squids, cuttlefishes, octopuses",12
MLT,2006,"Tunas, bonitos, billfishes",551
MLT,2007,"Cods, hakes, haddocks",9
MLT,2007,"Flounders, halibuts, soles",0
MLT,2007,"Herrings, sardines, anchovies",3
MLT,2007,"Lobsters, spiny-rock lobsters",2
MLT,2007,Marine fishes not identified,27
MLT,2007,Miscellaneous coastal fishes,122
MLT,2007,Miscellaneous demersal fishes,46
MLT,2007,Miscellaneous marine crustaceans,0
MLT,2007,Miscellaneous pelagic fishes,318
MLT,2007,Sea-urchins and other echinoderms,0
MLT,2007,"Sharks, rays, chimaeras",43
MLT,2007,"Shrimps, prawns",42
MLT,2007,"Squids, cuttlefishes, octopuses",48
MLT,2007,"Tunas, bonitos, billfishes",575
MLT,2008,"Cods, hakes, haddocks",2
MLT,2008,"Flounders, halibuts, soles",0
MLT,2008,"Herrings, sardines, anchovies",7
MLT,2008,"Lobsters, spiny-rock lobsters",2
MLT,2008,Marine fishes not identified,0
MLT,2008,Miscellaneous coastal fishes,138
MLT,2008,Miscellaneous demersal fishes,44
MLT,2008,Miscellaneous marine crustaceans,0
MLT,2008,Miscellaneous pelagic fishes,451
MLT,2008,Sea-urchins and other echinoderms,0
MLT,2008,"Sharks, rays, chimaeras",49
MLT,2008,"Shrimps, prawns",54
MLT,2008,"Squids, cuttlefishes, octopuses",56
MLT,2008,"Tunas, bonitos, billfishes",588
MLT,2009,"Cods, hakes, haddocks",21
MLT,2009,"Flounders, halibuts, soles",0
MLT,2009,"Herrings, sardines, anchovies",13
MLT,2009,"Lobsters, spiny-rock lobsters",3
MLT,2009,Marine fishes not identified,15
MLT,2009,Miscellaneous coastal fishes,135
MLT,2009,Miscellaneous demersal fishes,49
MLT,2009,Miscellaneous marine crustaceans,0
MLT,2009,Miscellaneous pelagic fishes,652
MLT,2009,Sea-urchins and other echinoderms,0
MLT,2009,"Sharks, rays, chimaeras",41
MLT,2009,"Shrimps, prawns",63
MLT,2009,"Squids, cuttlefishes, octopuses",51
MLT,2009,"Tunas, bonitos, billfishes",598
MLT,2010,"Cods, hakes, haddocks",25
MLT,2010,"Flounders, halibuts, soles",0
MLT,2010,"Herrings, sardines, anchovies",6
MLT,2010,"Lobsters, spiny-rock lobsters",5
MLT,2010,Marine fishes not identified,21
MLT,2010,Miscellaneous coastal fishes,246
MLT,2010,Miscellaneous demersal fishes,72
MLT,2010,Miscellaneous marine crustaceans,0
MLT,2010,Miscellaneous pelagic fishes,633
MLT,2010,Sea-urchins and other echinoderms,0
MLT,2010,Shads,43
MLT,2010,"Sharks, rays, chimaeras",48
MLT,2010,"Shrimps, prawns",46
MLT,2010,"Squids, cuttlefishes, octopuses",105
MLT,2010,"Tunas, bonitos, billfishes",586
MLT,2011,"Cods, hakes, haddocks",29
MLT,2011,"Flounders, halibuts, soles",0
MLT,2011,"Herrings, sardines, anchovies",8
MLT,2011,"Lobsters, spiny-rock lobsters",2
MLT,2011,Marine fishes not identified,17
MLT,2011,Miscellaneous coastal fishes,306
MLT,2011,Miscellaneous demersal fishes,63
MLT,2011,Miscellaneous marine crustaceans,0
MLT,2011,Miscellaneous pelagic fishes,514
MLT,2011,Sea-urchins and other echinoderms,0
MLT,2011,Shads,51
MLT,2011,"Sharks, rays, chimaeras",56
MLT,2011,"Shrimps, prawns",72
MLT,2011,"Squids, cuttlefishes, octopuses",93
MLT,2011,"Tunas, bonitos, billfishes",709
MLT,2012,"Cods, hakes, haddocks",39
MLT,2012,"Flounders, halibuts, soles",9
MLT,2012,"Herrings, sardines, anchovies",226
MLT,2012,"Lobsters, spiny-rock lobsters",3
MLT,2012,Marine fishes not identified,13
MLT,2012,Miscellaneous coastal fishes,342
MLT,2012,Miscellaneous demersal fishes,107
MLT,2012,Miscellaneous marine crustaceans,0
MLT,2012,Miscellaneous pelagic fishes,468
MLT,2012,Sea-urchins and other echinoderms,0
MLT,2012,"Sharks, rays, chimaeras",119
MLT,2012,"Shrimps, prawns",92
MLT,2012,"Squids, cuttlefishes, octopuses",93
MLT,2012,"Tunas, bonitos, billfishes",690
MLT,2013,"Cods, hakes, haddocks",32
MLT,2013,"Flounders, halibuts, soles",2
MLT,2013,"Herrings, sardines, anchovies",219
MLT,2013,"Lobsters, spiny-rock lobsters",2
MLT,2013,Marine fishes not identified,8
MLT,2013,Miscellaneous coastal fishes,182
MLT,2013,Miscellaneous demersal fishes,192
MLT,2013,Miscellaneous marine crustaceans,0
MLT,2013,Miscellaneous pelagic fishes,778
MLT,2013,Sea-urchins and other echinoderms,0
MLT,2013,"Sharks, rays, chimaeras",61
MLT,2013,"Shrimps, prawns",72
MLT,2013,"Squids, cuttlefishes, octopuses",65
MLT,2013,"Tunas, bonitos, billfishes",743
MLT,2014,"Cods, hakes, haddocks",29
MLT,2014,"Flounders, halibuts, soles",1
MLT,2014,"Herrings, sardines, anchovies",58
MLT,2014,"Lobsters, spiny-rock lobsters",6
MLT,2014,Marine fishes not identified,7
MLT,2014,Miscellaneous coastal fishes,203
MLT,2014,Miscellaneous demersal fishes,112
MLT,2014,Miscellaneous marine crustaceans,0
MLT,2014,Miscellaneous pelagic fishes,1136
MLT,2014,Sea-urchins and other echinoderms,0
MLT,2014,Shads,6
MLT,2014,"Sharks, rays, chimaeras",88
MLT,2014,"Shrimps, prawns",51
MLT,2014,"Squids, cuttlefishes, octopuses",87
MLT,2014,"Tunas, bonitos, billfishes",621
