Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2070,price,Total,atlantic,1279.8127683216978,1304.4524556113038,0.019252571860114802,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2071,price,Total,atlantic,1279.8127894476456,1304.4691811367554,0.019265623763418747,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2072,price,Total,atlantic,1279.81280587752,1304.4859015604711,0.019278675420061623,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2073,price,Total,atlantic,1279.8128186559077,1304.5026093344343,0.01929172010048818,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2074,price,Total,atlantic,1279.8128285977511,1304.5192984584994,0.019304752467451294,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2075,price,Total,atlantic,1279.812836337815,1304.5359641678601,0.01931776829242495,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2076,price,Total,atlantic,1279.8128423698029,1304.5526026835876,0.019330764229537344,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2077,price,Total,atlantic,1279.8128470772,1304.569211013513,0.019343737635429126,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2078,price,Total,atlantic,1279.8128507575345,1304.585786793282,0.019356686425741215,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2079,price,Total,atlantic,1279.8128536414113,1304.6023281594798,0.01936960896082256,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2080,price,Total,atlantic,1279.8128559074125,1304.6188336483553,0.019382503954732413,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2019,catches_fleet,affected_managed,atlantic,18632132.78612316,18632132.78612316,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2020,catches_fleet,affected_managed,atlantic,18952037.875536,18945125.96980305,-3.6470514560708433e-4,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2021,catches_fleet,affected_managed,atlantic,19185114.898861974,19243715.642361972,0.0030544900986479934,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2022,catches_fleet,affected_managed,atlantic,19352889.302832525,19513114.39657874,0.008279130378881682,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2023,catches_fleet,affected_managed,atlantic,19472325.82563212,19747879.832751364,0.014151057741470229,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2024,catches_fleet,affected_managed,atlantic,19556442.06247099,19947691.564639844,0.020006169880955216,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2025,catches_fleet,affected_managed,atlantic,19615031.800547145,20114896.706210643,0.02548376728349502,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2026,catches_fleet,affected_managed,atlantic,19655353.441305537,20253062.467402063,0.03040947739156126,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2027,catches_fleet,affected_managed,atlantic,19682722.60524665,20366135.632427193,0.034721468207775975,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2028,catches_fleet,affected_managed,atlantic,19700993.750110947,20457975.584634274,0.038423535590384354,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2029,catches_fleet,affected_managed,atlantic,19712937.600288726,20532116.446410157,0.04155539183106998,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2030,catches_fleet,affected_managed,atlantic,19720529.76666245,20591666.72443421,0.044174115405582054,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2031,catches_fleet,affected_managed,atlantic,19725167.670135465,20639288.29843346,0.046342857185543915,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2032,catches_fleet,affected_managed,atlantic,19727831.51534495,20677218.32953962,0.0481242357253611,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2033,catches_fleet,affected_managed,atlantic,19729202.578022152,20707311.823705766,0.04957672474675707,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2034,catches_fleet,affected_managed,atlantic,19729749.43548782,20731091.70795033,0.05075291380342617,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2035,catches_fleet,affected_managed,atlantic,19729790.399071105,20749799.04638117,0.05169890945005122,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2036,catches_fleet,affected_managed,atlantic,19729538.434882972,20764439.58426733,0.052454402458528455,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2037,catches_fleet,affected_managed,atlantic,19729133.290203106,20775824.940188803,0.05305309840982486,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2038,catches_fleet,affected_managed,atlantic,19728664.328680992,20784607.990741853,0.05352332243423892,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2039,catches_fleet,affected_managed,atlantic,19728186.65544339,20791312.653832827,0.05388868307853833,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2040,catches_fleet,affected_managed,atlantic,19727732.421761572,20796358.59819863,0.05416872824462384,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2041,catches_fleet,affected_managed,atlantic,19727318.685261123,20800081.52998117,0.054379556686613505,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2042,catches_fleet,affected_managed,atlantic,19726952.82273918,20802749.719967213,0.05453436761849836,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2043,catches_fleet,affected_managed,atlantic,19726636.214717574,20804577.39095274,0.054643942560817296,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2044,catches_fleet,affected_managed,atlantic,19726366.717972096,20805735.515166912,0.05471706029937261,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2045,catches_fleet,affected_managed,atlantic,19726140.294814944,20806360.49472922,0.05476084950071123,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2046,catches_fleet,affected_managed,atlantic,19725952.061169755,20806561.123333637,0.054781085283637336,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2047,catches_fleet,affected_managed,atlantic,19725796.938539606,20806424.159421276,0.05478243663607716,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2048,catches_fleet,affected_managed,atlantic,19725670.03974652,20806018.781831153,0.05476867147771252,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2049,catches_fleet,affected_managed,atlantic,19725566.87887088,20805400.14854022,0.054742825709410185,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2050,catches_fleet,affected_managed,atlantic,19725483.467778437,20804612.237049315,0.05470734195355132,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2051,catches_fleet,affected_managed,atlantic,19725416.341806326,20803690.11030852,0.054664182992015524,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2052,catches_fleet,affected_managed,atlantic,19725362.54326585,20802661.72376854,0.054614924219503154,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2053,catches_fleet,affected_managed,atlantic,19725319.581724852,20801549.366183203,0.05456082878654385,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2054,catches_fleet,affected_managed,atlantic,19725285.383337017,20800370.808256954,0.054502908527149514,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2055,catches_fleet,affected_managed,atlantic,19725258.236911025,20799140.21833051,0.05444197325690652,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2056,catches_fleet,affected_managed,atlantic,19725236.7413284,20797868.892349876,0.054378670587719405,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2057,catches_fleet,affected_managed,atlantic,19725219.75687398,20796565.83580259,0.054313518030908545,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2058,catches_fleet,affected_managed,atlantic,19725206.36171648,20795238.227665834,0.054246928844613684,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2059,catches_fleet,affected_managed,atlantic,19725195.813941777,20793891.79031336,0.05417923281736082,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2060,catches_fleet,affected_managed,atlantic,19725187.519038245,20792531.084465068,0.05411069296028999,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2061,catches_fleet,affected_managed,atlantic,19725181.002450943,20791159.744386446,0.054041518899271446,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2062,catches_fleet,affected_managed,atlantic,19725175.88668212,20789780.665455967,0.05397187760909341,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2063,catches_fleet,affected_managed,atlantic,19725171.87236671,20788396.15375717,0.053901902009784015,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2064,catches_fleet,affected_managed,atlantic,19725168.722757857,20787008.045391366,0.05383169784542398,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2065,catches_fleet,affected_managed,atlantic,19725166.25109448,20785617.801645093,0.05376134918466266,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2066,catches_fleet,affected_managed,atlantic,19725164.310376182,20784226.584901612,0.05369092281620809,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2067,catches_fleet,affected_managed,atlantic,19725162.785129197,20782835.3191946,0.05362047175918784,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2068,catches_fleet,affected_managed,atlantic,19725161.5848058,20781444.738511804,0.05355003806506979,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2069,catches_fleet,affected_managed,atlantic,19725160.63851446,20780055.425327074,0.0534796550529923,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2070,catches_fleet,affected_managed,atlantic,19725159.8908277,20778667.841336966,0.053409349092229746,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
