iso3,year,isscaap_group,variable,units,source,value
CAN,2013,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2013,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1560
CAN,2013,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),29084
CAN,2013,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2013,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1084
CAN,2013,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),39367
CAN,2013,Mussels,capture_production,tonnes,FAO (2019),0
CAN,2013,Oysters,capture_production,tonnes,FAO (2019),1982
CAN,2013,Red seaweeds,capture_production,tonnes,FAO (2019),1390
CAN,2013,River eels,capture_production,tonnes,FAO (2019),352
CAN,2013,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),30619
CAN,2013,"Scallops, pectens",capture_production,tonnes,FAO (2019),64684
CAN,2013,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),12667
CAN,2013,Shads,capture_production,tonnes,FAO (2019),1336
CAN,2013,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1717
CAN,2013,"Shrimps, prawns",capture_production,tonnes,FAO (2019),150642
CAN,2013,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),76
CAN,2013,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2013,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),7357
CAN,2014,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),3491
CAN,2014,Brown seaweeds,capture_production,tonnes,FAO (2019),13932
CAN,2014,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),28403
CAN,2014,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),87209
CAN,2014,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),105259
CAN,2014,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),47858
CAN,2014,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),137787
CAN,2014,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),92779
CAN,2014,Marine fishes not identified,capture_production,tonnes,FAO (2019),2289
CAN,2014,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2014,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1442
CAN,2014,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),27127
CAN,2014,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2014,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),596
CAN,2014,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),35869
CAN,2014,Mussels,capture_production,tonnes,FAO (2019),0
CAN,2014,Oysters,capture_production,tonnes,FAO (2019),1258
CAN,2014,Red seaweeds,capture_production,tonnes,FAO (2019),1186
CAN,2014,River eels,capture_production,tonnes,FAO (2019),311
CAN,2014,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),41560
CAN,2014,"Scallops, pectens",capture_production,tonnes,FAO (2019),69745
CAN,2014,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),13298
CAN,2014,Shads,capture_production,tonnes,FAO (2019),1580
CAN,2014,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1476
CAN,2014,"Shrimps, prawns",capture_production,tonnes,FAO (2019),131838
CAN,2014,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),64
CAN,2014,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2014,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),7132
CAN,2015,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),3607
CAN,2015,Brown seaweeds,capture_production,tonnes,FAO (2019),11573
CAN,2015,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),32721
CAN,2015,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),89852
CAN,2015,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),102972
CAN,2015,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),44327
CAN,2015,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),134329
CAN,2015,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),90875
CAN,2015,Marine fishes not identified,capture_production,tonnes,FAO (2019),2371
CAN,2015,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2015,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1722
CAN,2015,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),30503
CAN,2015,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2015,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),531
CAN,2015,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),41354
CAN,2015,Mussels,capture_production,tonnes,FAO (2019),0
CAN,2015,Oysters,capture_production,tonnes,FAO (2019),1370
CAN,2015,Red seaweeds,capture_production,tonnes,FAO (2019),0
CAN,2015,River eels,capture_production,tonnes,FAO (2019),241
CAN,2015,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),20254
CAN,2015,"Scallops, pectens",capture_production,tonnes,FAO (2019),61061
CAN,2015,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),14617
CAN,2015,Shads,capture_production,tonnes,FAO (2019),2220
CAN,2015,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1241
CAN,2015,"Shrimps, prawns",capture_production,tonnes,FAO (2019),140825
CAN,2015,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),79
CAN,2015,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2015,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),6762
CAN,2016,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),3592
CAN,2016,Brown seaweeds,capture_production,tonnes,FAO (2019),12372
CAN,2016,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),43933
CAN,2016,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),128251
CAN,2016,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),91963
CAN,2016,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),45331
CAN,2016,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),144219
CAN,2016,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),90624
CAN,2016,Marine fishes not identified,capture_production,tonnes,FAO (2019),1368
CAN,2016,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2016,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1264
CAN,2016,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),28871
CAN,2016,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2016,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1160
CAN,2016,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),45085
CAN,2016,Mussels,capture_production,tonnes,FAO (2019),0
CAN,2016,Oysters,capture_production,tonnes,FAO (2019),597
CAN,2016,Red seaweeds,capture_production,tonnes,FAO (2019),0
CAN,2016,River eels,capture_production,tonnes,FAO (2019),252
CAN,2016,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),24374
CAN,2016,"Scallops, pectens",capture_production,tonnes,FAO (2019),53764
CAN,2016,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),14219
CAN,2016,Shads,capture_production,tonnes,FAO (2019),1335
CAN,2016,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1292
CAN,2016,"Shrimps, prawns",capture_production,tonnes,FAO (2019),109610
CAN,2016,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),169
CAN,2016,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2016,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),5071
CAN,2017,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),2592
CAN,2017,Brown seaweeds,capture_production,tonnes,FAO (2019),12863.775
CAN,2017,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),46570
CAN,2017,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),146500
CAN,2017,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),102207
CAN,2017,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),42484
CAN,2017,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),125293
CAN,2017,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),97452
CAN,2017,Marine fishes not identified,capture_production,tonnes,FAO (2019),862
CAN,2017,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CAN,2017,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1270
CAN,2017,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),31383
CAN,2017,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),0
CAN,2017,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1531
CAN,2017,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),31575
CAN,2017,Mussels,capture_production,tonnes,FAO (2019),0
CAN,2017,Oysters,capture_production,tonnes,FAO (2019),1561
CAN,2017,Red seaweeds,capture_production,tonnes,FAO (2019),0
CAN,2017,River eels,capture_production,tonnes,FAO (2019),185
CAN,2017,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),12979
CAN,2017,"Scallops, pectens",capture_production,tonnes,FAO (2019),55944
CAN,2017,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),15313
CAN,2017,Shads,capture_production,tonnes,FAO (2019),1687
CAN,2017,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1166
CAN,2017,"Shrimps, prawns",capture_production,tonnes,FAO (2019),82850
CAN,2017,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),356
CAN,2017,"Sturgeons, paddlefishes",capture_production,tonnes,FAO (2019),0
CAN,2017,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),3916
CHL,2000,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),8172
CHL,2000,Brown seaweeds,capture_production,tonnes,FAO (2019),88267
CHL,2000,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),39807
CHL,2000,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),258709
CHL,2000,Corals,capture_production,tonnes,FAO (2019),0
CHL,2000,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),6758
CHL,2000,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),95
CHL,2000,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),2488328
CHL,2000,"King crabs, squat-lobsters",capture_production,tonnes,FAO (2019),24212
CHL,2000,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
CHL,2000,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),17
CHL,2000,Marine fishes not identified,capture_production,tonnes,FAO (2019),672
CHL,2000,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CHL,2000,Miscellaneous aquatic plants,capture_production,tonnes,FAO (2019),3
CHL,2000,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),8150
CHL,2000,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),38709
CHL,2000,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),707
CHL,2000,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),28
CHL,2000,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),1340339
CHL,2000,Mussels,capture_production,tonnes,FAO (2019),11016
CHL,2000,Oysters,capture_production,tonnes,FAO (2019),9
CHL,2000,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),0
CHL,2000,Red seaweeds,capture_production,tonnes,FAO (2019),159106
CHL,2000,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),0
CHL,2000,"Scallops, pectens",capture_production,tonnes,FAO (2019),351
CHL,2000,Sea-squirts and other tunicates,capture_production,tonnes,FAO (2019),2290
CHL,2000,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),55607
CHL,2000,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),5751
CHL,2000,"Shrimps, prawns",capture_production,tonnes,FAO (2019),5617
CHL,2000,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1746
CHL,2000,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),3128
CHL,2001,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),6257
CHL,2001,Brown seaweeds,capture_production,tonnes,FAO (2019),117735
CHL,2001,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),49698
CHL,2001,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),341485
CHL,2001,Corals,capture_production,tonnes,FAO (2019),0
CHL,2001,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),6770
CHL,2001,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),76
CHL,2001,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),1215608
CHL,2001,"King crabs, squat-lobsters",capture_production,tonnes,FAO (2019),13456
CHL,2001,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
CHL,2001,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),21
CHL,2001,Marine fishes not identified,capture_production,tonnes,FAO (2019),146
CHL,2001,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CHL,2001,Miscellaneous aquatic plants,capture_production,tonnes,FAO (2019),32
CHL,2001,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),7206
CHL,2001,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),37028
CHL,2001,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),690
CHL,2001,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),17
CHL,2001,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),2035641
CHL,2001,Mussels,capture_production,tonnes,FAO (2019),14808
CHL,2001,Oysters,capture_production,tonnes,FAO (2019),202
CHL,2001,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),0
CHL,2001,Red seaweeds,capture_production,tonnes,FAO (2019),116486
CHL,2001,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),0
CHL,2001,"Scallops, pectens",capture_production,tonnes,FAO (2019),413
CHL,2001,Sea-squirts and other tunicates,capture_production,tonnes,FAO (2019),1298
CHL,2001,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),46901
CHL,2001,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),5636
CHL,2001,"Shrimps, prawns",capture_production,tonnes,FAO (2019),5172
CHL,2001,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),5602
CHL,2001,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),3415
CHL,2002,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),6744
CHL,2002,Brown seaweeds,capture_production,tonnes,FAO (2019),134470
CHL,2002,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),28849
CHL,2002,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),302658
CHL,2002,Corals,capture_production,tonnes,FAO (2019),0
CHL,2002,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),7292
CHL,2002,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),12
CHL,2002,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),1911200
CHL,2002,"King crabs, squat-lobsters",capture_production,tonnes,FAO (2019),11718
CHL,2002,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
CHL,2002,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),9
CHL,2002,Marine fishes not identified,capture_production,tonnes,FAO (2019),174
CHL,2002,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CHL,2002,Miscellaneous aquatic plants,capture_production,tonnes,FAO (2019),8
CHL,2002,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),14136
CHL,2002,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),30910
CHL,2002,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),199
CHL,2002,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),2
CHL,2002,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),1870708
CHL,2002,Mussels,capture_production,tonnes,FAO (2019),5282
CHL,2002,Oysters,capture_production,tonnes,FAO (2019),7
CHL,2002,"Pearls, mother-of-pearl, shells",capture_production,tonnes,FAO (2019),0
CHL,2002,Red seaweeds,capture_production,tonnes,FAO (2019),109542
CHL,2002,"Salmons, trouts, smelts",capture_production,tonnes,FAO (2019),0
CHL,2002,"Scallops, pectens",capture_production,tonnes,FAO (2019),428
CHL,2002,Sea-squirts and other tunicates,capture_production,tonnes,FAO (2019),1217
CHL,2002,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),60272
CHL,2002,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),4391
CHL,2002,"Shrimps, prawns",capture_production,tonnes,FAO (2019),4594
CHL,2002,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),7015
CHL,2002,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),3600
CHL,2003,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),8298
CHL,2003,Brown seaweeds,capture_production,tonnes,FAO (2019),191436
CHL,2003,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),34829
CHL,2003,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),257496
CHL,2003,Corals,capture_production,tonnes,FAO (2019),0
CHL,2003,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),5100
CHL,2003,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),51
CHL,2003,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),1152203
CHL,2003,"King crabs, squat-lobsters",capture_production,tonnes,FAO (2019),9508
CHL,2003,"Krill, planktonic crustaceans",capture_production,tonnes,FAO (2019),0
CHL,2003,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),1
CHL,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),305
CHL,2003,Miscellaneous aquatic invertebrates,capture_production,tonnes,FAO (2019),0
CHL,2003,Miscellaneous aquatic plants,capture_production,tonnes,FAO (2019),6
CHL,2003,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),17382
CHL,2003,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),33129
