iso3,year,isscaap_group,variable,units,source,value
KHM,2013,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),0
KHM,2014,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),8210
KHM,2014,Marine fishes not identified,capture_production,tonnes,FAO (2019),79426
KHM,2014,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),12178
KHM,2014,"Shrimps, prawns",capture_production,tonnes,FAO (2019),10966
KHM,2014,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),9470
KHM,2014,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),0
KHM,2015,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),5983
KHM,2015,Marine fishes not identified,capture_production,tonnes,FAO (2019),88034
KHM,2015,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),9405
KHM,2015,"Shrimps, prawns",capture_production,tonnes,FAO (2019),11257
KHM,2015,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),5609
KHM,2015,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),0
KHM,2016,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),6100
KHM,2016,Marine fishes not identified,capture_production,tonnes,FAO (2019),88200
KHM,2016,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),9400
KHM,2016,"Shrimps, prawns",capture_production,tonnes,FAO (2019),11300
KHM,2016,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),5600
KHM,2016,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),0
KHM,2017,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),6100
KHM,2017,Marine fishes not identified,capture_production,tonnes,FAO (2019),88525
KHM,2017,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),9450
KHM,2017,"Shrimps, prawns",capture_production,tonnes,FAO (2019),11350
KHM,2017,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),5600
KHM,2017,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),0
KIR,2000,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),2725
KIR,2000,Marine fishes not identified,capture_production,tonnes,FAO (2019),2396
KIR,2000,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),6834
KIR,2000,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),2175
KIR,2000,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),131
KIR,2000,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1947
KIR,2000,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),2364
KIR,2000,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),192
KIR,2000,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1581
KIR,2000,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),373
KIR,2000,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),14728
KIR,2001,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),2079
KIR,2001,Marine fishes not identified,capture_production,tonnes,FAO (2019),3198
KIR,2001,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),12157
KIR,2001,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),58
KIR,2001,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),418
KIR,2001,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),3260
KIR,2001,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),5184
KIR,2001,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),180
KIR,2001,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1273
KIR,2001,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),69
KIR,2001,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),5404
KIR,2002,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),3619
KIR,2002,Marine fishes not identified,capture_production,tonnes,FAO (2019),3130
KIR,2002,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),7293
KIR,2002,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),57
KIR,2002,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),174
KIR,2002,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),2337
KIR,2002,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),6679
KIR,2002,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),780
KIR,2002,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),2769
KIR,2002,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),23
KIR,2002,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),9833
KIR,2003,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),375
KIR,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),2863
KIR,2003,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),11624
KIR,2003,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),376
KIR,2003,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),135
KIR,2003,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),5378
KIR,2003,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),4495
KIR,2003,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),162
KIR,2003,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1334
KIR,2003,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),70
KIR,2003,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),6900
KIR,2004,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),310
KIR,2004,Marine fishes not identified,capture_production,tonnes,FAO (2019),2600
KIR,2004,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),10740
KIR,2004,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),290
KIR,2004,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),150
KIR,2004,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),4800
KIR,2004,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),3950
KIR,2004,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),320
KIR,2004,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),1150
KIR,2004,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),89
KIR,2004,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),6662
KIR,2005,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),245
KIR,2005,Marine fishes not identified,capture_production,tonnes,FAO (2019),1750
KIR,2005,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),9860
KIR,2005,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),200
KIR,2005,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),175
KIR,2005,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),4300
KIR,2005,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),3430
KIR,2005,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),480
KIR,2005,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),850
KIR,2005,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),105
KIR,2005,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),9167
KIR,2006,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),175
KIR,2006,Marine fishes not identified,capture_production,tonnes,FAO (2019),1500
KIR,2006,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),8970
KIR,2006,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),110
KIR,2006,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),200
KIR,2006,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),3800
KIR,2006,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),2860
KIR,2006,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),600
KIR,2006,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),600
KIR,2006,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),122
KIR,2006,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),6724
KIR,2007,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),108
KIR,2007,Marine fishes not identified,capture_production,tonnes,FAO (2019),527
KIR,2007,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),8283
KIR,2007,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),45
KIR,2007,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),232
KIR,2007,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),3375
KIR,2007,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),2220
KIR,2007,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),806
KIR,2007,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),408
KIR,2007,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),144
KIR,2007,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),18022
KIR,2008,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),13
KIR,2008,Marine fishes not identified,capture_production,tonnes,FAO (2019),530
KIR,2008,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),4195
KIR,2008,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),3
KIR,2008,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),2700
KIR,2008,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),730
KIR,2008,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),537
KIR,2008,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),209
KIR,2008,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),5
KIR,2008,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),18377
KIR,2009,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),1
KIR,2009,Marine fishes not identified,capture_production,tonnes,FAO (2019),500
KIR,2009,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2174
KIR,2009,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),2
KIR,2009,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),2100
KIR,2009,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),129
KIR,2009,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),163
KIR,2009,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),344
KIR,2009,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2009,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),34012
KIR,2010,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KIR,2010,Marine fishes not identified,capture_production,tonnes,FAO (2019),40
KIR,2010,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),2024
KIR,2010,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),1
KIR,2010,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),203
KIR,2010,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),1404
KIR,2010,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),137
KIR,2010,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),98
KIR,2010,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),250
KIR,2010,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),2
KIR,2010,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),38957
KIR,2011,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KIR,2011,Marine fishes not identified,capture_production,tonnes,FAO (2019),23
KIR,2011,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1871
KIR,2011,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),5
KIR,2011,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),153
KIR,2011,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),802
KIR,2011,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),282
KIR,2011,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),98
KIR,2011,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),68
KIR,2011,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2011,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),59624
KIR,2012,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KIR,2012,Marine fishes not identified,capture_production,tonnes,FAO (2019),854
KIR,2012,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1709
KIR,2012,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),11
KIR,2012,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),102
KIR,2012,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),5
KIR,2012,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),502
KIR,2012,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),66
KIR,2012,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),328
KIR,2012,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2012,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),74201
KIR,2013,Marine fishes not identified,capture_production,tonnes,FAO (2019),1583
KIR,2013,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1260
KIR,2013,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),11
KIR,2013,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),47
KIR,2013,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),24
KIR,2013,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),550
KIR,2013,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),22
KIR,2013,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),170
KIR,2013,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2013,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),77863
KIR,2014,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),17
KIR,2014,Marine fishes not identified,capture_production,tonnes,FAO (2019),401
KIR,2014,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1588
KIR,2014,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),2
KIR,2014,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),1
KIR,2014,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),0
KIR,2014,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),708
KIR,2014,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),0
KIR,2014,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),13
KIR,2014,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2014,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),114238
KIR,2015,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),18
KIR,2015,Marine fishes not identified,capture_production,tonnes,FAO (2019),430
KIR,2015,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1624
KIR,2015,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),2
KIR,2015,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),20
KIR,2015,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),20
KIR,2015,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),725
KIR,2015,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),0
KIR,2015,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),60
KIR,2015,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2015,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),143136
KIR,2016,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),20
KIR,2016,Marine fishes not identified,capture_production,tonnes,FAO (2019),460
KIR,2016,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1680
KIR,2016,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),2
KIR,2016,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),25
KIR,2016,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),26
KIR,2016,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),760
KIR,2016,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),0
KIR,2016,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),106
KIR,2016,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2016,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),169742
KIR,2017,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),18
KIR,2017,Marine fishes not identified,capture_production,tonnes,FAO (2019),430
KIR,2017,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),1624
KIR,2017,Miscellaneous diadromous fishes,capture_production,tonnes,FAO (2019),2
KIR,2017,Miscellaneous marine crustaceans,capture_production,tonnes,FAO (2019),20
KIR,2017,Miscellaneous marine molluscs,capture_production,tonnes,FAO (2019),20
KIR,2017,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),725
KIR,2017,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),0
KIR,2017,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),207
KIR,2017,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),1
KIR,2017,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),158089
KNA,2000,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),574
KNA,2000,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2000,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2000,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2000,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),26
KNA,2000,Marine fishes not identified,capture_production,tonnes,FAO (2019),174
KNA,2000,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),32
KNA,2000,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2000,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),140
KNA,2000,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2000,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),24
KNA,2001,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),555
KNA,2001,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2001,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2001,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2001,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),33
KNA,2001,Marine fishes not identified,capture_production,tonnes,FAO (2019),268
KNA,2001,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),24
KNA,2001,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2001,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),136
KNA,2001,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2001,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),23
KNA,2002,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),630
KNA,2002,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2002,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2002,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2002,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),10
KNA,2002,Marine fishes not identified,capture_production,tonnes,FAO (2019),83
KNA,2002,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),56
KNA,2002,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2002,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),157
KNA,2002,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2002,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),13
KNA,2003,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),541
KNA,2003,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2003,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2003,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2003,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),25
KNA,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),40
KNA,2003,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),158
KNA,2003,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2003,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),80
KNA,2003,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2003,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),29
KNA,2004,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),728
KNA,2004,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2004,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2004,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2004,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),40
KNA,2004,Marine fishes not identified,capture_production,tonnes,FAO (2019),0
KNA,2004,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),318
KNA,2004,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2004,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),8
KNA,2004,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2004,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),17
KNA,2005,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),1146
KNA,2005,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2005,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2005,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2005,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),39
KNA,2005,Marine fishes not identified,capture_production,tonnes,FAO (2019),10
KNA,2005,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),276
KNA,2005,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2005,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),36
KNA,2005,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2005,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),9
KNA,2006,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),823
KNA,2006,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2006,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2006,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2006,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),38
KNA,2006,Marine fishes not identified,capture_production,tonnes,FAO (2019),10
KNA,2006,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),248
KNA,2006,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2006,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),51
KNA,2006,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2006,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),9
KNA,2007,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),933
KNA,2007,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2007,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2007,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2007,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),37
KNA,2007,Marine fishes not identified,capture_production,tonnes,FAO (2019),5
KNA,2007,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),224
KNA,2007,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2007,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),67
KNA,2007,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2007,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),9
KNA,2008,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),1014
KNA,2008,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2008,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2008,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),0
KNA,2008,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),35
KNA,2008,Marine fishes not identified,capture_production,tonnes,FAO (2019),5
KNA,2008,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),198
KNA,2008,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2008,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),82
KNA,2008,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2008,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),8
KNA,2009,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),670
KNA,2009,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),0
KNA,2009,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2009,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),412
KNA,2009,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),34
KNA,2009,Marine fishes not identified,capture_production,tonnes,FAO (2019),44
KNA,2009,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),176
KNA,2009,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),0
KNA,2009,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),694
KNA,2009,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2009,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),34
KNA,2010,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),750
KNA,2010,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),3
KNA,2010,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),0
KNA,2010,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),10357
KNA,2010,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),33
KNA,2010,Marine fishes not identified,capture_production,tonnes,FAO (2019),565
KNA,2010,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),163
KNA,2010,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),59
KNA,2010,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),9044
KNA,2010,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),0
KNA,2010,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),780
