Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,costs_fleet,affected_managed,pacific,234737594.77373075,232732475.31758243,-0.008541961325287966,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,costs_fleet,affected_managed,pacific,234737594.77373075,232514202.88119859,-0.009471818498759652,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,costs_fleet,affected_managed,pacific,234737594.77373075,232296629.35756326,-0.010398698250786813,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,costs_fleet,affected_managed,pacific,234737594.77373075,232079757.7020793,-0.011322587991128613,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,costs_fleet,affected_managed,pacific,234737594.77373075,231863587.59464523,-0.012243489083441653,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,costs_fleet,affected_managed,pacific,234737594.77373075,231648116.7597521,-0.013161411221567141,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,costs_fleet,affected_managed,pacific,234737594.77373075,231433341.8299727,-0.014076368751000835,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,costs_fleet,affected_managed,pacific,234737594.77373075,231219258.88938436,-0.014988378353871287,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,costs_fleet,affected_managed,pacific,234737594.77373075,231005863.80439216,-0.015897457639606906,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,costs_fleet,affected_managed,pacific,234737594.77373075,230793152.41750824,-0.016803624319422093,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,costs_fleet,affected_managed,pacific,234737594.77373075,230581120.65465483,-0.01770689574919795,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,costs_fleet,affected_managed,pacific,234737594.77373075,230369764.57899547,-0.018607288700157067,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,costs_fleet,affected_managed,pacific,234737594.77373075,230159080.41250053,-0.01950481926699285,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,costs_fleet,affected_managed,pacific,234737594.77373075,229949064.53870985,-0.0203995028561006,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,costs_fleet,affected_managed,pacific,234737594.77373075,229739713.4951267,-0.02129135421797961,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,costs_fleet,affected_managed,pacific,234737594.77373075,229531023.9604459,-0.02218038750164235,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,costs_fleet,affected_managed,pacific,234737594.77373075,229322992.73974976,-0.023066616317681286,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,costs_fleet,affected_managed,pacific,234737594.77373075,229115616.74949637,-0.023950053802219217,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,costs_fleet,affected_managed,pacific,234737594.77373075,228908893.00330457,-0.024830712677466983,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2047,costs_fleet,affected_managed,pacific,234737594.77373075,228702818.599033,-0.02570860530676743,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2048,costs_fleet,affected_managed,pacific,234737594.77373075,228497390.7073447,-0.026583743743311027,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2049,costs_fleet,affected_managed,pacific,234737594.77373075,228292606.56177285,-0.02745613977245691,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2050,costs_fleet,affected_managed,pacific,234737594.77373075,228088463.45020303,-0.028325804948018583,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2051,costs_fleet,affected_managed,pacific,234737594.77373075,227884958.70764187,-0.02919275062307044,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,costs_fleet,affected_managed,pacific,234737594.77373075,227682089.71012205,-0.030056987975912754,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,costs_fleet,affected_managed,pacific,234737594.77373075,227479853.86959276,-0.030918528031838748,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,costs_fleet,affected_managed,pacific,234737594.77373075,227278248.62965438,-0.031777381681305124,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2055,costs_fleet,affected_managed,pacific,234737594.77373075,227077271.4620086,-0.032633559695054944,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2056,costs_fleet,affected_managed,pacific,234737594.77373075,226876919.86351016,-0.03348707273667726,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2057,costs_fleet,affected_managed,pacific,234737594.77373075,226677191.35372198,-0.0343379313730227,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2058,costs_fleet,affected_managed,pacific,234737594.77373075,226478083.4728894,-0.03518614608283306,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2059,costs_fleet,affected_managed,pacific,234737594.77373075,226279593.78026253,-0.03603172726388842,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2060,costs_fleet,affected_managed,pacific,234737594.77373075,226081719.85270578,-0.03687468523893067,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2061,costs_fleet,affected_managed,pacific,234737594.77373075,225884459.28354532,-0.03771503026057326,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2062,costs_fleet,affected_managed,pacific,234737594.77373075,225687809.68161193,-0.03855277251537887,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2063,costs_fleet,affected_managed,pacific,234737594.77373075,225491768.67044508,-0.03938792212724999,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2064,costs_fleet,affected_managed,pacific,234737594.77373075,225296333.88762957,-0.04022048916025508,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2065,costs_fleet,affected_managed,pacific,234737594.77373075,225101502.9842404,-0.04105048362099307,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2066,costs_fleet,affected_managed,pacific,234737594.77373075,224907273.6243775,-0.04187791546057609,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2067,costs_fleet,affected_managed,pacific,234737594.77373075,224713643.48477298,-0.042702794576301696,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2068,costs_fleet,affected_managed,pacific,234737594.77373075,224520610.2544591,-0.04352513081306827,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2069,costs_fleet,affected_managed,pacific,234737594.77373075,224328171.63448507,-0.044344933964581106,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2070,costs_fleet,affected_managed,pacific,234737594.77373075,224136325.33767414,-0.04516221377438682,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2071,costs_fleet,affected_managed,pacific,234737594.77373075,223945069.0884141,-0.045976979936766534,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2072,costs_fleet,affected_managed,pacific,234737594.77373075,223754400.62247476,-0.04678924209751302,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2073,costs_fleet,affected_managed,pacific,234737594.77373075,223564317.6868478,-0.04759900985461294,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2074,costs_fleet,affected_managed,pacific,234737594.77373075,223374818.03960472,-0.04840629275885223,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2075,costs_fleet,affected_managed,pacific,234737594.77373075,223185899.44977006,-0.04921110031435591,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2076,costs_fleet,affected_managed,pacific,234737594.77373075,222997559.6972068,-0.05001344197907652,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2077,costs_fleet,affected_managed,pacific,234737594.77373075,222809796.57251203,-0.05081332716523835,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2078,costs_fleet,affected_managed,pacific,234737594.77373075,222622607.87692094,-0.051610765239746725,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2079,costs_fleet,affected_managed,pacific,234737594.77373075,222435991.42221802,-0.05240576552456603,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2080,costs_fleet,affected_managed,pacific,234737594.77373075,222249945.03065342,-0.05319833729707628,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2019,costs_fleet,affected_oa,pacific,2788558297.3474064,2788558297.3474064,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2020,costs_fleet,affected_oa,pacific,2794716014.389838,2525406746.2965307,-0.09636373309726247,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2021,costs_fleet,affected_oa,pacific,2801360705.964992,2342093018.566049,-0.16394450254871332,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2022,costs_fleet,affected_oa,pacific,2806952635.750826,2207630615.6406803,-0.21351340684444223,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2023,costs_fleet,affected_oa,pacific,2811286728.4412885,2106000267.579288,-0.25087674399297044,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2024,costs_fleet,affected_oa,pacific,2814538102.7391276,2027711477.3732803,-0.27955799376107304,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2025,costs_fleet,affected_oa,pacific,2816947187.7878337,1966609631.1197658,-0.30186492680959465,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2026,costs_fleet,affected_oa,pacific,2818726806.0853577,1918462821.5290248,-0.31938674674422163,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2027,costs_fleet,affected_oa,pacific,2820043529.536912,1880245893.2654326,-0.33325642899767804,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,costs_fleet,affected_oa,pacific,2821021567.3028026,1849736632.960943,-0.34430255535781373,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,costs_fleet,affected_oa,pacific,2821751683.7971587,1825269297.613386,-0.35314318829176067,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,costs_fleet,affected_oa,pacific,2822299714.2027483,1805575462.749051,-0.36024673295228127,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,costs_fleet,affected_oa,pacific,2822713364.678833,1789676980.6249888,-0.36597282493519584,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,costs_fleet,affected_oa,pacific,2823027288.932618,1776811733.456713,-0.3706005817150558,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,costs_fleet,affected_oa,pacific,2823266768.302721,1766380855.5932398,-0.3743485824914998,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,costs_fleet,affected_oa,pacific,2823450345.6464243,1757910445.141963,-0.3773892826369177,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,costs_fleet,affected_oa,pacific,2823591701.9417963,1751023300.1798816,-0.379859595501823,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,costs_fleet,affected_oa,pacific,2823700993.2458467,1745417738.424751,-0.38186878051192247,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,costs_fleet,affected_oa,pacific,2823785805.578074,1740851515.6502876,-0.3835044031273797,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,costs_fleet,affected_oa,pacific,2823851839.7011056,1737129475.345486,-0.3848368916092444,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,costs_fleet,affected_oa,pacific,2823903404.698301,1734093969.6851013,-0.38592305714140823,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,costs_fleet,affected_oa,pacific,2823943775.77746,1731617366.4169416,-0.3868088376015171,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,costs_fleet,affected_oa,pacific,2823975455.2459283,1729596144.5488558,-0.38753145274832695,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,costs_fleet,affected_oa,pacific,2824000364.0776405,1727946213.0016847,-0.38812110827540314,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,costs_fleet,affected_oa,pacific,2824019983.4437423,1726599179.3806803,-0.3886023507258669,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,costs_fleet,affected_oa,pacific,2824035459.9513407,1725499362.8637178,-0.3889951499074134,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,costs_fleet,affected_oa,pacific,2824047684.3915133,1724601393.9400604,-0.389315767055947,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,costs_fleet,affected_oa,pacific,2824057351.0246124,1723868279.740378,-0.38957745347666844,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2047,costs_fleet,affected_oa,pacific,2824065002.4726024,1723269840.6343195,-0.3897910143266832,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2048,costs_fleet,affected_oa,pacific,2824071063.898576,1722781444.1548102,-0.38996526462172537,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2049,costs_fleet,affected_oa,pacific,2824075869.1621895,1722382977.8956792,-0.3901073987765585,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2050,costs_fleet,affected_oa,pacific,2824079680.9284263,1722058015.063367,-0.39022329054921207,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2051,costs_fleet,affected_oa,pacific,2824082706.193474,1721793135.733452,-0.39031773681507237,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,costs_fleet,affected_oa,pacific,2824085108.3183565,1721577374.2132561,-0.39039465590383887,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,costs_fleet,affected_oa,pacific,2824087016.3880444,1721401768.715931,-0.390457249112114,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,costs_fleet,affected_oa,pacific,2824088532.5128293,1721258994.160398,-0.3905081323251403,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2055,costs_fleet,affected_oa,pacific,2824089737.5398893,1721143062.5893264,-0.39054944334430314,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2056,costs_fleet,affected_oa,pacific,2824090695.5318947,1721049078.6441493,-0.3905829294480206,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2057,costs_fleet,affected_oa,pacific,2824091457.2861757,1720973039.905495,-0.3906100188556669,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2058,costs_fleet,affected_oa,pacific,2824092063.105039,1720911673.8181307,-0.3906318790733688,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2059,costs_fleet,affected_oa,pacific,2824092544.980053,1720862304.4640858,-0.3906494645428695,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2060,costs_fleet,affected_oa,pacific,2824092928.316618,1720822743.6988125,-0.3906635555634642,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2061,costs_fleet,affected_oa,pacific,2824093233.2972164,1720791202.1804874,-0.3906747900913277,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2062,costs_fleet,affected_oa,pacific,2824093475.9601293,1720766216.6474888,-0.39068368972366735,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2063,costs_fleet,affected_oa,pacific,2824093669.0537667,1720746590.4701853,-0.3906906809338466,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2064,costs_fleet,affected_oa,pacific,2824093822.7137837,1720731345.0496552,-0.3906961124272648,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2065,costs_fleet,affected_oa,pacific,2824093945.000112,1720719680.0812583,-0.3907002693279065,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2066,costs_fleet,affected_oa,pacific,2824094042.3230968,1720710941.0641725,-0.39070338477513394,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2067,costs_fleet,affected_oa,pacific,2824094119.781826,1720704592.7342703,-0.3907056494040636,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2068,costs_fleet,affected_oa,pacific,2824094181.4328237,1720700197.3395782,-0.39070721909615314,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2069,costs_fleet,affected_oa,pacific,2824094230.5035415,1720697396.8750436,-0.39070822131588717,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2070,costs_fleet,affected_oa,pacific,2824094269.56203,1720695898.5546346,-0.39070876029167184,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2071,costs_fleet,affected_oa,pacific,2824094300.6518,1720695462.9305727,-0.39070892125187295,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2072,costs_fleet,affected_oa,pacific,2824094325.3990717,1720695894.1771946,-0.39070877388840625,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2073,costs_fleet,affected_oa,pacific,2824094345.0980487,1720697032.1449378,-0.3907083751887908,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2074,costs_fleet,affected_oa,pacific,2824094360.778755,1720698745.861884,-0.3907077717518636,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2075,costs_fleet,affected_oa,pacific,2824094373.260989,1720700928.2191064,-0.3907070016813183,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2076,costs_fleet,affected_oa,pacific,2824094383.1972485,1720703491.6241283,-0.390706096134059,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2077,costs_fleet,affected_oa,pacific,2824094391.1068945,1720706364.4461248,-0.39070508058631154,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
