Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,profits_fleet,unaffected_oa,indian,-410585.47418073536,-410585.47418073536,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,profits_fleet,unaffected_oa,indian,-152237.26599518018,555417.2129945997,4.648365657145894,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,profits_fleet,unaffected_oa,indian,-82491.80661992673,190926.89683434958,3.3144952772585934,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,profits_fleet,unaffected_oa,indian,-41347.67397406484,112876.9611468067,3.729947063469841,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,profits_fleet,unaffected_oa,indian,-21451.60499467235,56657.50163863048,3.6411777418380464,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,profits_fleet,unaffected_oa,indian,-11226.605744783934,29332.530229515083,3.612769246229517,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,profits_fleet,unaffected_oa,indian,-5969.394376589655,14973.437536822317,3.508367950280531,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,profits_fleet,unaffected_oa,indian,-3225.9960227603,7626.070732717422,3.363943005172161,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,profits_fleet,unaffected_oa,indian,-1775.567564259743,3864.860505416989,3.176690193723098,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,profits_fleet,unaffected_oa,indian,-996.6136244399106,1951.6294018844287,2.958260808426365,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,profits_fleet,unaffected_oa,indian,-570.8192494087585,984.0445651238117,2.7239162241691437,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,profits_fleet,unaffected_oa,indian,-333.4170057929543,498.61020347397374,2.495455225171092,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,profits_fleet,unaffected_oa,indian,-198.17378510690952,257.6788571141393,2.3002671214819275,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,profits_fleet,unaffected_oa,indian,-119.36729227386314,139.907026039762,2.1720717072041373,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,profits_fleet,unaffected_oa,indian,-72.38639465408085,83.60874037111495,2.1550339089363866,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,profits_fleet,unaffected_oa,indian,-43.751912692579026,57.60672704476133,2.316667626614008,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,profits_fleet,unaffected_oa,indian,-25.93634771858467,46.26432345834928,2.783764004104503,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,profits_fleet,unaffected_oa,indian,-14.645775352606847,41.82198320626776,3.8555663458830627,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,profits_fleet,unaffected_oa,indian,-7.3755181151780675,40.4867561433428,6.489344004189369,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,profits_fleet,unaffected_oa,indian,-2.631226078942518,40.4453465176353,16.371292813383093,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,profits_fleet,unaffected_oa,indian,0.49842039663371906,40.86018044854427,80.97935061347769,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,profits_fleet,unaffected_oa,indian,2.5806604037089755,41.36597304250438,15.029219878389421,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,profits_fleet,unaffected_oa,indian,3.9751049632155855,41.81990225841696,9.52045232651858,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,profits_fleet,unaffected_oa,indian,4.9133961007792095,42.179464823922785,7.584584665835021,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,profits_fleet,unaffected_oa,indian,5.546760371219477,42.44405235106518,6.65204362735679,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,profits_fleet,unaffected_oa,indian,5.975019461457748,42.62793753547976,6.134359613463026,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,profits_fleet,unaffected_oa,indian,6.26465068049697,42.74846911255122,5.823759422953175,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,profits_fleet,unaffected_oa,indian,6.460236980336617,42.821436291638065,5.628462148056806,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,profits_fleet,unaffected_oa,indian,6.591842421947547,42.85967057286081,5.501925839452637,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,profits_fleet,unaffected_oa,indian,6.679826588626213,42.87300323599726,5.418280874086974,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,profits_fleet,unaffected_oa,indian,6.738022107491645,42.86870793627986,5.362209451437752,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,profits_fleet,unaffected_oa,indian,6.775850463413235,42.85204668117245,5.324231461800348,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,profits_fleet,unaffected_oa,indian,6.799740965187198,42.826769544191336,5.298294267892352,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,profits_fleet,unaffected_oa,indian,6.814087148349188,42.79552134058781,5.280448196345075,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,profits_fleet,unaffected_oa,indian,6.821894777672696,42.76015348332754,5.2680757878700755,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,profits_fleet,unaffected_oa,indian,6.825221798316022,42.72195533848691,5.259423737559362,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,profits_fleet,unaffected_oa,indian,6.8254782053020335,42.68182135137664,5.253308569386594,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,profits_fleet,unaffected_oa,indian,6.823630317425909,42.64037003603994,5.248927338157037,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,profits_fleet,unaffected_oa,indian,6.820340769480367,42.598028626146856,5.245733177550942,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,profits_fleet,unaffected_oa,indian,6.816064033285727,42.55509127712611,5.243352625402516,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,profits_fleet,unaffected_oa,indian,6.811111839274588,42.51176075090842,5.241530274950837,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,profits_fleet,unaffected_oa,indian,6.805698094696254,42.46817634729109,5.240091134866377,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,profits_fleet,unaffected_oa,indian,6.799969519481522,42.42443379639002,5.238915288494523,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,profits_fleet,unaffected_oa,indian,6.794026820159274,42.38059890769205,5.237920460063552,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,profits_fleet,unaffected_oa,indian,6.787939158449717,42.33671686064713,5.237050137366924,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,profits_fleet,unaffected_oa,indian,6.781753866524298,42.29281867902813,5.2362656491842765,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,profits_fleet,unaffected_oa,indian,6.775503562104063,42.24892558938694,5.2355403110830885,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,profits_fleet,unaffected_oa,indian,6.769210596317748,42.20505211295324,5.234855824386901,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,profits_fleet,unaffected_oa,indian,6.762890249903819,42.16120833799812,5.234199695699295,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,profits_fleet,unaffected_oa,indian,6.7565530726261045,42.11740100757709,5.233563261452647,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,profits_fleet,unaffected_oa,indian,6.750206239235013,42.07363478609733,5.23294063839825,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,profits_fleet,unaffected_oa,indian,6.743854793682601,42.02991292239966,5.232327683237154,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,profits_fleet,unaffected_oa,indian,6.737502021631315,41.98623749561449,5.231721691632026,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,profits_fleet,unaffected_oa,indian,6.731150359408559,41.94260998884516,5.231120647931938,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,profits_fleet,unaffected_oa,indian,6.724801297140971,41.89903141582266,5.2305233365982,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,profits_fleet,unaffected_oa,indian,6.718456034396468,41.85550238050547,5.229928746458699,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,profits_fleet,unaffected_oa,indian,6.712115249213753,41.812023285692135,5.229336316981437,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,profits_fleet,unaffected_oa,indian,6.705779485527387,41.768594489481586,5.228745603643516,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,profits_fleet,unaffected_oa,indian,6.69944905630922,41.725216081755036,5.22815633510344,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,profits_fleet,unaffected_oa,indian,6.693124244731507,41.68188818964762,5.227568272389015,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,profits_fleet,unaffected_oa,indian,6.686805207309476,41.63861081363575,5.22698127472291,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,profits_fleet,unaffected_oa,indian,6.680492018603445,41.595383991448784,5.226395282804976,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,profits_total,Total,indian,-111696275.9007142,-344029864.7363831,-2.0800477631160064,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,profits_total,Total,indian,-60355830.404921785,-24913507.706919037,0.5872228492297004,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,profits_total,Total,indian,-42372441.08714783,-46424560.67054278,-0.09563101580720612,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,profits_total,Total,indian,-28775431.01693146,-30327744.17938717,-0.053945783176708305,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,profits_total,Total,indian,-19943175.93325464,-23471578.562603135,-0.176922805131804,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,profits_total,Total,indian,-13979395.908112759,-18362074.887815926,-0.31350989760292414,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,profits_total,Total,indian,-9945591.848438688,-14964269.999941347,-0.5046133229658443,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,profits_total,Total,indian,-7202326.919119836,-12644537.794850789,-0.7556184184424694,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,profits_total,Total,indian,-5331183.10246861,-11061834.175810937,-1.0749304541216644,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,profits_total,Total,indian,-4052109.849142211,-9978204.600173723,-1.4624713967924645,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,profits_total,Total,indian,-3176419.2920005172,-9234550.6119602,-1.9072202889638843,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,profits_total,Total,indian,-2576203.658500425,-8722917.464429066,-2.3859580300055017,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,profits_total,Total,indian,-2164417.68749348,-8369901.291946281,-2.8670453213857754,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,profits_total,Total,indian,-1881663.1041406188,-8125442.029175408,-3.3182236029899776,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,profits_total,Total,indian,-1687332.3123006057,-7955338.160463642,-3.7147429717723344,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
