uaid,spid,SciName,CommName,SpeciesCat,VonBertK,Temp,area,MaxLength,AgeMat,pcat,mind
8081,2996,Conger myriaster,Whitespotted conger,34,NaN,NaN,810,100,NaN,1,320
508,2997,Belonidae,"Needlefishes, etc. nei",37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3657,2998,Tylosurus spp,Needlefishes nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12666,3000,Scomberesox saurus,Atlantic saury,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7265,3001,Cololabis saira,Pacific saury,37,0.518333346,NaN,5635,40,1,2,0
8178,3002,Hyporhamphus sajori,Japanese halfbeak,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1331,3003,Hemiramphus brasiliensis,Ballyhoo halfbeak,37,0.587000012,NaN,NaN,55,NaN,2,0
7287,3004,Cypselurus agoo,Japanese flyingfish,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10657,3006,Muraenolepis spp,Moray cods nei,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
435,3008,Salilota australis,Tadpole codling,32,NaN,NaN,414,50,NaN,2,30
6085,3009,Bregmaceros mcclellandi,Unicorn cod,32,NaN,NaN,NaN,9.600000381,NaN,3,0
1847,3011,Gadus macrocephalus,Pacific cod,32,0.321750008,7.5,3904,119,5.800000191,1,0
3842,3012,Lota lota,Burbot,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13304,3014,Eleginus gracilis,Saffron cod,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1879,3015,Microgadus tomcod,Atlantic tomcod,32,NaN,NaN,400,38.09999847,NaN,1,0
1009,3016,Pollachius virens,Saithe(=Pollock),32,0.145181818,NaN,4884,130,3.449999988,1,37
1948,3017,Theragra chalcogramma,Alaska pollock(=Walleye poll.),32,0.262941176,NaN,3774,91,4.05,1,0
3367,3019,Trisopterus esmarkii,Norway pout,32,0.596166665,NaN,1767,35,2.299999952,1,50
4710,3020,Trisopterus minutus,Poor cod,32,0.426454545,NaN,1862,40,NaN,2,1
3303,3021,Micromesistius poutassou,Blue whiting(=Poutassou),32,0.33005,NaN,7049,50,1.824999988,1,150
991,3022,Merlangius merlangus,Whiting,32,0.34527551,NaN,2553,70,1.5,2,10
2633,3024,"Merluccius capensis,M.paradox.",Cape hakes,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8773,3025,Merluccius senegalensis,Senegalese hake,32,0.171000004,NaN,231,81,NaN,3,15
1876,3026,Merluccius bilinearis,Silver hake,32,0.421375003,NaN,1178,76,1.650000036,1,55
373,3027,Merluccius hubbsi,Argentine hake,32,0.252499998,5.149999976,1044,95,NaN,2,50
1877,3028,Merluccius productus,North Pacific hake,32,0.252499998,NaN,1908,91,3.5,1,0
616,3033,Macruronus novaezelandiae,Blue grenadier,32,0.180200002,NaN,3040,120,3.5,2,0
4426,3034,Macrourus berglax,Roughhead grenadier,32,0.067,NaN,7020,110,14.80000019,2,100
4038,3035,Coryphaenoides rupestris,Roundnose grenadier,32,0.091625001,NaN,4094,110,10,1,180
10744,3038,Trachipterus spp,Dealfishes,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12186,3040,Beryx splendens,Splendid alfonsino,34,0.145235294,NaN,31680,70,6.133333365,3,25
10743,3041,Trachichthyidae,Slimeheads nei,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,3042,Holocentridae,Squirrelfishes nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10751,3043,Zeidae,Dories nei,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12830,3044,Zenopsis conchifer,Silvery John dory,34,NaN,NaN,NaN,80,NaN,1,50
6452,3048,Sphyraena barracuda,Great barracuda,37,0.123666666,NaN,27720,200,NaN,2,1
1628,3050,Mugil cephalus,Flathead grey mullet,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,3058,Atherinidae,Silversides(=Sand smelts) nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
410,3063,Perciformes,Demersal percomorphs nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
688,3064,Perciformes,Pelagic percomorphs nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1295,3066,Centropomus spp,Snooks(=Robalos) nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598,3068,Lates calcarifer,Barramundi(=Giant seaperch),25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255,3069,Serranidae,"Groupers, seabasses nei",33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2557,3070,Mycteroperca xenarcha,Broomtail grouper,33,NaN,NaN,1677,150,NaN,3,NaN
5448,3071,Epinephelus marginatus,Dusky grouper,33,0.110999999,NaN,11931,150,5,4,8
5447,3072,Epinephelus aeneus,White grouper,33,0.1666,NaN,4235,120,5,4,20
1322,3075,Epinephelus morio,Red grouper,33,0.133466667,NaN,4030,125,4,2,5
419,3077,Polyprion americanus,Wreckfish,34,0.069,NaN,14750,210,NaN,1,40
2205,3078,Polyprion oxygeneios,Hapuku wreckfish,34,0.08485,NaN,0,150,10,1,50
18418,3079,Centropristis striata,Black seabass,33,0.37333334,NaN,NaN,66,NaN,4,1
301,3081,Acanthistius brasilianus,Argentine seabass,33,NaN,NaN,289,60,NaN,3,30
11655,3083,Paralabrax humeralis,Peruvian rock seabass,33,NaN,NaN,NaN,54.5,2,3,60
3583,3087,Dicentrarchus punctatus,Spotted seabass,33,0.111000002,NaN,NaN,70,NaN,2,30
18930,3088,Stereolepis gigas,Giant seabass,33,NaN,NaN,NaN,250,11,4,5
16217,3091,Priacanthus macracanthus,Red bigeye,33,0.650999991,NaN,NaN,30,NaN,3,20
2118,3092,Epigonus spp,Cardinal fishes nei,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4344,3093,Epigonus telescopus,Black cardinal fish,34,0.036000001,NaN,NaN,75,36.19999886,2,75
3347,3098,Sander lucioperca,Pike-perch,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
763,3099,Sillaginidae,Sillago-whitings,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283,3100,Branchiostegidae,Tilefishes nei,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6127,3101,Lactarius lactarius,False trevally,37,0.74149999,NaN,NaN,40,NaN,1,15
420,3102,Pomatomus saltatrix,Bluefish,37,0.175000001,NaN,32040,130,NaN,4,0
160,3104,Carangidae,Carangids nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265,3105,Trachurus capensis,Cape horse mackerel,37,0.253999998,NaN,880,60,2,1,0
267,3106,Trachurus trecae,Cunene horse mackerel,37,0.256999999,18.5,2160,35,NaN,2,20
2264,3107,Decapterus spp,Scads nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9349,3109,Decapterus russelli,Indian scad,37,0.818107139,NaN,5060,45,NaN,1,40
1291,3110,Caranx spp,"Jacks, crevalles nei",37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1290,3111,Caranx crysos,Blue runner,37,0.349999994,NaN,9288,70,NaN,1,0
5324,3112,Caranx hippos,Crevalle jack,37,0.649999976,NaN,8736,124,NaN,2,1
1428,3114,Selene setapinnis,Atlantic moonfish,37,0.629999995,NaN,7462,60,NaN,2,NaN
1457,3115,Trachinotus spp,Pompanos nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14099,3116,Trachinotus blochii,Snubnose pompano,37,NaN,NaN,NaN,110,NaN,3,NaN
2857,3119,Seriola dumerili,Greater amberjack,37,0.233500001,NaN,26280,190,4,3,1
443,3120,Seriola lalandi,Yellowtail amberjack,37,0.15366667,21,40320,250,NaN,1,3
14106,3121,Alectis alexandrinus,Alexandria pompano,37,NaN,NaN,3025,100,NaN,3,NaN
5653,3122,Elagatis bipinnulata,Rainbow runner,37,0.600000024,NaN,20833,180,NaN,2,0
6329,3123,Megalaspis cordyla,Torpedo scad,37,0.608571431,NaN,8004,80,NaN,3,20
407,3125,Parona signata,Parona leatherjacket,37,NaN,NaN,NaN,60,NaN,1,NaN
6443,3126,Selaroides leptolepis,Yellowstripe scad,37,0.990285716,NaN,4850,22,NaN,2,1
6369,3127,Parastromateus niger,Black pomfret,37,0.766666651,NaN,8784,75,NaN,3,15
10223,3129,Brama brama,Atlantic pomfret,37,0.083999999,18,48600,100,NaN,1,0
161,3130,Coryphaena hippurus,Common dolphinfish,37,1.438857149,25.5,30600,210,0.5,3,0
496,3131,Arripis trutta,Australian salmon,33,0.430100006,NaN,1340,89,4,4,30
169,3133,Lutjanidae,"Snappers, jobfishes nei",33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9391,3134,Lutjanus argentimaculatus,Mangrove red snapper,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2541,3135,Lutjanus argentiventris,Yellow snapper,33,0.155000001,NaN,2107,71,NaN,1,3
9834,3136,Lutjanus campechanus,Northern red snapper,33,0.171190476,NaN,2820,100,NaN,4,10
1373,3138,Ocyurus chrysurus,Yellowtail snapper,33,0.188615383,NaN,2726,86.30000305,2,2,0
2339,3139,Nemipterus spp,Threadfin breams nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16186,3140,Nemipterus virgatus,Golden threadfin bream,33,0.391090909,NaN,2006,35,NaN,4,NaN
6130,3141,Leiognathidae,Ponyfishes(=Slipmouths) nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2141,3143,Isacia conceptionis,Cabinza grunt,33,NaN,NaN,846,60,NaN,1,0
4860,3145,Plectorhinchus mediterraneus,Rubberlip grunt,33,0.177000001,NaN,3015,80,NaN,1,10
1765,3147,Brachydeuterus auritus,Bigeye grunt,33,0.393399996,NaN,1683,30,NaN,3,10
1794,3148,Sciaenidae,"Croakers, drums nei",33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1314,3150,Cynoscion spp,Weakfishes nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2104,3151,Cynoscion analis,Peruvian weakfish,33,0.175000001,NaN,20,47,NaN,2,10
9844,3153,Menticirrhus littoralis,Gulf kingcroaker,33,NaN,NaN,NaN,48.29999924,NaN,1,10
16650,3154,Umbrina cirrosa,Shi drum,33,0.630333344,NaN,960,73,NaN,4,0
462,3155,Umbrina canosai,Argentine croaker,33,NaN,NaN,143,40,NaN,1,NaN
1355,3156,Macrodon ancylodon,King weakfish,33,0.466666666,NaN,NaN,45,NaN,2,NaN
489,3157,Argyrosomus hololepidotus,Southern meagre(=Mulloway),33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
499,3158,Atractoscion aequidens,Geelbek croaker,33,0.270000011,NaN,NaN,130,5,2,15
18521,3159,Genyonemus lineatus,White croaker,33,NaN,NaN,NaN,41,1,1,NaN
6532,3160,Otolithes ruber,Tigertooth croaker,33,0.373999998,27.5,9246,90,0.699999988,3,10
418,3161,Pogonias cromis,Black drum,33,0.187999999,NaN,NaN,170,NaN,1,10
2308,3163,Larimichthys croceus,Large yellow croaker,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18591,3164,Leiostomus xanthurus,Spot croaker,33,0.681666672,NaN,NaN,36,NaN,1,NaN
14433,3166,Pseudotolithus brachygnathus,Law croaker,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16045,3168,Atrobucca nibe,Blackmouth croaker,33,0.255199999,NaN,NaN,45,NaN,3,45
16210,3169,Pennahia argentata,Silver croaker,33,0.75999999,NaN,NaN,40,1,4,20
2478,3170,Gymnocranius spp,Largeeye breams,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,3172,Pagellus spp,Pandoras nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4508,3173,Pagellus bogaraveo,Blackspot(=red) seabream,33,0.136666668,NaN,2205,70,4,2,NaN
3083,3174,Pagellus acarne,Axillary seabream,33,0.261888891,NaN,2852,36,2.5,2,NaN
202,3175,Diplodus spp,Sargo breams nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201,3180,Dentex spp,Dentex nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2903,3181,Dentex macrophthalmus,Large-eye dentex,33,0.197333336,NaN,3968,65,2,4,30
2802,3182,Dentex dentex,Common dentex,33,0.087749999,NaN,2860,100,2,4,0
18336,3186,Archosargus probatocephalus,Sheepshead,33,0.38166667,NaN,3520,91,NaN,1,15
14805,3192,Rhabdosargus globiceps,White stumpnose,33,0.159999996,NaN,NaN,65,NaN,1,NaN
16040,3202,Acanthopagrus schlegeli,Blackhead seabream,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8652,3203,Acanthopagrus latus,Yellowfin seabream,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16786,3205,Spicara maena,Blotched picarel,33,0.224714288,NaN,1159,25,NaN,3,30
882,3206,Mullidae,"Goatfishes, red mullets nei",33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2031,3207,Mullus surmuletus,Surmullet,33,0.308333333,NaN,2928,40,NaN,4,5
3074,3208,Mullus barbatus,Red mullet,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3217,3209,Pseudupeneus prayensis,West African goatfish,33,0.529999971,NaN,NaN,55,NaN,3,10
1162,3211,Ephippidae,Spadefishes nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1158,3212,Drepane africana,African sicklefish,33,0.207999999,NaN,1880,45,NaN,NaN,10
11779,3213,Scatophagus spp,Scats,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,3224,Labridae,"Wrasses, hogfishes, etc. nei",33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18939,3225,Tautogolabrus adspersus,Cunner,33,0.202749998,NaN,522,38,1,4,10
18898,3226,Semicossyphus pulcher,California sheephead,33,NaN,NaN,255,91,4.25,4,0
12722,3227,Sparisoma cretense,Parrotfish,33,0.298000008,NaN,2312,50,NaN,4,20
327,3228,Cheilodactylus bergi,Castaneta,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600,3229,Latridae,Trumpeters nei,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7208,3230,Arctoscopus japonicus,Japanese sandfish,34,NaN,NaN,NaN,30,2,4,0
411,3233,Percophis brasiliensis,Brazilian flathead,33,NaN,NaN,756,53.29999924,NaN,1,NaN
10617,3234,Kathetostoma giganteum,Giant stargazer,34,0.172500003,NaN,NaN,90,NaN,3,30
17641,3241,Patagonotothen brevicauda,Patagonian rockcod,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17683,3244,Pleuragramma antarcticum,Antarctic silverfish,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11878,3245,Chaenocephalus aceratus,Blackfin icefish,34,0.206000001,NaN,NaN,72,NaN,3,5
12049,3246,Pseudochaenichthys georgianus,South Georgia icefish,34,0.279500008,NaN,NaN,60,4,1,0
2532,3249,Gerreidae,"Mojarras, etc. nei",33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
871,3250,Gerres spp,Mojarras(=Silver-biddies) nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1808,3252,Anarhichas spp,Wolffishes(=Catfishes) nei,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3369,3254,Zoarces viviparus,Eelpout,33,0.295800004,NaN,1219,52,NaN,2,0
13403,3255,Lycodes spp,Eelpouts,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1376,3256,Ophidiidae,"Cusk-eels, brotulas nei",34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
348,3257,Genypterus blacodes,Pink cusk-eel,34,0.113222224,NaN,8640,200,5,2,22
2127,3258,Genypterus chilensis,Red cusk-eel,34,NaN,NaN,576,150,NaN,2,NaN
6858,3259,Genypterus capensis,Kingklip,34,0.134320001,NaN,256,180,4,1,50
2001,3260,Ammodytes spp,Sandeels(=Sandlances) nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7198,3261,Ammodytes personatus,Pacific sandlance,33,0.609000027,NaN,324,15,NaN,4,NaN
906,3262,Siganus spp,Spinefeet(=Rabbitfishes) nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157,3264,Acanthuridae,Surgeonfishes nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10626,3267,Lepidocybium flavobrunneum,Escolar,34,NaN,NaN,38160,200,NaN,2,200
727,3268,Rexea solandri,Silver gemfish,34,0.172599999,NaN,1794,110,3.5,4,100
2502,3269,Trichiuridae,"Hairtails, scabbardfishes nei",34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,3270,Lepidopus caudatus,Silver scabbardfish,34,0.310000002,NaN,16611,210,NaN,2,42
745,3271,Scombroidei,Tuna-like fishes nei,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140,3273,Scombridae,Mackerels nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11192,3274,Sarda orientalis,Striped bonito,36,NaN,18.25,21756,102,NaN,3,1
2220,3275,Sarda chiliensis,Eastern Pacific bonito,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2853,3276,Scomber spp,Scomber mackerels nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
437,3277,Scomber japonicus,Chub mackerel,37,0.329454545,18.5,41400,64,2,3,0
10720,3278,Scomber australasicus,Blue mackerel,37,0.335000003,NaN,20274,44,NaN,4,87
474,3279,Acanthocybium solandri,Wahoo,36,0.340000004,NaN,29880,250,2,4,0
736,3280,Scomberomorus commerson,Narrow-barred Spanish mackerel,36,0.429727269,NaN,14960,240,2,4,10
6176,3281,Scomberomorus guttatus,Indo-Pacific king mackerel,36,0.180000007,NaN,3825,76,NaN,4,15
9915,3282,Scomberomorus maculatus,Atlantic Spanish mackerel,36,0.324454545,24.69999981,825,91,2.5,2,10
2577,3283,Scomberomorus sierra,Pacific sierra,36,NaN,NaN,3060,99,NaN,2,0
7667,3285,Scomberomorus niphonius,Japanese Spanish mackerel,36,0.715000004,NaN,945,100,NaN,4,0
1422,3286,Scomberomorus brasiliensis,Serra Spanish mackerel,36,0.175999999,NaN,3477,125,3,3,NaN
94,3292,"Auxis thazard, A. rochei",Frigate and bullet tunas,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108,3293,Euthynnus alletteratus,Little tunny(=Atl.black skipj),36,0.155500001,NaN,11524,122,2,2,1
554,3294,Euthynnus affinis,Kawakawa,36,0.476000011,23.5,13943,100,NaN,2,0
1252,3296,Thunnus thynnus,Atlantic bluefin tuna,36,0.094375001,NaN,18330,458,3,4,0
1248,3297,Thunnus atlanticus,Blackfin tuna,36,0.474000011,20,5254,107.9499969,3,2,50
789,3298,Thunnus maccoyii,Southern bluefin tuna,36,0.144399999,12.5,0,245,12,4,50
2602,3300,Istiophoridae,"Marlins,sailfishes,etc. nei",36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,3301,Istiophorus platypterus,Indo-Pacific sailfish,36,0.354749994,NaN,25389,348,NaN,4,0
170,3303,Makaira nigricans,Blue marlin,36,0.304499999,26.5,9690,500,NaN,3,0
941,3305,Tetrapturus albidus,Atlantic white marlin,36,0.579999983,22,10234,300,NaN,3,0
11280,3306,Tetrapturus pfluegeri,Longbill spearfish,36,NaN,NaN,8855,254,NaN,1,0
2500,3309,Stromateidae,"Butterfishes, pomfrets nei",37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2355,3310,Pampus spp,Silver pomfrets nei,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19292,3312,Peprilus spp,"Gulf butterfishes, etc. nei",37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7585,3313,Peprilus triacanthus,Atlantic butterfish,37,0.800000012,NaN,NaN,30,0.899999976,2,15
18777,3314,Peprilus simillimus,Pacific pompano,37,NaN,NaN,NaN,28,NaN,3,9
8060,3316,Centrolophidae,"Ruffs, barrelfishes nei",34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
444,3317,Seriolella porosa,Choicy ruff,34,0.278499998,NaN,NaN,44,NaN,3,NaN
10727,3318,Seriolella punctata,Silver warehou,34,0.366666674,NaN,NaN,66,3,3,27
10612,3319,Hyperoglyphe antarctica,Bluenose warehou,34,0.173999999,NaN,6642,140,5.5,1,40
2491,3320,Psenopsis anomala,Pacific rudderfish,34,0.540000021,NaN,690,30,NaN,4,0
3353,3324,Sebastes marinus,Golden redfish,34,0.093433334,5,6765,100,10,1,100
18883,3325,Sebastes flavidus,Yellowtail rockfish,34,0.155000001,NaN,NaN,66,6.5,1,0
1938,3326,Sebastes alutus,Pacific ocean perch,34,0.126500002,NaN,4280,53,8.012500048,2,0
6060,3327,Sebastes mentella,Beaked redfish,34,0.086599998,NaN,3230,58,11.5,1,300
18890,3329,Sebastes pinniger,Canary rockfish,34,0.123666664,NaN,NaN,76,9,1,0
268,3334,Triglidae,"Gurnards, searobins nei",34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
522,3336,Chelidonichthys kumu,Bluefin gurnard,34,0.473749999,NaN,NaN,60,2,4,1
1406,3338,Prionotus spp,Atlantic searobins,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
719,3339,Pterygotrigla polyommata,Latchet(=Sharpbeak gurnard),34,NaN,NaN,NaN,62,NaN,3,35
1896,3340,Ophiodon elongatus,Lingcod,33,0.220000006,NaN,NaN,152,4,1,NaN
1811,3341,Anoplopoma fimbria,Sablefish,34,0.229999999,NaN,4510,120,6,4,0
696,3342,Platycephalidae,Flatheads nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
701,3345,Pleuronectiformes,Flatfishes nei,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6398,3346,Psettodes erumei,Indian halibut,31,0.429285722,NaN,5311,64,NaN,3,1
16629,3347,Psettodes belcheri,Spottail spiny turbot,31,NaN,NaN,NaN,80,NaN,3,NaN
3709,3348,Bothidae,Lefteye flounders nei,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7572,3350,Paralichthys olivaceus,Bastard halibut,31,0.150000006,NaN,3904,103,NaN,4,10
18758,3351,Paralichthys dentatus,Summer flounder,31,0.215000004,NaN,NaN,94,NaN,4,10
982,3353,Hippoglossus hippoglossus,Atlantic halibut,31,0.090540001,NaN,5676,470,5.900000096,4,50
1007,3354,Pleuronectes platessa,European plaice,31,0.149058823,8.5,4876,100,2.536666652,2,0
18797,3355,Pleuronectes vetulus,English sole,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18351,3356,Atheresthes stomias,Arrow-tooth flounder,31,0.075000002,NaN,2432,84,5.5,1,18
7213,3357,Atheresthes evermanni,Kamchatka flounder,31,0.104999997,NaN,NaN,100,NaN,3,20
1851,3358,Glyptocephalus cynoglossus,Witch flounder,31,0.215933336,4,4095,60,7.889230728,3,18
1853,3359,Hippoglossoides platessoides,Amer. plaice(=Long rough dab),31,0.119615385,NaN,4572,82.59999847,7.620909084,3,10
7405,3360,Limanda aspera,Yellowfin sole,31,0.121444445,NaN,3360,49,6.7,2,0
986,3361,Limanda limanda,Common dab,31,0.401099992,NaN,2030,40,2.649999976,2,20
7403,3362,Lepidopsetta bilineata,Rock sole,31,0.138571429,NaN,3861,58,9,2,0
993,3363,Microstomus kitt,Lemon sole,31,0.286999993,NaN,2059,65,4,4,10
18817,3364,Psettichthys melanostictus,Pacific sand sole,31,NaN,NaN,NaN,63,2,2,1
8410,3365,Pseudopleuronectes herzenst.,Yellow striped flounder,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
731,3366,Rhombosolea spp,Sand flounders nei,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76,3367,Solea solea,Common sole,31,0.338632654,NaN,2700,70,3.666666667,4,0
4331,3368,Dicologlossa cuneata,Wedge sole,31,0.424999997,NaN,4266,30,NaN,4,10
8016,3369,Austroglossus spp,Southeast Atlantic soles nei,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18872,3370,Scophthalmus aquosus,Windowpane flounder,31,0.257000007,NaN,NaN,45.70000076,NaN,1,55
18756,3372,Paralichthys californicus,California flounder,31,0.09,NaN,NaN,152,3,4,0
12180,3373,Balistes carolinensis,Grey triggerfish,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
775,3374,Tetraodontidae,Puffers nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18914,3375,Sphoeroides spp,Atlantic puffers nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,3378,Lophius spp,Monkfishes nei,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,3379,Lophius piscatorius,Angler(=Monk),34,0.110454546,NaN,3330,200,4.5,3,20
1870,3380,Lophius americanus,American angler,34,0.084,NaN,1015,120,NaN,1,0
4205,3382,Osteichthyes,Freshwater fishes nei,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999,3383,Osteichthyes,Groundfishes nei,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1651,3384,Osteichthyes,Finfishes nei,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,3385,Osteichthyes,Marine fishes nei,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
441,3387,Selachimorpha(Pleurotremata),Various sharks nei,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10566,3389,Chimaeriformes,"Chimaeras, etc. nei",38,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11800,3391,Squillidae,Squillids nei,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4671,3392,Squilla mantis,Spottail mantis squillid,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7322,3393,Euphausia superba,Antarctic krill,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221,3397,Natantia,Natantian decapods nei,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
681,3399,Penaeus spp,Penaeus shrimps nei,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18768,3400,Penaeus aztecus,Northern brown shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2772,3401,Penaeus californiensis,Yellowleg shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2983,3402,Penaeus duorarum,Northern pink shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3524,3404,Penaeus vannamei,Whiteleg shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
680,3405,Penaeus monodon,Giant tiger prawn,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1388,3407,Penaeus brasiliensis,Redspotted shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
888,3408,Penaeus semisulcatus,Green tiger prawn,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18773,3409,Penaeus setiferus,Northern white shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2771,3410,Penaeus brevirostris,Crystal shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
675,3411,Penaeus latisulcatus,Western king prawn,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2568,3412,Penaeus occidentalis,Western white shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10872,3413,Penaeus notialis,Southern pink shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19092,3414,Penaeus paulensis,Sao Paulo shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6334,3415,Metapenaeus spp,Metapenaeus shrimps nei,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2595,3418,Xiphopenaeus riveti,Pacific seabob,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2455,3419,Trachypenaeus curvirostris,Southern rough shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
