Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name
2052,biomass,Total,atlantic,117452636.0826261,126013064.46561101,0.07288408901238094,Effective,All subsidies
2053,biomass,Total,atlantic,117454900.46584865,126019261.13632688,0.07291616302521503,Effective,All subsidies
2054,biomass,Total,atlantic,117457159.78123899,126025468.16074514,0.07294837024379285,Effective,All subsidies
2055,biomass,Total,atlantic,117459413.8811728,126031681.36302534,0.07298067646178297,Effective,All subsidies
2056,biomass,Total,atlantic,117461662.7525709,126037897.41115049,0.07301305343042132,Effective,All subsidies
2057,biomass,Total,atlantic,117463906.45891246,126044113.6474321,0.0730454779445029,Effective,All subsidies
2058,biomass,Total,atlantic,117466145.10295768,126050327.94543727,0.07307793096432723,Effective,All subsidies
2059,biomass,Total,atlantic,117468378.80373594,126056538.59429458,0.07311039684056234,Effective,All subsidies
2060,biomass,Total,atlantic,117470607.68301767,126062744.20764105,0.07314286266236379,Effective,All subsidies
2061,biomass,Total,atlantic,117472831.85787912,126068943.65317152,0.07317531772531156,Effective,All subsidies
2062,biomass,Total,atlantic,117475051.4370429,126075135.99865821,0.07320775310512846,Effective,All subsidies
2063,biomass,Total,atlantic,117477266.51946372,126081320.47075868,0.07324016131980253,Effective,All subsidies
2064,biomass,Total,atlantic,117479477.19417974,126087496.42356363,0.07327253606309334,Effective,All subsidies
2065,biomass,Total,atlantic,117481683.54082459,126093663.31447122,0.07330487199439886,Effective,All subsidies
2066,biomass,Total,atlantic,117483885.63043855,126099820.6855363,0.0733371645725128,Effective,All subsidies
2067,biomass,Total,atlantic,117486083.52637501,126105968.1489029,0.07336940992328478,Effective,All subsidies
2068,biomass,Total,atlantic,117488277.28519225,126112105.37528896,0.07340160473340794,Effective,All subsidies
2069,biomass,Total,atlantic,117490466.95747913,126118232.08476646,0.07343374616435727,Effective,All subsidies
2070,biomass,Total,atlantic,117492652.58859414,126124348.03928392,0.07346583178195876,Effective,All subsidies
2071,biomass,Total,atlantic,117494834.2193154,126130453.0365279,0.07349785949817415,Effective,All subsidies
2072,biomass,Total,atlantic,117497011.88640699,126136546.9048273,0.07352982752253125,Effective,All subsidies
2073,biomass,Total,atlantic,117499185.62311067,126142629.49888204,0.0735617343212574,Effective,All subsidies
2074,biomass,Total,atlantic,117501355.45957263,126148700.6961533,0.07359357858263911,Effective,All subsidies
2075,biomass,Total,atlantic,117503521.42321445,126154760.39379224,0.07362535918747895,Effective,All subsidies
2076,biomass,Total,atlantic,117505683.53905632,126160808.50601213,0.07365707518376366,Effective,All subsidies
2077,biomass,Total,atlantic,117507841.82999945,126166844.9618308,0.07368872576485978,Effective,All subsidies
2078,biomass,Total,atlantic,117509996.31707339,126172869.70312393,0.0737203102506768,Effective,All subsidies
2079,biomass,Total,atlantic,117512147.01965329,126178882.68294242,0.07375182807135389,Effective,All subsidies
2080,biomass,Total,atlantic,117514293.95565096,126184883.864055,0.07378327875310432,Effective,All subsidies
2081,biomass,Total,atlantic,117516437.14168328,126190873.21768382,0.07381466190591056,Effective,All subsidies
2082,biomass,Total,atlantic,117518576.59322065,126196850.72240637,0.0738459772128175,Effective,All subsidies
2083,biomass,Total,atlantic,117520712.32471825,126202816.36320062,0.07387722442060328,Effective,All subsidies
2084,biomass,Total,atlantic,117522844.34973186,126208770.1306145,0.07390840333164944,Effective,All subsidies
2085,biomass,Total,atlantic,117524972.68102027,126214712.02004279,0.0739395137968483,Effective,All subsidies
2086,biomass,Total,atlantic,117527097.33063585,126220642.03109744,0.07397055570941465,Effective,All subsidies
2087,biomass,Total,atlantic,117529218.3100046,126226560.16705884,0.0740015289994818,Effective,All subsidies
2088,biomass,Total,atlantic,117531335.62999706,126232466.43439776,0.07403243362938472,Effective,All subsidies
2089,biomass,Total,atlantic,117533449.3009908,126238360.8423585,0.07406326958953899,Effective,All subsidies
2090,biomass,Total,atlantic,117535559.33292596,126244243.40259534,0.07409403689483922,Effective,All subsidies
2091,biomass,Total,atlantic,117537665.73535421,126250114.12885568,0.07412473558151358,Effective,All subsidies
2092,biomass,Total,atlantic,117539768.51748207,126255973.03670348,0.07415536570437452,Effective,All subsidies
2093,biomass,Total,atlantic,117541867.6882093,126261820.14327818,0.07418592733441473,Effective,All subsidies
2094,biomass,Total,atlantic,117543963.25616279,126267655.46708415,0.0742164205567059,Effective,All subsidies
2095,biomass,Total,atlantic,117546055.22972654,126273479.0278072,0.07424684546856292,Effective,All subsidies
2096,biomass,Total,atlantic,117548143.61706817,126279290.8461543,0.07427720217793686,Effective,All subsidies
2097,biomass,Total,atlantic,117550228.42616245,126285090.94371377,0.07430749080201066,Effective,All subsidies
2098,biomass,Total,atlantic,117552309.66481197,126290879.3428333,0.07433771146597151,Effective,All subsidies
2099,biomass,Total,atlantic,117554387.3406656,126296656.06651343,0.07436786430193598,Effective,All subsidies
2100,biomass,Total,atlantic,117556461.46123455,126302421.13831463,0.07439794944801184,Effective,All subsidies
2019,price,Total,atlantic,1282.9673631675284,1282.9673631675284,0,Effective,All subsidies
2020,price,Total,atlantic,1291.7465158494424,1330.621077556847,0.030094574462111865,Effective,All subsidies
2021,price,Total,atlantic,1295.836277241058,1358.723101264004,0.048529914717959005,Effective,All subsidies
2022,price,Total,atlantic,1294.9051959442377,1364.0902601952534,0.053428671433020554,Effective,All subsidies
2023,price,Total,atlantic,1291.223051436624,1356.7174717845335,0.050722778125003185,Effective,All subsidies
2024,price,Total,atlantic,1286.6975319688445,1344.8040510457922,0.045159423744316855,Effective,All subsidies
2025,price,Total,atlantic,1282.4165258981807,1332.7680917500375,0.03926303571032935,Effective,All subsidies
2026,price,Total,atlantic,1278.8453166758281,1322.4454534180184,0.03409336232744896,Effective,All subsidies
2027,price,Total,atlantic,1276.086781271558,1314.312374460339,0.02995532415960852,Effective,All subsidies
2028,price,Total,atlantic,1274.0683628335903,1308.234979849931,0.026816941706607113,Effective,All subsidies
2029,price,Total,atlantic,1272.652622147467,1303.8605228512547,0.024521931720163953,Effective,All subsidies
2030,price,Total,atlantic,1271.6945948610282,1300.8021747762289,0.022888813110337653,Effective,All subsidies
2031,price,Total,atlantic,1271.0672287469934,1298.7158898776872,0.021752320023190025,Effective,All subsidies
2032,price,Total,atlantic,1270.6694578817132,1297.3242604791271,0.020976975902017147,Effective,All subsidies
2033,price,Total,atlantic,1270.42578234828,1296.4162932151369,0.020458110365814044,Effective,All subsidies
2034,price,Total,atlantic,1270.282356415036,1295.8377791618282,0.020117907343776796,Effective,All subsidies
2035,price,Total,atlantic,1270.2021947999335,1295.47933241744,0.019900089703031736,Effective,All subsidies
2036,price,Total,atlantic,1270.1607148906917,1295.265211967647,0.019764819351317915,Effective,All subsidies
2037,price,Total,atlantic,1270.1420720095434,1295.1440474161268,0.019684392760115983,Effective,All subsidies
2038,price,Total,atlantic,1270.136360904481,1295.0816435146687,0.019639846065365583,Effective,All subsidies
2039,price,Total,atlantic,1270.1375865161756,1295.0556387930978,0.019618388229317166,Effective,All subsidies
2040,price,Total,atlantic,1270.1422508552816,1295.0516662985792,0.019611516290025156,Effective,All subsidies
2041,price,Total,atlantic,1270.1484021138954,1295.060663229754,0.019613661737791763,Effective,All subsidies
2042,price,Total,atlantic,1270.155014487605,1295.0770254201495,0.019621235713971733,Effective,All subsidies
2043,price,Total,atlantic,1270.161595769215,1295.097365043015,0.0196319660087809,Effective,All subsidies
2044,price,Total,atlantic,1270.16794671969,1295.1196889148755,0.019644443287696996,Effective,All subsidies
2045,price,Total,atlantic,1270.1740185211142,1295.1428641781324,0.01965781482925452,Effective,All subsidies
2046,price,Total,atlantic,1270.1798317169068,1295.166276792649,0.01967158070992811,Effective,All subsidies
2047,price,Total,atlantic,1270.1854324842777,1295.1896171881415,0.019685460141799616,Effective,All subsidies
2048,price,Total,atlantic,1270.1908707711088,1295.2127483829897,0.01969930518921977,Effective,All subsidies
2049,price,Total,atlantic,1270.1961906907611,1295.2356266748232,0.019713046037750304,Effective,All subsidies
2050,price,Total,atlantic,1270.2014274015637,1295.2582552413085,0.01972665696888974,Effective,All subsidies
2051,price,Total,atlantic,1270.206607130185,1295.2806579335456,0.019740135709112115,Effective,All subsidies
2052,price,Total,atlantic,1270.211748494514,1295.3028651757074,0.01975349126705213,Effective,All subsidies
2053,price,Total,atlantic,1270.2168641715102,1295.3249069223978,0.01976673705026273,Effective,All subsidies
2054,price,Total,atlantic,1270.2219624638262,1295.3468095850874,0.019779887188005277,Effective,All subsidies
2055,price,Total,atlantic,1270.2270485949841,1295.3685950819156,0.019792954743595558,Effective,All subsidies
2056,price,Total,atlantic,1270.232125702196,1295.3902809390154,0.019805950997272764,Effective,All subsidies
2057,price,Total,atlantic,1270.2371955581898,1295.4118808435364,0.019818885302192668,Effective,All subsidies
2058,price,Total,atlantic,1270.242259074671,1295.4334053296202,0.019831765220360505,Effective,All subsidies
2059,price,Total,atlantic,1270.247316641187,1295.4548624411452,0.01984459677239281,Effective,All subsidies
2060,price,Total,atlantic,1270.2523683457648,1295.4762583055347,0.019857384712156558,Effective,All subsidies
2061,price,Total,atlantic,1270.257414113871,1295.497597600614,0.01987013278277186,Effective,All subsidies
2062,price,Total,atlantic,1270.2624537928189,1295.518883919618,0.019882843936217382,Effective,All subsidies
2063,price,Total,atlantic,1270.2674872008845,1295.5401200488948,0.019895520512534057,Effective,All subsidies
2064,price,Total,atlantic,1270.2725141543033,1295.5613081752138,0.019908164381362486,Effective,All subsidies
2065,price,Total,atlantic,1270.2775344808797,1295.5824500385147,0.019920777051273517,Effective,All subsidies
2066,price,Total,atlantic,1270.282548025815,1295.6035470435545,0.019933359752986952,Effective,All subsidies
2067,price,Total,atlantic,1270.287554653243,1295.6246003411904,0.019945913502131297,Effective,All subsidies
2068,price,Total,atlantic,1270.2925542455662,1295.645610887573,0.01995843914637766,Effective,All subsidies
2069,price,Total,atlantic,1270.2975467018152,1295.666579487418,0.01997093740082436,Effective,All subsidies
2070,price,Total,atlantic,1270.3025319356836,1295.6875068258892,0.019983408874674882,Effective,All subsidies
2071,price,Total,atlantic,1270.3075098735915,1295.7083934923432,0.01999585409148642,Effective,All subsidies
2072,price,Total,atlantic,1270.3124804529214,1295.7292399982553,0.020008273504698398,Effective,All subsidies
2073,price,Total,atlantic,1270.3174436204788,1295.7500467909713,0.02002066750969591,Effective,All subsidies
2074,price,Total,atlantic,1270.3223993311842,1295.7708142644308,0.02003303645330113,Effective,All subsidies
2075,price,Total,atlantic,1270.3273475469623,1295.7915427676705,0.020045380641360126,Effective,All subsidies
2076,price,Total,atlantic,1270.3322882358116,1295.8122326116788,0.020057700344886003,Effective,All subsidies
2077,price,Total,atlantic,1270.3372213710163,1295.832884074998,0.020069995805102357,Effective,All subsidies
2078,price,Total,atlantic,1270.3421469304737,1295.8534974083618,0.020082267237634458,Effective,All subsidies
2079,price,Total,atlantic,1270.347064896126,1295.8740728385787,0.020094514836022353,Effective,All subsidies
2080,price,Total,atlantic,1270.3519752534658,1295.8946105718076,0.02010673877469702,Effective,All subsidies
2081,price,Total,atlantic,1270.356877991108,1295.9151107963419,0.020118939211515693,Effective,All subsidies
2082,price,Total,atlantic,1270.3617731004201,1295.9355736849866,0.020131116289930192,Effective,All subsidies
2083,price,Total,atlantic,1270.366660575198,1295.9559993971027,0.020143270140857056,Effective,All subsidies
2084,price,Total,atlantic,1270.3715404113775,1295.9763880803623,0.020155400884290374,Effective,All subsidies
2085,price,Total,atlantic,1270.376412606786,1295.996739872266,0.020167508630696017,Effective,All subsidies
2086,price,Total,atlantic,1270.3812771609198,1296.0170549014526,0.020179593482221585,Effective,All subsidies
2087,price,Total,atlantic,1270.3861340747487,1296.0373332888369,0.020191655533748794,Effective,All subsidies
2088,price,Total,atlantic,1270.3909833505438,1296.0575751485922,0.02020369487380567,Effective,All subsidies
2089,price,Total,atlantic,1270.3958249917255,1296.0777805890052,0.02021571158536121,Effective,All subsidies
2090,price,Total,atlantic,1270.4006590027266,1296.0979497132182,0.020227705746519525,Effective,All subsidies
2091,price,Total,atlantic,1270.405485388875,1296.118082619875,0.020239677431122958,Effective,All subsidies
2092,price,Total,atlantic,1270.4103041562862,1296.138179403679,0.020251626709277524,Effective,All subsidies
2093,price,Total,atlantic,1270.4151153117723,1296.1582401558849,0.02026355364781295,Effective,All subsidies
2094,price,Total,atlantic,1270.4199188627563,1296.1782649647193,0.020275458310682982,Effective,All subsidies
2095,price,Total,atlantic,1270.4247148172012,1296.1982539157552,0.020287340759316472,Effective,All subsidies
2096,price,Total,atlantic,1270.4295031835452,1296.2182070922306,0.020299201052921077,Effective,All subsidies
2097,price,Total,atlantic,1270.4342839706428,1296.2381245753304,0.020311039248751783,Effective,All subsidies
2098,price,Total,atlantic,1270.439057187718,1296.2580064444307,0.02032285540234131,Effective,All subsidies
2099,price,Total,atlantic,1270.443822844314,1296.2778527773137,0.020334649567709067,Effective,All subsidies
2100,price,Total,atlantic,1270.4485809502592,1296.2976636503524,0.020346421797534618,Effective,All subsidies
2019,catches_fleet,affected_managed,atlantic,15781560.779862698,15781560.779862698,0,Effective,All subsidies
2020,catches_fleet,affected_managed,atlantic,15860689.535023311,15854814.42663145,-3.7041948137798064e-4,Effective,All subsidies
2021,catches_fleet,affected_managed,atlantic,15936883.754756782,15926243.51257676,-6.676488543028758e-4,Effective,All subsidies
2022,catches_fleet,affected_managed,atlantic,16039049.989472974,16147843.691947281,0.006783051523981323,Effective,All subsidies
2023,catches_fleet,affected_managed,atlantic,16150142.15039123,16444121.693592366,0.01820290747063263,Effective,All subsidies
2024,catches_fleet,affected_managed,atlantic,16253032.45409621,16740963.864464821,0.03002094604478809,Effective,All subsidies
2025,catches_fleet,affected_managed,atlantic,16338811.02217114,16999032.769872405,0.04040818801352004,Effective,All subsidies
2026,catches_fleet,affected_managed,atlantic,16405258.312370049,17205158.86214132,0.048758790293970636,Effective,All subsidies
2027,catches_fleet,affected_managed,atlantic,16453940.86332764,17360551.2030387,0.05509989049077622,Effective,All subsidies
2028,catches_fleet,affected_managed,atlantic,16488004.092825897,17472690.02989226,0.05972135447824206,Effective,All subsidies
2029,catches_fleet,affected_managed,atlantic,16510867.035778284,17550735.265262753,0.06298083724077738,Effective,All subsidies
2030,catches_fleet,affected_managed,atlantic,16525585.111261059,17603280.091046933,0.06521372602120447,Effective,All subsidies
2031,catches_fleet,affected_managed,atlantic,16534620.572586076,17637471.436573662,0.06669949631720491,Effective,All subsidies
2032,catches_fleet,affected_managed,atlantic,16539828.946491335,17658846.27890312,0.06765591929831696,Effective,All subsidies
2033,catches_fleet,affected_managed,atlantic,16542541.383711819,17671493.655091424,0.06824539502081574,Effective,All subsidies
2034,catches_fleet,affected_managed,atlantic,16543675.86613874,17678328.466508962,0.06858527751336126,Effective,All subsidies
2035,catches_fleet,affected_managed,atlantic,16543844.211241538,17681371.44751989,0.0687583382528109,Effective,All subsidies
2036,catches_fleet,affected_managed,atlantic,16543441.537540935,17681991.065050457,0.06882180620796989,Effective,All subsidies
2037,catches_fleet,affected_managed,atlantic,16542715.22808429,17681095.01490917,0.06881456708462659,Effective,All subsidies
2038,catches_fleet,affected_managed,atlantic,16541815.213148413,17679273.743511364,0.06876261859453195,Effective,All subsidies
2039,catches_fleet,affected_managed,atlantic,16540829.103264155,17676903.975048054,0.0686830668941321,Effective,All subsidies
2040,catches_fleet,affected_managed,atlantic,16539805.879361926,17674221.251385756,0.06858698223534374,Effective,All subsidies
2041,catches_fleet,affected_managed,atlantic,16538771.36459138,17671369.573871765,0.06848139951346184,Effective,All subsidies
2042,catches_fleet,affected_managed,atlantic,16537738.023140026,17668434.689046912,0.0683706964232222,Effective,All subsidies
2043,catches_fleet,affected_managed,atlantic,16536710.973586293,17665465.99467997,0.06825752853131498,Effective,All subsidies
2044,catches_fleet,affected_managed,atlantic,16535691.5537836,17662490.699479602,0.06814345454080362,Effective,All subsidies
2045,catches_fleet,affected_managed,atlantic,16534679.349793421,17659522.8102847,0.0680293482985101,Effective,All subsidies
2046,catches_fleet,affected_managed,atlantic,16533673.291728754,17656568.726674635,0.06791566611562529,Effective,All subsidies
2047,catches_fleet,affected_managed,atlantic,16532672.202789351,17653630.649086073,0.06780261729907137,Effective,All subsidies
2048,catches_fleet,affected_managed,atlantic,16531675.041509556,17650708.602830544,0.06769027085949823,Effective,All subsidies
2049,catches_fleet,affected_managed,atlantic,16530680.981531452,17647801.602653563,0.06757862077008138,Effective,All subsidies
2050,catches_fleet,affected_managed,atlantic,16529689.412456166,17644908.295018714,0.06746762475295875,Effective,All subsidies
2051,catches_fleet,affected_managed,atlantic,16528699.907932796,17642027.290997468,0.06735722647673827,Effective,All subsidies
2052,catches_fleet,affected_managed,atlantic,16527712.184900524,17639157.321605753,0.06724736758912278,Effective,All subsidies
2053,catches_fleet,affected_managed,atlantic,16526726.06518461,17636297.29548486,0.06713799369118152,Effective,All subsidies
2054,catches_fleet,affected_managed,atlantic,16525741.443740137,17633446.306116577,0.06702905682915868,Effective,All subsidies
2055,catches_fleet,affected_managed,atlantic,16524758.264346782,17630603.615561496,0.06692051608407767,Effective,All subsidies
2056,catches_fleet,affected_managed,atlantic,16523776.501993816,17627768.62950326,0.06681233720246903,Effective,All subsidies
2057,catches_fleet,affected_managed,atlantic,16522796.150657525,17624940.8711968,0.06670449181178173,Effective,All subsidies
2058,catches_fleet,affected_managed,atlantic,16521817.21514055,17622119.957825754,0.06659695651861405,Effective,All subsidies
2059,catches_fleet,affected_managed,atlantic,16520839.705823695,17619305.58054429,0.066489712041294,Effective,All subsidies
2060,catches_fleet,affected_managed,atlantic,16519863.635424387,17616497.488340512,0.06638274244374252,Effective,All subsidies
2061,catches_fleet,affected_managed,atlantic,16518889.017089328,17613695.475340597,0.06627603449110026,Effective,All subsidies
2062,catches_fleet,affected_managed,atlantic,16517915.863344532,17610899.370989546,0.0661695771238605,Effective,All subsidies
2063,catches_fleet,affected_managed,atlantic,16516944.185576888,17608109.03253143,0.06606336103668502,Effective,All subsidies
2064,catches_fleet,affected_managed,atlantic,16515973.993831875,17605324.339274567,0.06595737834471797,Effective,All subsidies
2065,catches_fleet,affected_managed,atlantic,16515005.296789728,17602545.18821568,0.06585162232054227,Effective,All subsidies
2066,catches_fleet,affected_managed,atlantic,16514038.10183481,17599771.490685854,0.0657460871869015,Effective,All subsidies
2067,catches_fleet,affected_managed,atlantic,16513072.415167406,17597003.169759728,0.06564076795283243,Effective,All subsidies
2068,catches_fleet,affected_managed,atlantic,16512108.241929188,17594240.158233512,0.06553566028331057,Effective,All subsidies
2069,catches_fleet,affected_managed,atlantic,16511145.58632682,17591482.397028,0.06543076039471331,Effective,All subsidies
2070,catches_fleet,affected_managed,atlantic,16510184.451746527,17588729.8339109,0.06532606497017544,Effective,All subsidies
2071,catches_fleet,affected_managed,atlantic,16509224.840856617,17585982.422461405,0.06522157109036733,Effective,All subsidies
2072,catches_fleet,affected_managed,atlantic,16508266.75569767,17583240.121220767,0.06511727617631823,Effective,All subsidies
2073,catches_fleet,affected_managed,atlantic,16507310.197761085,17580502.892987568,0.0650131779417365,Effective,All subsidies
2074,catches_fleet,affected_managed,atlantic,16506355.168057255,17577770.704227388,0.06490927435291789,Effective,All subsidies
2075,catches_fleet,affected_managed,atlantic,16505401.667174736,17575043.524574086,0.06480556359477212,Effective,All subsidies
2076,catches_fleet,affected_managed,atlantic,16504449.695331631,17572321.32640569,0.0647020440418629,Effective,All subsidies
2077,catches_fleet,affected_managed,atlantic,16503499.252420368,17569604.084481653,0.06459871423358489,Effective,All subsidies
2078,catches_fleet,affected_managed,atlantic,16502550.338046832,17566891.77563133,0.06449557285280001,Effective,All subsidies
2079,catches_fleet,affected_managed,atlantic,16501602.951564565,17564184.37848539,0.0643926187073891,Effective,All subsidies
2080,catches_fleet,affected_managed,atlantic,16500657.092104878,17561481.87324377,0.06428985071427668,Effective,All subsidies
2081,catches_fleet,affected_managed,atlantic,16499712.75860326,17558784.24147473,0.06418726788557269,Effective,All subsidies
2082,catches_fleet,affected_managed,atlantic,16498769.949822705,17556091.46594054,0.06408486931652717,Effective,All subsidies
2083,catches_fleet,affected_managed,atlantic,16497828.664374223,17553403.53044612,0.06398265417505083,Effective,All subsidies
2084,catches_fleet,affected_managed,atlantic,16496888.900735013,17550720.419707462,0.06388062169258446,Effective,All subsidies
2085,catches_fleet,affected_managed,atlantic,16495950.657264464,17548042.119237207,0.0637787711561458,Effective,All subsidies
2086,catches_fleet,affected_managed,atlantic,16495013.932218319,17545368.615245014,0.06367710190138891,Effective,All subsidies
2087,catches_fleet,affected_managed,atlantic,16494078.723761197,17542699.89455083,0.06357561330654984,Effective,All subsidies
2088,catches_fleet,affected_managed,atlantic,16493145.029977655,17540035.94450929,0.06347430478716001,Effective,All subsidies
2089,catches_fleet,affected_managed,atlantic,16492212.848881966,17537376.752943907,0.06337317579143388,Effective,All subsidies
2090,catches_fleet,affected_managed,atlantic,16491282.178426782,17534722.308089647,0.06327222579623623,Effective,All subsidies
2091,catches_fleet,affected_managed,atlantic,16490353.016510775,17532072.59854284,0.06317145430355883,Effective,All subsidies
2092,catches_fleet,affected_managed,atlantic,16489425.360985413,17529427.613217592,0.06307086083744692,Effective,All subsidies
2093,catches_fleet,affected_managed,atlantic,16488499.209660923,17526787.341307648,0.06297044494130623,Effective,All subsidies
2094,catches_fleet,affected_managed,atlantic,16487574.560311606,17524151.77225322,0.0628702061755542,Effective,All subsidies
2095,catches_fleet,affected_managed,atlantic,16486651.410680491,17521520.89571195,0.0627701441155627,Effective,All subsidies
2096,catches_fleet,affected_managed,atlantic,16485729.758483473,17518894.701533664,0.06267025834986342,Effective,All subsidies
2097,catches_fleet,affected_managed,atlantic,16484809.601412978,17516273.17973825,0.06257054847857392,Effective,All subsidies
2098,catches_fleet,affected_managed,atlantic,16483890.937141173,17513656.320496418,0.06247101411202608,Effective,All subsidies
2099,catches_fleet,affected_managed,atlantic,16482973.763322849,17511044.11411284,0.062371654869560304,Effective,All subsidies
2100,catches_fleet,affected_managed,atlantic,16482058.077597922,17508436.551011484,0.0622724703784775,Effective,All subsidies
2019,catches_fleet,affected_oa,atlantic,10358001.056988906,10358001.056988906,0,Effective,All subsidies
2020,catches_fleet,affected_oa,atlantic,10077725.28714754,9207133.749878597,-0.08638770282607708,Effective,All subsidies
2021,catches_fleet,affected_oa,atlantic,9909701.028310196,8536342.67798298,-0.13858726377352693,Effective,All subsidies
2022,catches_fleet,affected_oa,atlantic,9830658.045864671,8199653.579969645,-0.1659099989324844,Effective,All subsidies
2023,catches_fleet,affected_oa,atlantic,9805768.285874624,8050950.23817029,-0.17895773146426258,Effective,All subsidies
2024,catches_fleet,affected_oa,atlantic,9808933.515223738,7999051.817391799,-0.18451360640001813,Effective,All subsidies
2025,catches_fleet,affected_oa,atlantic,9824046.698188176,7993312.561524692,-0.1863523447014072,Effective,All subsidies
2026,catches_fleet,affected_oa,atlantic,9842282.3386781,8006986.566117606,-0.18647054711569966,Effective,All subsidies
2027,catches_fleet,affected_oa,atlantic,9859380.008746715,8026613.208943892,-0.18589067448225854,Effective,All subsidies
2028,catches_fleet,affected_oa,atlantic,9873685.533829208,8045928.519741064,-0.1851139584936026,Effective,All subsidies
2029,catches_fleet,affected_oa,atlantic,9884901.080459587,8062449.265027976,-0.18436722842216635,Effective,All subsidies
2030,catches_fleet,affected_oa,atlantic,9893347.275332766,8075576.07691783,-0.183736722044238,Effective,All subsidies
2031,catches_fleet,affected_oa,atlantic,9899558.55815672,8085561.579537581,-0.18324018873796144,Effective,All subsidies
2032,catches_fleet,affected_oa,atlantic,9904081.090772428,8092970.477435567,-0.18286508326595396,Effective,All subsidies
2033,catches_fleet,affected_oa,atlantic,9907386.285900194,8098415.120964531,-0.18258813300841217,Effective,All subsidies
2034,catches_fleet,affected_oa,atlantic,9909845.678114502,8102440.566529577,-0.18238478885463444,Effective,All subsidies
2035,catches_fleet,affected_oa,atlantic,9911735.126202883,8105486.847806671,-0.18223330783135785,Effective,All subsidies
2036,catches_fleet,affected_oa,atlantic,9913250.594703337,8107888.114192397,-0.18211609433897974,Effective,All subsidies
2037,catches_fleet,affected_oa,atlantic,9914526.40983522,8109887.000608547,-0.1820197288936029,Effective,All subsidies
2038,catches_fleet,affected_oa,atlantic,9915651.849674111,8111653.26633724,-0.18193444169746253,Effective,All subsidies
2039,catches_fleet,affected_oa,atlantic,9916684.603661567,8113301.625886958,-0.18185341672646727,Effective,All subsidies
