Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name
2047,biomass,Total,atlantic,117394142.44545606,127407778.42158478,0.08529928127190235,Absolute,All subsidies
2048,biomass,Total,atlantic,117396490.60967787,127415778.8489434,0.08534572189706978,Absolute,All subsidies
2049,biomass,Total,atlantic,117398839.48692776,127423834.76802376,0.08539262674919601,Absolute,All subsidies
2050,biomass,Total,atlantic,117401186.2452946,127431934.71805957,0.0854399243616416,Absolute,All subsidies
2051,biomass,Total,atlantic,117403529.08460319,127440068.15508384,0.08548754154781946,Absolute,All subsidies
2052,biomass,Total,atlantic,117405866.93744504,127448225.94652225,0.08553541037627932,Absolute,All subsidies
2053,biomass,Total,atlantic,117408199.23283723,127456400.45470378,0.08558347106524929,Absolute,All subsidies
2054,biomass,Total,atlantic,117410525.72121163,127464585.42421164,0.08563167263958193,Absolute,All subsidies
2055,biomass,Total,atlantic,117412846.35106876,127472775.79228489,0.08567997245494385,Absolute,All subsidies
2056,biomass,Total,atlantic,117415161.1856121,127480967.4846895,0.08572833522891639,Absolute,All subsidies
2057,biomass,Total,atlantic,117417470.34857914,127489157.22678676,0.08577673193186366,Absolute,All subsidies
2058,biomass,Total,atlantic,117419773.99045785,127497342.38145185,0.08582513871822776,Absolute,All subsidies
2059,biomass,Total,atlantic,117422072.26839896,127505520.81606773,0.08587353597899723,Absolute,All subsidies
2060,biomass,Total,atlantic,117424365.33500457,127513690.79635793,0.08592190754081686,Absolute,All subsidies
2061,biomass,Total,atlantic,117426653.33266142,127521850.90308915,0.08597024000870356,Absolute,All subsidies
2062,biomass,Total,atlantic,117428936.391198,127529999.96736278,0.08601852223641461,Absolute,All subsidies
2063,biomass,Total,atlantic,117431214.62743458,127538137.02056637,0.0860667449042172,Absolute,All subsidies
2064,biomass,Total,atlantic,117433488.14573516,127546261.25566195,0.08611490018398177,Absolute,All subsidies
2065,biomass,Total,atlantic,117435757.03902803,127554371.99713273,0.08616298147370846,Absolute,All subsidies
2066,biomass,Total,atlantic,117438021.3899894,127562468.67749973,0.08621098318651803,Absolute,All subsidies
2067,biomass,Total,atlantic,117440281.27222627,127570550.81881204,0.08625890058202287,Absolute,All subsidies
2068,biomass,Total,atlantic,117442536.75137837,127578618.01790968,0.0863067296305854,Absolute,All subsidies
2069,biomass,Total,atlantic,117444787.88610765,127586669.93456253,0.08635446690312042,Absolute,All subsidies
2070,biomass,Total,atlantic,117447034.728969,127594706.28182037,0.08640210948083134,Absolute,All subsidies
2071,biomass,Total,atlantic,117449277.32716843,127602726.81807911,0.08644965488060928,Absolute,All subsidies
2072,biomass,Total,atlantic,117451515.72322088,127610731.3404958,0.08649710099285139,Absolute,All subsidies
2073,biomass,Total,atlantic,117453749.95552057,127618719.67947629,0.0865444460292257,Absolute,All subsidies
2074,biomass,Total,atlantic,117455980.0588361,127626691.6940269,0.08659168847849281,Absolute,All subsidies
2075,biomass,Total,atlantic,117458206.06474157,127634647.2678105,0.0866388270689218,Absolute,All subsidies
2076,biomass,Total,atlantic,117460428.00199297,127642586.3057833,0.08668586073615847,Absolute,All subsidies
2077,biomass,Total,atlantic,117462645.89685771,127650508.73131463,0.08673278859564205,Absolute,All subsidies
2078,biomass,Total,atlantic,117464859.77340376,127658414.48371261,0.08677960991885389,Absolute,All subsidies
2079,biomass,Total,atlantic,117467069.65375423,127666303.51609235,0.08682632411280335,Absolute,All subsidies
2080,biomass,Total,atlantic,117469275.55831136,127674175.79353595,0.08687293070228318,Absolute,All subsidies
2081,biomass,Total,atlantic,117471477.5059543,127682031.29150125,0.08691942931448542,Absolute,All subsidies
2082,biomass,Total,atlantic,117473675.5142137,127689869.99444413,0.08696581966565207,Absolute,All subsidies
2083,biomass,Total,atlantic,117475869.59942587,127697691.89462444,0.08701210154947882,Absolute,All subsidies
2084,biomass,Total,atlantic,117478059.77686922,127705496.99107012,0.08705827482702966,Absolute,All subsidies
2085,biomass,Total,atlantic,117480246.06088479,127713285.28867799,0.08710433941796371,Absolute,All subsidies
2086,biomass,Total,atlantic,117482428.46498276,127721056.79743284,0.08715029529289854,Absolute,All subsidies
2087,biomass,Total,atlantic,117484607.00193688,127728811.5317288,0.08719614246675765,Absolute,All subsidies
2088,biomass,Total,atlantic,117486781.68386778,127736549.50977945,0.08724188099297536,Absolute,All subsidies
2089,biomass,Total,atlantic,117488952.52231671,127744270.75310498,0.08728751095844782,Absolute,All subsidies
2090,biomass,Total,atlantic,117491119.52831085,127751975.28608602,0.08733303247912877,Absolute,All subsidies
2091,biomass,Total,atlantic,117493282.71242103,127759663.1355756,0.08737844569619167,Absolute,All subsidies
2092,biomass,Total,atlantic,117495442.08481273,127767334.33056153,0.08742375077268237,Absolute,All subsidies
2093,biomass,Total,atlantic,117497597.65529123,127774988.90187258,0.08746894789059993,Absolute,All subsidies
2094,biomass,Total,atlantic,117499749.43334155,127782626.88192269,0.08751403724834915,Absolute,All subsidies
2095,biomass,Total,atlantic,117501897.42816377,127790248.30448854,0.08755901905851932,Absolute,All subsidies
2096,biomass,Total,atlantic,117504041.64870434,127797853.20451567,0.08760389354594456,Absolute,All subsidies
2097,biomass,Total,atlantic,117506182.1036836,127805441.61794996,0.08764866094601412,Absolute,All subsidies
2098,biomass,Total,atlantic,117508318.80162024,127813013.58159073,0.08769332150319555,Absolute,All subsidies
2099,biomass,Total,atlantic,117510451.750853,127820569.13296296,0.08773787546974615,Absolute,All subsidies
2100,biomass,Total,atlantic,117512580.95955963,127828108.31020612,0.08778232310459108,Absolute,All subsidies
2019,price,Total,atlantic,1282.9673631675284,1282.9673631675284,0,Absolute,All subsidies
2020,price,Total,atlantic,1291.7465158494424,1338.6806416430754,0.03633385127636247,Absolute,All subsidies
2021,price,Total,atlantic,1295.7653300132718,1371.097257385656,0.05813701418574964,Absolute,All subsidies
2022,price,Total,atlantic,1294.741573769038,1377.039648920931,0.06356332168458952,Absolute,All subsidies
2023,price,Total,atlantic,1290.9840132426025,1368.5064247172857,0.06004908711453975,Absolute,All subsidies
2024,price,Total,atlantic,1286.4141690480585,1355.0206153781212,0.053331538147493494,Absolute,All subsidies
2025,price,Total,atlantic,1282.1182980513797,1341.5579029417622,0.04636046843783561,Absolute,All subsidies
2026,price,Total,atlantic,1278.5539556193241,1330.110221823661,0.04032388776222068,Absolute,All subsidies
2027,price,Total,atlantic,1275.8154655671015,1321.1491501275482,0.03553310473493582,Absolute,All subsidies
2028,price,Total,atlantic,1273.823166398829,1314.4865249408256,0.031922294722394,Absolute,All subsidies
2029,price,Total,atlantic,1272.4345962029354,1309.7094928765532,0.029294155302637664,Absolute,All subsidies
2030,price,Total,atlantic,1271.5017154569825,1306.3799146573388,0.027430713444079675,Absolute,All subsidies
2031,price,Total,atlantic,1270.8959210826536,1304.114245944816,0.02613772246106856,Absolute,All subsidies
2032,price,Total,atlantic,1270.515650919421,1302.6062726729772,0.025257950762222817,Absolute,All subsidies
2033,price,Total,atlantic,1270.2855562583777,1301.6246592357413,0.024670911845737144,Absolute,All subsidies
2034,price,Total,atlantic,1270.1522818002916,1301.0011264044376,0.024287516580627198,Absolute,All subsidies
2035,price,Total,atlantic,1270.0794619825936,1300.6166920904036,0.02404355870784765,Absolute,All subsidies
2036,price,Total,atlantic,1270.0431346741818,1300.389136129007,0.023893677802219074,Absolute,All subsidies
2037,price,Total,atlantic,1270.0280080139642,1300.2627473926746,0.023806356385786074,Absolute,All subsidies
2038,price,Total,atlantic,1270.0246337971814,1300.2004417548337,0.023760017841095882,Absolute,All subsidies
2039,price,Total,atlantic,1270.027374646849,1300.1779472724234,0.023740096652608123,Absolute,All subsidies
2040,price,Total,atlantic,1270.0330003968843,1300.1796420348574,0.02373689630785362,Absolute,All subsidies
2041,price,Total,atlantic,1270.039752276878,1300.1956452010156,0.02374405436528679,Absolute,All subsidies
2042,price,Total,atlantic,1270.0467388416253,1300.2198242653874,0.02375746065163096,Absolute,All subsidies
2043,price,Total,atlantic,1270.053558290813,1300.2484540353892,0.023774505844628466,Absolute,All subsidies
2044,price,Total,atlantic,1270.0600701447,1300.2793289897868,0.023793566584330097,Absolute,All subsidies
2045,price,Total,atlantic,1270.0662623589637,1300.3111851038848,0.02381365731953661,Absolute,All subsidies
2046,price,Total,atlantic,1270.072177494953,1300.3433293224243,0.02383419805886715,Absolute,All subsidies
2047,price,Total,atlantic,1270.077874187435,1300.3754061316577,0.023854861626974,Absolute,All subsidies
2048,price,Total,atlantic,1270.0834088805843,1300.4072532298628,0.023875474742249464,Absolute,All subsidies
2049,price,Total,atlantic,1270.0888286301079,1300.4388141749494,0.023895955039283656,Absolute,All subsidies
2050,price,Total,atlantic,1270.0941695361985,1300.470086851435,0.023916271756706846,Absolute,All subsidies
2051,price,Total,atlantic,1270.0994577309611,1300.5010940370655,0.023936421766856775,Absolute,All subsidies
2052,price,Total,atlantic,1270.1047112727322,1300.5318673143247,0.02395641538176992,Absolute,All subsidies
2053,price,Total,atlantic,1270.109942133204,1300.5624388349752,0.023976268267473722,Absolute,All subsidies
2054,price,Total,atlantic,1270.1151579277064,1300.5928375570047,0.02399599708661464,Absolute,All subsidies
2055,price,Total,atlantic,1270.120363282438,1300.6230879176796,0.024015617351738204,Absolute,All subsidies
2056,price,Total,atlantic,1270.1255608486185,1300.6532097478039,0.02403514254038686,Absolute,All subsidies
2057,price,Total,atlantic,1270.130752020015,1300.6832187490095,0.024054583892566817,Absolute,All subsidies
2058,price,Total,atlantic,1270.135937421114,1300.7131271662893,0.02407395054678889,Absolute,All subsidies
2059,price,Total,atlantic,1270.1411172277217,1300.742944469577,0.02409324981829459,Absolute,All subsidies
2060,price,Total,atlantic,1270.1462913703633,1300.7726779608267,0.0241124875130884,Absolute,All subsidies
2061,price,Total,atlantic,1270.1514596586746,1300.8023332784246,0.024131668224816844,Absolute,All subsidies
2062,price,Total,atlantic,1270.1566218543082,1300.8319147986022,0.024150795592051393,Absolute,All subsidies
2063,price,Total,atlantic,1270.1617777113736,1300.861425945815,0.02416987251006497,Absolute,All subsidies
2064,price,Total,atlantic,1270.1669269971271,1300.8908694280517,0.02418890129942273,Absolute,All subsidies
2065,price,Total,atlantic,1270.172069501113,1300.9202474128585,0.024207883837205336,Absolute,All subsidies
2066,price,Total,atlantic,1270.1772050378954,1300.9495616579438,0.024226821657636604,Absolute,All subsidies
2067,price,Total,atlantic,1270.1823334464802,1300.9788136076825,0.02424571602853257,Absolute,All subsidies
2068,price,Total,atlantic,1270.1874545882226,1301.0080044644012,0.024264568009113408,Absolute,All subsidies
2069,price,Total,atlantic,1270.1925683442241,1301.0371352412205,0.024283378493706858,Absolute,All subsidies
2070,price,Total,atlantic,1270.1976746127182,1301.0662068014608,0.024302148244881965,Absolute,All subsidies
2071,price,Total,atlantic,1270.202773306674,1301.0952198883117,0.0243208779187408,Absolute,All subsidies
2072,price,Total,atlantic,1270.2078643517164,1301.124175147424,0.024339568084383263,Absolute,All subsidies
2073,price,Total,atlantic,1270.2129476843465,1301.153073144342,0.02435821923906589,Absolute,All subsidies
2074,price,Total,atlantic,1270.2180232504459,1301.181914378144,0.024376831820148947,Absolute,All subsidies
2075,price,Total,atlantic,1270.2230910040194,1301.2106992922743,0.024395406214637046,Absolute,All subsidies
2076,price,Total,atlantic,1270.228150906134,1301.2394282832531,0.024413942766893317,Absolute,All subsidies
2077,price,Total,atlantic,1270.2332029240226,1301.2681017077816,0.02443244178495569,Absolute,All subsidies
2078,price,Total,atlantic,1270.2382470303176,1301.2967198885965,0.024450903545764242,Absolute,All subsidies
2079,price,Total,atlantic,1270.2432832023926,1301.3252831193422,0.024469328299527946,Absolute,All subsidies
2080,price,Total,atlantic,1270.2483114217926,1301.3537916686635,0.02448771627340678,Absolute,All subsidies
2081,price,Total,atlantic,1270.2533316737379,1301.3822457836588,0.024506067674630098,Absolute,All subsidies
2082,price,Total,atlantic,1270.2583439466919,1301.4106456928184,0.02452438269315861,Absolute,All subsidies
2083,price,Total,atlantic,1270.2633482319782,1301.438991608531,0.024542661503966764,Absolute,All subsidies
2084,price,Total,atlantic,1270.2683445234486,1301.4672837292303,0.024560904269000133,Absolute,All subsidies
2085,price,Total,atlantic,1270.2733328171864,1301.4955222412366,0.024579111138865066,Absolute,All subsidies
2086,price,Total,atlantic,1270.2783131112456,1301.5237073203473,0.024597282254290833,Absolute,All subsidies
2087,price,Total,atlantic,1270.2832854054209,1301.551839133203,0.024615417747390487,Absolute,All subsidies
2088,price,Total,atlantic,1270.2882497010453,1301.5799178384705,0.02463351774275601,Absolute,All subsidies
2089,price,Total,atlantic,1270.293206000808,1301.6079435878657,0.02465158235841019,Absolute,All subsidies
2090,price,Total,atlantic,1270.2981543085964,1301.6359165270376,0.024669611706629492,Absolute,All subsidies
2091,price,Total,atlantic,1270.3030946293547,1301.663836796335,0.02468760589466303,Absolute,All subsidies
2092,price,Total,atlantic,1270.3080269689603,1301.6917045314715,0.024705565025354273,Absolute,All subsidies
2093,price,Total,atlantic,1270.3129513341114,1301.7195198641027,0.024723489197687413,Absolute,All subsidies
2094,price,Total,atlantic,1270.317867732232,1301.7472829223257,0.02474137850725621,Absolute,All subsidies
2095,price,Total,atlantic,1270.322776171383,1301.7749938311138,0.024759233046678316,Absolute,All subsidies
2096,price,Total,atlantic,1270.3276766601894,1301.8026527126938,0.02477705290595186,Absolute,All subsidies
2097,price,Total,atlantic,1270.3325692077688,1301.830259686877,0.024794838172772,Absolute,All subsidies
2098,price,Total,atlantic,1270.337453823674,1301.8578148713395,0.024812588932799175,Absolute,All subsidies
2099,price,Total,atlantic,1270.342330517841,1301.8853183818755,0.024830305269900287,Absolute,All subsidies
2100,price,Total,atlantic,1270.347199300541,1301.9127703326096,0.024847987266354267,Absolute,All subsidies
2019,catches_fleet,affected_managed,atlantic,15781560.779862698,15781560.779862698,0,Absolute,All subsidies
2020,catches_fleet,affected_managed,atlantic,15860689.535023311,15853149.005865136,-4.754225307496323e-4,Absolute,All subsidies
2021,catches_fleet,affected_managed,atlantic,15936883.843617579,15923140.04602345,-8.62389268127364e-4,Absolute,All subsidies
2022,catches_fleet,affected_managed,atlantic,16039048.103215706,16168020.90672648,0.008041175678306986,Absolute,All subsidies
2023,catches_fleet,affected_managed,atlantic,16149904.105698584,16497795.852178521,0.021541412518801414,Absolute,All subsidies
2024,catches_fleet,affected_managed,atlantic,16252263.430712098,16827386.250890747,0.03538724452938856,Absolute,All subsidies
2025,catches_fleet,affected_managed,atlantic,16337284.06221348,17112799.646360956,0.04746906408643321,Absolute,All subsidies
2026,catches_fleet,affected_managed,atlantic,16402858.751683412,17339851.222885944,0.05712372979535467,Absolute,All subsidies
2027,catches_fleet,affected_managed,atlantic,16450658.680288175,17510348.493346702,0.06441625430647888,Absolute,All subsidies
2028,catches_fleet,affected_managed,atlantic,16483904.724088399,17632902.55883821,0.06970422687961482,Absolute,All subsidies
2029,catches_fleet,affected_managed,atlantic,16506059.088992868,17717832.413857695,0.07341384871649363,Absolute,All subsidies
2030,catches_fleet,affected_managed,atlantic,16520193.624491913,17774719.568726458,0.07593893708210868,Absolute,All subsidies
2031,catches_fleet,affected_managed,atlantic,16528768.445825275,17811479.383058134,0.07760474964829203,Absolute,All subsidies
2032,catches_fleet,affected_managed,atlantic,16533626.060435615,17834213.804450706,0.07866318853837821,Absolute,All subsidies
2033,catches_fleet,affected_managed,atlantic,16536079.676712468,17847412.1032632,0.0793012885876126,Absolute,All subsidies
2034,catches_fleet,affected_managed,atlantic,16537028.433824368,17854265.410656575,0.07965378919818317,Absolute,All subsidies
2035,catches_fleet,affected_managed,atlantic,16537066.769554801,17856981.48346206,0.07981552788655726,Absolute,All subsidies
2036,catches_fleet,affected_managed,atlantic,16536575.020998614,17857053.538412046,0.07985199569660892,Absolute,All subsidies
2037,catches_fleet,affected_managed,atlantic,16535788.713125153,17855471.45083632,0.079807668119494,Absolute,All subsidies
2038,catches_fleet,affected_managed,atlantic,16534848.692837348,17852879.185388554,0.07971228022922018,Absolute,All subsidies
2039,catches_fleet,affected_managed,atlantic,16533835.880060364,17849687.91445791,0.07958540558543044,Absolute,All subsidies
2040,catches_fleet,affected_managed,atlantic,16532794.498162588,17846155.065735776,0.0794397201101817,Absolute,All subsidies
2041,catches_fleet,affected_managed,atlantic,16531747.098517083,17842438.32794059,0.07928328576603247,Absolute,All subsidies
2042,catches_fleet,affected_managed,atlantic,16530703.969412021,17838631.836160004,0.0791211232847759,Absolute,All subsidies
2043,catches_fleet,affected_managed,atlantic,16529668.832873916,17834789.989334848,0.07895627974502002,Absolute,All subsidies
2044,catches_fleet,affected_managed,atlantic,16528642.165824201,17830942.86037503,0.07879054319680057,Absolute,All subsidies
2045,catches_fleet,affected_managed,atlantic,16527623.049240297,17827105.99463099,0.07862491427346678,Absolute,All subsidies
2046,catches_fleet,affected_managed,atlantic,16526610.136288503,17823286.525911663,0.07845991276674258,Absolute,All subsidies
2047,catches_fleet,affected_managed,atlantic,16525602.113746023,17819486.915873386,0.07829577362576748,Absolute,All subsidies
2048,catches_fleet,affected_managed,atlantic,16524597.88617705,17815707.185475625,0.07813256989318922,Absolute,All subsidies
2049,catches_fleet,affected_managed,atlantic,16523596.618576907,17811946.20699949,0.0779702880772419,Absolute,All subsidies
2050,catches_fleet,affected_managed,atlantic,16522597.714422433,17808202.42266474,0.07780887306359298,Absolute,All subsidies
2051,catches_fleet,affected_managed,atlantic,16521600.770425633,17804474.22159018,0.07764825388233236,Absolute,All subsidies
2052,catches_fleet,affected_managed,atlantic,16520605.528469114,17800760.119178597,0.07748835770598471,Absolute,All subsidies
2053,catches_fleet,affected_managed,atlantic,16519611.833580784,17797058.826691926,0.0773291168085662,Absolute,All subsidies
2054,catches_fleet,affected_managed,atlantic,16518619.600700054,17793369.2632046,0.07717047146303453,Absolute,All subsidies
2055,catches_fleet,affected_managed,atlantic,16517628.7900615,17789690.540051404,0.07701237061068304,Absolute,All subsidies
2056,catches_fleet,affected_managed,atlantic,16516639.389841165,17786021.934471596,0.07685477140169238,Absolute,All subsidies
2057,catches_fleet,affected_managed,atlantic,16515651.404424513,17782362.861193597,0.07669763824330507,Absolute,All subsidies
2058,catches_fleet,affected_managed,atlantic,16514664.846780583,17778712.84612524,0.07654094170679311,Absolute,All subsidies
2059,catches_fleet,affected_managed,atlantic,16513679.733703604,17775071.503783174,0.0763846574731089,Absolute,All subsidies
2060,catches_fleet,affected_managed,atlantic,16512696.082981411,17771438.518775012,0.07622876539772976,Absolute,All subsidies
2061,catches_fleet,affected_managed,atlantic,16511713.911812978,17767813.631023202,0.07607324872020539,Absolute,All subsidies
2062,catches_fleet,affected_managed,atlantic,16510733.236006314,17764196.624176983,0.0759180934155691,Absolute,All subsidies
2063,catches_fleet,affected_managed,atlantic,16509754.069644531,17760587.316615127,0.07576328767188761,Absolute,All subsidies
2064,catches_fleet,affected_managed,atlantic,16508776.425018603,17756985.55449117,0.07560882147394883,Absolute,All subsidies
2065,catches_fleet,affected_managed,atlantic,16507800.312701521,17753391.206357595,0.07545468627323314,Absolute,All subsidies
2066,catches_fleet,affected_managed,atlantic,16506825.741688784,17749804.1589953,0.07530087472646631,Absolute,All subsidies
2067,catches_fleet,affected_managed,atlantic,16505852.719562165,17746224.314157203,0.07514738048795212,Absolute,All subsidies
2068,catches_fleet,affected_managed,atlantic,16504881.252653727,17742651.586003464,0.07499419804372856,Absolute,All subsidies
2069,catches_fleet,affected_managed,atlantic,16503911.346198678,17739085.89906095,0.07484132257816373,Absolute,All subsidies
2070,catches_fleet,affected_managed,atlantic,16502943.004472697,17735527.186582178,0.07468874986573125,Absolute,All subsidies
2071,catches_fleet,affected_managed,atlantic,16501976.230912764,17731975.389211036,0.07453647618241893,Absolute,All subsidies
2072,catches_fleet,affected_managed,atlantic,16501011.028222324,17728430.453886583,0.07438449823256016,Absolute,All subsidies
2073,catches_fleet,affected_managed,atlantic,16500047.398462517,17724892.332933675,0.07423281308787573,Absolute,All subsidies
2074,catches_fleet,affected_managed,atlantic,16499085.34313126,17721360.983302217,0.07408141813629711,Absolute,All subsidies
2075,catches_fleet,affected_managed,atlantic,16498124.863231855,17717836.365925893,0.07393031103869986,Absolute,All subsidies
2076,catches_fleet,affected_managed,atlantic,16497165.95933272,17714318.445178397,0.0737794896921137,Absolute,All subsidies
2077,catches_fleet,affected_managed,atlantic,16496208.631619532,17710807.188409843,0.07362895219827652,Absolute,All subsidies
2078,catches_fleet,affected_managed,atlantic,16495252.879940823,17707302.565549947,0.07347869683665455,Absolute,All subsidies
2079,catches_fleet,affected_managed,atlantic,16494298.703848058,17703804.54876724,0.07332872204121096,Absolute,All subsidies
2080,catches_fleet,affected_managed,atlantic,16493346.10263083,17700313.112175494,0.07317902638035004,Absolute,All subsidies
2081,catches_fleet,affected_managed,atlantic,16492395.07534787,17696828.231580496,0.07302960853957231,Absolute,All subsidies
2082,catches_fleet,affected_managed,atlantic,16491445.620854417,17693349.88426102,0.07288046730643935,Absolute,All subsidies
2083,catches_fleet,affected_managed,atlantic,16490497.737826357,17689878.048779294,0.07273160155753006,Absolute,All subsidies
2084,catches_fleet,affected_managed,atlantic,16489551.424781553,17686412.704816725,0.0725830102471103,Absolute,All subsidies
2085,catches_fleet,affected_managed,atlantic,16488606.680098714,17682953.833031468,0.07243469239728408,Absolute,All subsidies
2086,catches_fleet,affected_managed,atlantic,16487663.502034044,17679501.41493473,0.07228664708942235,Absolute,All subsidies
2087,catches_fleet,affected_managed,atlantic,16486721.888735987,17676055.43278343,0.07213887345670666,Absolute,All subsidies
2088,catches_fleet,affected_managed,atlantic,16485781.838258252,17672615.86948689,0.07199137067763296,Absolute,All subsidies
2089,catches_fleet,affected_managed,atlantic,16484843.34857134,17669182.70852575,0.07184413797035274,Absolute,All subsidies
2090,catches_fleet,affected_managed,atlantic,16483906.417572727,17665755.93388146,0.07169717458774331,Absolute,All subsidies
2091,catches_fleet,affected_managed,atlantic,16482971.043095883,17662335.529974964,0.07155047981310829,Absolute,All subsidies
2092,catches_fleet,affected_managed,atlantic,16482037.222918237,17658921.481613345,0.07140405295643028,Absolute,All subsidies
2093,catches_fleet,affected_managed,atlantic,16481104.954768218,17655513.773943402,0.07125789335110147,Absolute,All subsidies
2094,catches_fleet,affected_managed,atlantic,16480174.23633148,17652112.39241126,0.07111200035107505,Absolute,All subsidies
2095,catches_fleet,affected_managed,atlantic,16479245.065256417,17648717.3227272,0.07096637332837588,Absolute,All subsidies
2096,catches_fleet,affected_managed,atlantic,16478317.439159026,17645328.55083503,0.0708210116709319,Absolute,All subsidies
2097,catches_fleet,affected_managed,atlantic,16477391.355627228,17641946.06288542,0.07067591478067804,Absolute,All subsidies
2098,catches_fleet,affected_managed,atlantic,16476466.812224647,17638569.84521271,0.07053108207190661,Absolute,All subsidies
2099,catches_fleet,affected_managed,atlantic,16475543.806493983,17635199.884314634,0.07038651296982151,Absolute,All subsidies
2100,catches_fleet,affected_managed,atlantic,16474622.335959995,17631836.166834757,0.07024220690928083,Absolute,All subsidies
2019,catches_fleet,affected_oa,atlantic,10358001.056988906,10358001.056988906,0,Absolute,All subsidies
2020,catches_fleet,affected_oa,atlantic,10077725.28714754,9033929.552212121,-0.10357453742727113,Absolute,All subsidies
2021,catches_fleet,affected_oa,atlantic,9911341.215848377,8283110.305487056,-0.1642795737632114,Absolute,All subsidies
2022,catches_fleet,affected_oa,atlantic,9834453.178780552,7912593.055248055,-0.19542114732715654,Absolute,All subsidies
2023,catches_fleet,affected_oa,atlantic,9811592.430661127,7749828.016504569,-0.2101355543177237,Absolute,All subsidies
2024,catches_fleet,affected_oa,atlantic,9816391.91527879,7692097.375947074,-0.21640278400308607,Absolute,All subsidies
2025,catches_fleet,affected_oa,atlantic,9832688.951747475,7683992.084776112,-0.21852586586596892,Absolute,All subsidies
2026,catches_fleet,affected_oa,atlantic,9851706.447366862,7696785.3326092195,-0.21873582269938666,Absolute,All subsidies
2027,catches_fleet,affected_oa,atlantic,9869271.44163374,7716174.43990395,-0.2181616965814622,Absolute,All subsidies
2028,catches_fleet,affected_oa,atlantic,9883820.945871333,7735532.603096384,-0.2173540328725129,Absolute,All subsidies
2029,catches_fleet,affected_oa,atlantic,9895135.366110966,7752220.751138354,-0.21656243554905816,Absolute,All subsidies
2030,catches_fleet,affected_oa,atlantic,9903595.071578424,7765574.012632747,-0.21588332756873527,Absolute,All subsidies
2031,catches_fleet,affected_oa,atlantic,9909776.176598374,7775818.646671566,-0.21533862035815515,Absolute,All subsidies
2032,catches_fleet,affected_oa,atlantic,9914251.54529657,7783509.586166002,-0.2149170766341324,Absolute,All subsidies
2033,catches_fleet,affected_oa,atlantic,9917508.12851123,7789256.189911466,-0.21459543173767448,Absolute,All subsidies
2034,catches_fleet,affected_oa,atlantic,9919925.34987326,7793603.104604055,-0.2143486135504408,Absolute,All subsidies
