Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2060,u_mort_fleet,unaffected_oa,indian,0.0011983644036661213,0.001233508532010578,0.029326745885426313,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,u_mort_fleet,unaffected_oa,indian,0.0011983658415799859,0.0012335233108639136,0.02933784330632654,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,u_mort_fleet,unaffected_oa,indian,0.001198367278619324,0.001233538074404998,0.029348928674183435,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,u_mort_fleet,unaffected_oa,indian,0.001198368714646373,0.0012335528225294655,0.029360002020308997,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,u_mort_fleet,unaffected_oa,indian,0.0011983701495663361,0.0012335675551712634,0.02937106337108319,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,u_mort_fleet,unaffected_oa,indian,0.0011983715833141025,0.0012335822722907856,0.029382112749459403,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,u_mort_fleet,unaffected_oa,indian,0.001198373015845071,0.0012335969738666906,0.029393150176016125,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,u_mort_fleet,unaffected_oa,indian,0.0011983744471288096,0.0012336116598902346,0.029404175669674893,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,u_mort_fleet,unaffected_oa,indian,0.0011983758771446746,0.0012336263303613726,0.02941518924820813,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,u_mort_fleet,unaffected_oa,indian,0.0011983773058787876,0.0012336409852860533,0.029426190928579312,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,u_mort_fleet,unaffected_oa,indian,0.00119837873332194,0.0012336556246743615,0.029437180727192057,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,u_mort_fleet,unaffected_oa,indian,0.0011983801594681507,0.0012336702485392223,0.029448158660047883,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,u_mort_fleet,unaffected_oa,indian,0.0011983815843136705,0.0012336848568955219,0.02945912474286732,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,u_mort_fleet,unaffected_oa,indian,0.001198383007856286,0.0012336994497594833,0.029470078991167183,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,u_mort_fleet,unaffected_oa,indian,0.001198384430094854,0.0012337140271482527,0.02948102142031523,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,u_mort_fleet,unaffected_oa,indian,0.0011983858510289588,0.0012337285890795966,0.0294919520455718,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,u_mort_fleet,unaffected_oa,indian,0.0011983872706586966,0.0012337431355717084,0.029502870882113397,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,u_mort_fleet,unaffected_oa,indian,0.0011983886889845115,0.001233757666643062,0.029513777945051705,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,u_mort_fleet,unaffected_oa,indian,0.0011983901060070889,0.001233772182312317,0.02952467324944598,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,u_mort_fleet,unaffected_oa,indian,0.0011983915217272814,0.0012337866825982559,0.02953555681031373,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,u_mort_fleet,unaffected_oa,indian,0.0011983929361460565,0.001233801167519733,0.02954642864263435,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,u_mort_total,Total,indian,0.3340124742087104,0.3340124742087104,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,u_mort_total,Total,indian,0.33078934671892557,0.3261548134574284,-0.014010527568274908,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,u_mort_total,Total,indian,0.33006843236808076,0.3277400711865487,-0.0070541771135979505,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,u_mort_total,Total,indian,0.3289579492434292,0.3257648849640891,-0.009706603189507373,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,u_mort_total,Total,indian,0.32847458607488855,0.32576267787310226,-0.008256067034568118,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,u_mort_total,Total,indian,0.32802700786276523,0.3251707473024246,-0.00870739448849152,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,u_mort_total,Total,indian,0.3277706719710703,0.3250228439560548,-0.008383385854784547,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,u_mort_total,Total,indian,0.3275727245074434,0.324807807318905,-0.008440620911572745,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,u_mort_total,Total,indian,0.3274457551809753,0.3247087607976356,-0.008358619221760814,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,u_mort_total,Total,indian,0.32735421193202235,0.3246186187078187,-0.008356676421110792,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,u_mort_total,Total,indian,0.32729275266322083,0.3245654823128082,-0.008332816196571778,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,u_mort_total,Total,indian,0.3272495699755038,0.3245243708829661,-0.008327586473961463,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,u_mort_total,Total,indian,0.32722003796553106,0.32449741941033194,-0.008320451804011818,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,u_mort_total,Total,indian,0.32719947506802843,0.3244776780031169,-0.008318464032821734,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,u_mort_total,Total,indian,0.3271852952708364,0.3244640266584863,-0.008317209396887812,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,u_mort_total,Total,indian,0.3271754403687825,0.3244540939426294,-0.008317697755936843,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,u_mort_total,Total,indian,0.3271686074120822,0.3244469403031286,-0.008318851648029776,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,u_mort_total,Total,indian,0.32716384661146175,0.32444161381352243,-0.008320701771098284,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,u_mort_total,Total,indian,0.32716052362724396,0.32443758952263096,-0.008322929901272005,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,u_mort_total,Total,indian,0.32715819114951233,0.32443444740629185,-0.008325464001528626,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,u_mort_total,Total,indian,0.3271565441520295,0.3244319225170159,-0.00832818931400452,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,u_mort_total,Total,indian,0.32715537024423974,0.3244298209683214,-0.008331054672535447,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,u_mort_total,Total,indian,0.3271545234254373,0.3244280136230729,-0.00833401223928315,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,u_mort_total,Total,indian,0.32715390252401283,0.32442640922384003,-0.00833703427998266,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2043,u_mort_total,Total,indian,0.32715343777696176,0.3244249456482596,-0.00834009921229178,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2044,u_mort_total,Total,indian,0.32715308093066836,0.32442357959814744,-0.00834319311545585,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2045,u_mort_total,Total,indian,0.3271527986719585,0.32442228134061973,-0.008346305892607424,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2046,u_mort_total,Total,indian,0.32715256797494785,0.32442103026536684,-0.008349430745688606,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2047,u_mort_total,Total,indian,0.32715237293574473,0.32441981216977844,-0.008352562879019624,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2048,u_mort_total,Total,indian,0.327152202564586,0.3244186172300092,-0.0083556990084367,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2049,u_mort_total,Total,indian,0.3271520492695126,0.324417438666796,-0.008358836843059962,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2050,u_mort_total,Total,indian,0.3271519078049141,0.32441627179477267,-0.008361974803988405,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2051,u_mort_total,Total,indian,0.32715177454674715,0.32441511337861373,-0.008365111795358395,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2052,u_mort_total,Total,indian,0.327151646991084,0.324413961182798,-0.00836824706054619,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2053,u_mort_total,Total,indian,0.32715152340797016,0.32441281366306823,-0.00837138007603483,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2054,u_mort_total,Total,indian,0.32715140260214454,0.32441166975227914,-0.00837451048069398,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2055,u_mort_total,Total,indian,0.3271512837477814,0.32441052871294945,-0.008377638025547075,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2056,u_mort_total,Total,indian,0.32715116627428764,0.3244093900352258,-0.008380762539489514,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2057,u_mort_total,Total,indian,0.3271510497874133,0.3244082533664961,-0.008383883905307607,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2058,u_mort_total,Total,indian,0.3271509340147414,0.3244071184627394,-0.008387002043155855,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2059,u_mort_total,Total,indian,0.32715081876802943,0.3244059851549394,-0.008390116899069372,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2060,u_mort_total,Total,indian,0.3271507039171908,0.3244048533258831,-0.008393228437016464,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,u_mort_total,Total,indian,0.3271505893723187,0.324403722894136,-0.008396336633392449,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,u_mort_total,Total,indian,0.32715047507126593,0.32440259380297654,-0.008399441473196101,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,u_mort_total,Total,indian,0.3271503609710648,0.32440146601275144,-0.008402542947389577,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,u_mort_total,Total,indian,0.3271502470419984,0.324400339495597,-0.008405641051062377,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,u_mort_total,Total,indian,0.32715013326350495,0.3243992142317926,-0.008408735782163444,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,u_mort_total,Total,indian,0.327150019621348,0.3243980902072432,-0.00841182714061869,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,u_mort_total,Total,indian,0.32714990610566086,0.3243969674117389,-0.008414915127723835,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,u_mort_total,Total,indian,0.32714979270959654,0.3243958458377547,-0.008417999745720287,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,u_mort_total,Total,indian,0.32714967942839385,0.32439472547961995,-0.00842108099750377,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,u_mort_total,Total,indian,0.3271495662587331,0.3243936063329465,-0.00842415888641888,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,u_mort_total,Total,indian,0.32714945319829,0.32439248839423146,-0.008427233416121527,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,u_mort_total,Total,indian,0.32714934024542885,0.32439137166058524,-0.00843030459048023,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,u_mort_total,Total,indian,0.3271492273989887,0.3243902561295415,-0.008433372413508472,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,u_mort_total,Total,indian,0.32714911465813773,0.3243891417989281,-0.008436436889318031,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,u_mort_total,Total,indian,0.3271490020222705,0.3243880286667757,-0.008439498022087344,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,u_mort_total,Total,indian,0.3271488894909388,0.3243869167312566,-0.008442555816038333,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,u_mort_total,Total,indian,0.3271487770638027,0.3243858059906412,-0.008445610275421043,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,u_mort_total,Total,indian,0.32714866474059723,0.32438469644326845,-0.008448661404503621,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,u_mort_total,Total,indian,0.32714855252110897,0.3243835880875256,-0.008451709207562413,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,u_mort_total,Total,indian,0.3271484404051608,0.3243824809218334,-0.0084547536888815,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,revenue_fleet,affected_managed,indian,1145679588.7689624,1145679588.7689624,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,revenue_fleet,affected_managed,indian,1148822961.101925,1162802792.9096193,0.012168830429960503,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,revenue_fleet,affected_managed,indian,1146800268.9885242,1154229366.9536061,0.006478109716205754,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,revenue_fleet,affected_managed,indian,1147221007.8463354,1157321166.037634,0.008804021302102368,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,revenue_fleet,affected_managed,indian,1146711420.9541469,1155409866.6051276,0.007585557701817407,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,revenue_fleet,affected_managed,indian,1146695283.7447221,1155781862.1923425,0.007924143908525267,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,revenue_fleet,affected_managed,indian,1146530426.4859016,1155212594.1041217,0.007572557533279603,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,revenue_fleet,affected_managed,indian,1146473921.8442051,1155095100.906297,0.007519734115036734,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,revenue_fleet,affected_managed,indian,1146401751.6981332,1154808455.7274406,0.007333122107371824,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,revenue_fleet,affected_managed,indian,1146357679.8604627,1154615097.254363,0.007203177105164512,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,revenue_fleet,affected_managed,indian,1146316377.7767386,1154394671.9504519,0.007047176791961154,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,revenue_fleet,affected_managed,indian,1146284143.0292654,1154195534.074911,0.006901771339816685,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,revenue_fleet,affected_managed,indian,1146255124.422903,1153993776.8141527,0.006751247803708429,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,revenue_fleet,affected_managed,indian,1146229644.0445163,1153797848.9706204,0.006602695162724426,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,revenue_fleet,affected_managed,indian,1146206054.1085558,1153602711.909699,0.006453165881151977,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,revenue_fleet,affected_managed,indian,1146184015.816795,1153409620.5232818,0.006304052932842186,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,revenue_fleet,affected_managed,indian,1146162952.4617462,1153217379.0194318,0.0061548199080540935,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,revenue_fleet,affected_managed,indian,1146142612.0235467,1153026059.423132,0.006005751227966587,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,revenue_fleet,affected_managed,indian,1146122757.631213,1152835320.2818446,0.0058567571457223975,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,revenue_fleet,affected_managed,indian,1146103252.434125,1152645095.9970555,0.005707900705313278,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,revenue_fleet,affected_managed,indian,1146083990.388743,1152455267.013645,0.005559170774858239,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,revenue_fleet,affected_managed,indian,1146064903.1325374,1152265782.987717,0.005410583500315465,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,revenue_fleet,affected_managed,indian,1146045941.3257916,1152076595.0061858,0.005262139555607755,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,revenue_fleet,affected_managed,indian,1146027071.7734175,1151887675.3400033,0.005113843914277522,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
