Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2066,biomass,Total,atlantic,121192040.98028071,124600875.96423952,0.02812754828110755,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2067,biomass,Total,atlantic,121191827.90545374,124611051.84196457,0.02821332094420009,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2068,biomass,Total,atlantic,121191631.38489123,124620755.58081487,0.028295057643321277,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2069,biomass,Total,atlantic,121191450.13456467,124630017.10952267,0.028373016175150947,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2070,biomass,Total,atlantic,121191282.96947837,124638864.23964219,0.028447436034092333,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2071,biomass,Total,atlantic,121191128.79619855,124647322.8374525,0.028518539893015386,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2072,biomass,Total,atlantic,121190986.6058931,124655416.979548,0.02858653494521876,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2073,biomass,Total,atlantic,121190855.46786451,124663169.09391516,0.028651614122580268,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2074,biomass,Total,atlantic,121190734.52355292,124670600.08806711,0.02871395720303925,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2075,biomass,Total,atlantic,121190622.98098318,124677729.46561329,0.02877373181898151,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2076,biomass,Total,atlantic,121190520.10962811,124684575.43247388,0.028831094376730735,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2077,biomass,Total,atlantic,121190425.23566031,124691154.99380428,0.028886190896158938,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2078,biomass,Total,atlantic,121190337.73756564,124697484.04257062,0.028939157778399904,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2079,biomass,Total,atlantic,121190257.04209219,124703577.44060814,0.028990122508740095,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2080,biomass,Total,atlantic,121190182.62051058,124709449.09290026,0.029039204300976704,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2019,price,Total,atlantic,1350.1688088039182,1350.1688088039182,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2020,price,Total,atlantic,1329.7894245094753,1336.3026756745387,0.004897956808060746,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2021,price,Total,atlantic,1315.0709167982793,1324.9422681965373,0.007506326291734226,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2022,price,Total,atlantic,1304.5391913260735,1315.994857036504,0.008781388697710052,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2023,price,Total,atlantic,1297.0619441624199,1309.1336205224657,0.00930693897417605,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2024,price,Total,atlantic,1291.7888694331407,1303.9739017267036,0.009432680975885734,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2025,price,Total,atlantic,1288.0919424924382,1300.1511685407054,0.009362084840724004,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2026,price,Total,atlantic,1285.5133623683516,1297.3517285347357,0.009209057262986176,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2027,price,Total,atlantic,1283.723003139877,1295.3203159770705,0.009034124035191061,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2028,price,Total,atlantic,1282.484965371903,1293.8567878387037,0.008867022050042552,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2029,price,Total,atlantic,1281.6319854856717,1292.808354881969,0.00872042015404451,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2030,price,Total,atlantic,1281.0462549833162,1292.060691217077,0.008598000416389499,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2031,price,Total,atlantic,1280.6452758500252,1291.5295555898156,0.008499058986155208,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2032,price,Total,atlantic,1280.371566715104,1291.1536058097226,0.008421023533255058,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2033,price,Total,atlantic,1280.1852527463786,1290.8885769438552,0.008360761986997417,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2034,price,Total,atlantic,1280.0587798679214,1290.7027416906376,0.008315213324668126,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2035,price,Total,atlantic,1279.973173228615,1290.5734666958347,0.008281652841583706,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2036,price,Total,atlantic,1279.915406080456,1290.4846534763099,0.008257770275787623,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2037,price,Total,atlantic,1279.8765599126825,1290.424866458515,0.008241659294512056,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2038,price,Total,atlantic,1279.850544145857,1290.3859802578359,0.008231770623662964,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2039,price,Total,atlantic,1279.8332089877451,1290.3622113832105,0.008226855125749562,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2040,price,Total,atlantic,1279.821733010166,1290.3494301331089,0.008225909008578407,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2041,price,Total,atlantic,1279.8142017697696,1290.3446742462513,0.008228125974785875,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2042,price,Total,atlantic,1279.8093187294526,1290.3458064594054,0.008232857485686251,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2043,price,Total,atlantic,1279.8062074644279,1290.3512739602752,0.008239580675842614,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2044,price,Total,atlantic,1279.8042766487135,1290.3599395864576,0.008247872843013957,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2045,price,Total,atlantic,1279.803128093784,1290.3709633360174,0.008257391320783757,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2046,price,Total,atlantic,1279.8024942342226,1290.3837190618644,0.00826785763843438,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2047,price,Total,atlantic,1279.8021957076658,1290.3977357333122,0.008279045043978549,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2048,price,Total,atlantic,1279.8021126179156,1290.4126558456728,0.008290768645515617,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2049,price,Total,atlantic,1279.8021650976477,1290.4282058088277,0.008302877586059703,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2050,price,Total,atlantic,1279.8023001803547,1290.444174720227,0.008315248799265823,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2051,price,Total,atlantic,1279.802482945823,1290.4603990247786,0.008327781998377946,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2052,price,Total,atlantic,1279.8026905559432,1290.4767513260256,0.008340395631959189,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2053,price,Total,atlantic,1279.8029082426328,1290.4931321410545,0.008353023601970863,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2054,price,Total,atlantic,1279.803126612501,1290.5094637571033,0.008365612586789606,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2055,price,Total,atlantic,1279.8033398385924,1290.5256856007761,0.008378119847332203,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2056,price,Total,atlantic,1279.8035444490529,1290.5417507059356,0.00839051142142711,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2057,price,Total,atlantic,1279.8037385170253,1290.5576229877752,0.008402760632041099,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2058,price,Total,atlantic,1279.8039211199255,1290.5732751150308,0.008414846850665488,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2059,price,Total,atlantic,1279.804091979391,1290.5886868311643,0.008426754469188735,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2060,price,Total,atlantic,1279.8042512222578,1290.6038436166264,0.00843847204293515,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2061,price,Total,atlantic,1279.8043992225096,1290.618735613366,0.008449991574826735,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2062,price,Total,atlantic,1279.8045364973343,1290.6333567533632,0.008461307916336959,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2063,price,Total,atlantic,1279.8046636392653,1290.6477040476962,0.008472418265454256,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2064,price,Total,atlantic,1279.8047812723557,1290.6617770032592,0.008483321745453756,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2065,price,Total,atlantic,1279.804890024306,1290.675577141972,0.008494019051185011,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2066,price,Total,atlantic,1279.8049905091523,1290.6891076030129,0.00850451215191035,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2067,price,Total,atlantic,1279.8050833169227,1290.7023728128102,0.008514804041600215,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2068,price,Total,atlantic,1279.805169007848,1290.7153782107287,0.008524898529155533,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2069,price,Total,atlantic,1279.8052481095394,1290.7281300207865,0.008534800062260829,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2070,price,Total,atlantic,1279.8053211160654,1290.7406350616102,0.0085445135796189,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2071,price,Total,atlantic,1279.805388488229,1290.7529005882873,0.008554044387162648,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2072,price,Total,atlantic,1279.8054506545732,1290.7649341609158,0.008563398054553722,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2073,price,Total,atlantic,1279.8055080128204,1290.7767435355572,0.008572580328843943,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2074,price,Total,atlantic,1279.8055609315347,1290.7883365740383,0.008581597062689395,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2075,price,Total,atlantic,1279.8056097518886,1290.7997211696284,0.008590454154886186,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2076,price,Total,atlantic,1279.805654789444,1290.8109051861102,0.008599157501360529,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2077,price,Total,atlantic,1279.8056963359024,1290.8218964081566,0.008607712955016259,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2078,price,Total,atlantic,1279.8057346607882,1290.832702501247,0.008616126293090514,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2079,price,Total,atlantic,1279.8057700130512,1290.8433309796487,0.008624403190872456,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2080,price,Total,atlantic,1279.805802622578,1290.853789181189,0.008632549200801767,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2019,catches_fleet,affected_managed,atlantic,5358170.538426412,5358170.538426412,0,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2020,catches_fleet,affected_managed,atlantic,5450167.844631806,5448167.945404969,-3.6694268577557287e-4,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2021,catches_fleet,affected_managed,atlantic,5516953.166786627,5519672.479816434,4.929012350835192e-4,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2022,catches_fleet,affected_managed,atlantic,5564758.878029398,5575516.468931266,0.0019331638868201806,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2023,catches_fleet,affected_managed,atlantic,5598588.09409277,5618654.721922746,0.003584230075998849,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2024,catches_fleet,affected_managed,atlantic,5622299.038357798,5651781.885918153,0.0052439130966194574,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2025,catches_fleet,affected_managed,atlantic,5638782.148963531,5677181.287262627,0.0068098283077232475,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2026,catches_fleet,affected_managed,atlantic,5650156.825891994,5696698.768107597,0.008237283255983826,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2027,catches_fleet,affected_managed,atlantic,5657952.020169263,5711778.692588069,0.00951345508532529,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2028,catches_fleet,affected_managed,atlantic,5663256.960886233,5723525.251053008,0.01064198403551592,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2029,catches_fleet,affected_managed,atlantic,5666839.999583378,5732768.613575865,0.011634105426892796,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2030,catches_fleet,affected_managed,atlantic,5669238.8744100295,5740125.74616698,0.01250377225714047,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2031,catches_fleet,affected_managed,atlantic,5670827.504705727,5746051.792783097,0.013265134235691027,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2032,catches_fleet,affected_managed,atlantic,5671864.495518204,5750881.265191672,0.013931357093581141,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2033,catches_fleet,affected_managed,atlantic,5672527.868837206,5754859.907354295,0.014514170828387055,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2034,catches_fleet,affected_managed,atlantic,5672939.666760333,5758168.729441942,0.015023791488739896,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2035,catches_fleet,affected_managed,atlantic,5673183.234120029,5760941.804431454,0.01546901742634046,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2036,catches_fleet,affected_managed,atlantic,5673315.277405931,5763279.269050629,0.015857393295765042,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2037,catches_fleet,affected_managed,atlantic,5673374.232800554,5765256.728918151,0.016195387849858335,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2038,catches_fleet,affected_managed,atlantic,5673386.046514815,5766932.016470313,0.016488560656464413,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2039,catches_fleet,affected_managed,atlantic,5673368.152157134,5768350.026289917,0.016741708203206963,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
2040,catches_fleet,affected_managed,atlantic,5673332.198314489,5769546.168050779,0.01695898748267812,RD/TN/RL/126 | Objective Definition,Chair's text - Consolidated text (RD/TN/RL/126 | Objective Definition),Other
