"","Id","Name","Category","Year","Biomass","Catches","Fishing Mortality","Revenue"
"26","RD/TN/RL/112/Rev.1","OFOC - Prohibition + management","OFOC",2080,0.0204374901736963,0.00281086055198695,-0.0124745152645658,0.000353473988681773
"27","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2050,0.0393006314380792,0.00190769594763818,-0.0489691028110013,-8.0476343702369e-06
"28","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2080,0.0419279017501291,0.00284721854182922,-0.0504979888069158,0.000108926913699395
"29","RD/TN/RL/124","CAP - Formula","OFOC",2050,0.0716566704612924,0.0223503370468771,-0.0496431188474556,0.00280574781011676
"30","RD/TN/RL/124","CAP - Formula","OFOC",2080,0.0717339758697549,0.0223566839353151,-0.0497172573732175,0.00280665246103712
"31","RD/TN/RL/124/Rev.1","CAP - Formula (revised)","OFOC",2050,0.067967645548155,0.0211359199204748,-0.0474324631890642,0.0026567735613921
"32","RD/TN/RL/124/Rev.1","CAP - Formula (revised)","OFOC",2080,0.0680138174565357,0.0211487400923584,-0.0474856903889869,0.00265850529307063
"33","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,0.00444961566435986,-0.000868248490600139,-0.00305307799541499,-0.000110402194380357
"34","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2080,0.00514446147008501,-0.000774899400624678,-0.00343749925716988,-9.85673451904239e-05
"35","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,0.0034355614579183,-0.00070014023937453,-0.00236957475085292,-8.89921080498105e-05
"36","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2080,0.00401860120932027,-0.000655621471218404,-0.00269868788043613,-8.33524749086042e-05
"37","RD/TN/RL/119/Rev.1 | Objective definition","Facilitator's text - Overfished [Objective definition]","Overfished",2050,0.0181855347764931,0.00219139885069529,-0.0113611069905211,0.000275487098752219
"38","RD/TN/RL/119/Rev.1 | Objective definition","Facilitator's text - Overfished [Objective definition]","Overfished",2080,0.0204374826484814,0.00281085697175949,-0.0124745110532019,0.000353473537441637
"39","RD/TN/RL/119/Rev.1 | Relevant authorities","Facilitator's text - Overfished [Relevant authorities]","Overfished",2050,0.00444961566435986,-0.000868248490600139,-0.00305307799541499,-0.000110402194380357
"40","RD/TN/RL/119/Rev.1 | Relevant authorities","Facilitator's text - Overfished [Relevant authorities]","Overfished",2080,0.00514446147008501,-0.000774899400624678,-0.00343749925716988,-9.85673451904239e-05
"41","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,0.000175474142977046,-4.35849959876331e-05,-0.000130033411223715,-5.53327541511937e-06
"42","TN/RL/GEN/202","Disputed waters","Other & Multiple",2080,0.000334403130626161,-6.62092016771261e-05,-0.000235096155329264,-8.4058624022252e-06
"43","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,0.110724332167568,0.0338661432206647,-0.0739501957728388,0.00420341626919187
"44","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2080,0.112014558767161,0.0337603798711984,-0.0746490123389733,0.00418995184928702
"45","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,0.0689208397664783,0.0180052758412211,-0.055006119662076,0.0022441057454672
"46","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2080,0.0710754593704167,0.0182123791309845,-0.0561726734138991,0.00226884364288393
"47","RD/TN/RL/126/Rev.2 | Objective definition","Chair's text - Consolidated text (Dec 2020) [Objective definition]","Other & Multiple",2050,0.044287228104944,0.00175555140732525,-0.0530903266538611,-7.77756207867982e-05
"48","RD/TN/RL/126/Rev.2 | Objective definition","Chair's text - Consolidated text (Dec 2020) [Objective definition]","Other & Multiple",2080,0.0470299669435582,0.00266008336570463,-0.0547229181195257,3.455045644575e-05
"49","RD/TN/RL/126/Rev.2 | Relevant authorities","Chair's text - Consolidated text (Dec 2020) [Relevant authorities]","Other & Multiple",2050,0.0442226862872206,0.00185349403505775,-0.0529981667304473,-6.54691617079799e-05
"50","RD/TN/RL/126/Rev.2 | Relevant authorities","Chair's text - Consolidated text (Dec 2020) [Relevant authorities]","Other & Multiple",2080,0.0467948440023102,0.00268953127239373,-0.0545274877758304,3.83832874151582e-05
"51","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria]","Other & Multiple",2050,0.0562618479306671,0.0122546721870156,-0.0407871225245058,0.00154984682370432
"52","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria]","Other & Multiple",2080,0.0563155681360088,0.012258672954607,-0.0408585078778241,0.00155056894172496
"53","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Optional criteria]","Other & Multiple",2050,0.0561136357955726,0.0122152987148641,-0.0407013506128611,0.00154500970642526
"54","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Optional criteria]","Other & Multiple",2080,0.056166013563302,0.0122193892624737,-0.0407696642904356,0.00154573371085213
"55","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Tiers]","Other & Multiple",2050,0.0761698260964401,0.0181911813468346,-0.0542659908886669,0.00228452074387285
"56","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Tiers]","Other & Multiple",2080,0.0762546609003685,0.0182169128447677,-0.0543345836612854,0.00228794055606003
"57","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Tiers]","Other & Multiple",2050,0.0760614110678611,0.0181459438028596,-0.0542078561429972,0.00227896565996155
"58","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Tiers]","Other & Multiple",2080,0.0761439060348004,0.0181713060438375,-0.0542731287467867,0.00228233262486569
"59","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - De minimis]","Other & Multiple",2050,0.0533426609593185,0.0109308700800046,-0.0387653549911459,0.00138409272310572
"60","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - De minimis]","Other & Multiple",2080,0.0534098666330986,0.0109530435226758,-0.0388353920252394,0.00138706457187821
"61","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - De minimis]","Other & Multiple",2050,0.0531941245477443,0.0108916773928834,-0.0386792717232589,0.00137926661774116
"62","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - De minimis]","Other & Multiple",2080,0.0532595591259759,0.010913318972233,-0.0387458243580695,0.00138216414827082
"63","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Formula]","Other & Multiple",2050,0.0817486347601657,0.019880823246212,-0.0587513408939255,0.0024944515781203
"64","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Formula]","Other & Multiple",2080,0.0818155416458308,0.0198965730638223,-0.0588338813134033,0.00249660868162241
"65","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Formula]","Other & Multiple",2050,0.0817126867492065,0.0198786188514341,-0.0587354833361247,0.00249417010175367
"66","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Formula]","Other & Multiple",2080,0.0818106059726535,0.0198969355201001,-0.0588296548334386,0.00249665766661512
"67","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,0.0441484374912321,0.00182255861612976,-0.0529428532247634,-6.93154577891109e-05
"68","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2080,0.0466592797717805,0.00262658115188139,-0.0544321357872037,3.05657266983218e-05
"69","TN/RL/W/276/Rev.1 | Full exemption + S&DT for all developing countries","Chair's text - June 2021 [Full exemption + S&DT for all developing countries]","Other & Multiple",2050,0.0149100895893965,0.000874491246711699,-0.00988250593311312,0.000110647782782324
"70","TN/RL/W/276/Rev.1 | Full exemption + S&DT for all developing countries","Chair's text - June 2021 [Full exemption + S&DT for all developing countries]","Other & Multiple",2080,0.0162998386425287,0.0009826820780897,-0.0106484917991165,0.000124279039410573
"71","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - June 2021 [Full exemption]","Other & Multiple",2050,0.0442226862872206,0.00185349403505775,-0.0529981667304473,-6.54691617079799e-05
"72","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - June 2021 [Full exemption]","Other & Multiple",2080,0.0467948440023102,0.00268953127239373,-0.0545274877758304,3.83832874151582e-05
"73","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - June 2021 [Managed exemption]","Other & Multiple",2050,0.0680324797204796,0.0182624943864359,-0.0543499934331163,0.00227730209151241
"74","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - June 2021 [Managed exemption]","Other & Multiple",2080,0.0697498664237993,0.0185598178824314,-0.0552307504207251,0.00231371401586312
"75","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - June 2021 [Sustainability scenario]","Other & Multiple",2050,0.0930981636831354,0.0238961389346432,-0.0639443449817438,0.00298100583073895
"76","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - June 2021 [Sustainability scenario]","Other & Multiple",2080,0.0936893516126238,0.0237952112507501,-0.0643422408513296,0.0029680306312995
"77","WT/MIN(21)/W/5 | Full exemption","Chair's text - Nov 2021 [Full exemption]","Other & Multiple",2050,0.00421732402743729,-0.00080989549076866,-0.00289773950266209,-0.000102965388520843
"78","WT/MIN(21)/W/5 | Full exemption","Chair's text - Nov 2021 [Full exemption]","Other & Multiple",2080,0.00490941404857762,-0.000717461459881055,-0.00328210414432329,-9.12465069042347e-05
"79","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Nov 2021 [Managed exemption]","Other & Multiple",2050,0.0881957829019933,0.0225966657859404,-0.0870056266912138,0.00210913055835635
"80","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Nov 2021 [Managed exemption]","Other & Multiple",2080,0.0893502566321281,0.0226093193508155,-0.0876095646149861,0.00211007100024674
"81","WT/MIN(21)/W/5 | Sustainability scenario","Chair's text - Nov 2021 [Sustainability scenario]","Other & Multiple",2050,0.0930981636831354,0.0238961389346432,-0.0639443449817438,0.00298100583073895
"82","WT/MIN(21)/W/5 | Sustainability scenario","Chair's text - Nov 2021 [Sustainability scenario]","Other & Multiple",2080,0.0936893516126238,0.0237952112507501,-0.0643422408513296,0.0029680306312995
"83","WT/MIN(21)/W/5 | Full exemption for domestic only","Chair's text - Nov 2021 [Full exemption for domestic only]","Other & Multiple",2050,0.0420279432486133,-0.0004104328518797,-0.0534411698424165,-0.000557312395595842
"84","WT/MIN(21)/W/5 | Full exemption for domestic only","Chair's text - Nov 2021 [Full exemption for domestic only]","Other & Multiple",2080,0.0447198965300868,0.000513224171225035,-0.0551123805480064,-0.000442351282726546
"85","WT/MIN(21)/W/5 | Managed exemption for domestic only","Chair's text - Nov 2021 [Managed exemption for domestic only]","Other & Multiple",2050,0.088689800493779,0.0226352859926432,-0.0874166758960852,0.00211104997311775
"86","WT/MIN(21)/W/5 | Managed exemption for domestic only","Chair's text - Nov 2021 [Managed exemption for domestic only]","Other & Multiple",2080,0.0902286181425917,0.022706979785122,-0.0883287753812604,0.00211677623786723
"87","WT/MIN(21)/W/5 | Sustainability scenario + No expected IUU finding","Chair's text - Nov 2021 [Sustainability scenario + No expected IUU finding]","Other & Multiple",2050,0.0753949113951066,0.0174520346894047,-0.0595621143553014,0.00217137644737489
"88","WT/MIN(21)/W/5 | Sustainability scenario + No expected IUU finding","Chair's text - Nov 2021 [Sustainability scenario + No expected IUU finding]","Other & Multiple",2080,0.076885440768892,0.0176746777626577,-0.0603515764850762,0.00219808633293317
