"","Id","Name","Category","Year","Region","Biomass","Catches","Fishing Mortality","Revenue"
"37","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - June 2021 [Managed exemption]","Other & Multiple",2050,"atlantic",3.833,-1.392,-5.033,-0.183
"38","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - June 2021 [Sustainability scenario]","Other & Multiple",2050,"atlantic",5.965,-2.147,-7.656,-0.283
"39","WT/MIN(21)/W/5 | Full exemption","Chair's text - Nov 2021 [Full exemption]","Other & Multiple",2050,"atlantic",0.903,-0.315,-1.207,-0.041
"40","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Nov 2021 [Managed exemption]","Other & Multiple",2050,"atlantic",3.303,-1.198,-4.357,-0.157
"41","WT/MIN(21)/W/5 | Sustainability scenario","Chair's text - Nov 2021 [Sustainability scenario]","Other & Multiple",2050,"atlantic",5.965,-2.147,-7.656,-0.283
"42","WT/MIN(21)/W/5 | Full exemption for domestic only","Chair's text - Nov 2021 [Full exemption for domestic only]","Other & Multiple",2050,"atlantic",2.687,-0.983,-3.574,-0.129
"43","WT/MIN(21)/W/5 | Managed exemption for domestic only","Chair's text - Nov 2021 [Managed exemption for domestic only]","Other & Multiple",2050,"atlantic",3.337,-1.215,-4.405,-0.159
"44","WT/MIN(21)/W/5 | Sustainability scenario + No expected IUU finding","Chair's text - Nov 2021 [Sustainability scenario + No expected IUU finding]","Other & Multiple",2050,"atlantic",5.187,-1.874,-6.713,-0.246
"45","Ambitious Reform","All subsidies","Ambitious Reform",2050,"indian",6.832,1.077,-5.387,0.14
"46","RD/TN/RL/87","IUU (Option A)","IUU",2050,"indian",0.001,0,-0.001,0
"47","RD/TN/RL/104","IUU (Option B)","IUU",2050,"indian",0.001,0,-0.001,0
"48","RD/TN/RL/113","Facilitator's working text - IUU","IUU",2050,"indian",0.001,0,-0.001,0
"49","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"indian",0.001,0,-0.001,0
"50","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"indian",0.061,0.011,-0.05,0.001
"51","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"indian",0.001,0,-0.001,0
"52","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,"indian",1.045,0.193,-0.844,0.025
"53","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"indian",8.369,-5.473,-12.773,-0.731
"54","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"indian",1.943,-2.918,-4.768,-0.386
"55","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,"indian",3.357,0.584,-2.682,0.076
"56","RD/TN/RL/103","OFOC - Vessel characteristics","OFOC",2050,"indian",5.852,-0.147,-5.667,-0.019
"57","RD/TN/RL/112/Rev.1","OFOC - Prohibition + management","OFOC",2050,"indian",0.001,0,-0.001,0
"58","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2050,"indian",8.301,-5.45,-12.698,-0.728
"59","RD/TN/RL/124","CAP - Formula","OFOC",2050,"indian",4.513,0.76,-3.591,0.099
"60","RD/TN/RL/124/Rev.1","CAP - Formula (revised)","OFOC",2050,"indian",4.387,0.742,-3.492,0.096
"61","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"indian",0,0,0,0
"62","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"indian",0,0,0,0
"63","RD/TN/RL/119/Rev.1 | Objective definition","Facilitator's text - Overfished [Objective definition]","Overfished",2050,"indian",0.001,0,-0.001,0
"64","RD/TN/RL/119/Rev.1 | Relevant authorities","Facilitator's text - Overfished [Relevant authorities]","Overfished",2050,"indian",0,0,0,0
"65","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"indian",0,0,0,0
"66","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"indian",6.397,1.018,-5.056,0.132
"67","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"indian",5.971,0.071,-5.568,0.009
"68","RD/TN/RL/126/Rev.2 | Objective definition","Chair's text - Consolidated text (Dec 2020) [Objective definition]","Other & Multiple",2050,"indian",8.155,-6.19,-13.263,-0.83
"69","RD/TN/RL/126/Rev.2 | Relevant authorities","Chair's text - Consolidated text (Dec 2020) [Relevant authorities]","Other & Multiple",2050,"indian",8.155,-6.19,-13.263,-0.83
"70","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria]","Other & Multiple",2050,"indian",3.711,0.638,-2.963,0.083
"71","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Optional criteria]","Other & Multiple",2050,"indian",3.71,0.638,-2.962,0.083
"72","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Tiers]","Other & Multiple",2050,"indian",4.984,0.828,-3.958,0.108
"73","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Tiers]","Other & Multiple",2050,"indian",4.983,0.828,-3.957,0.108
"74","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - De minimis]","Other & Multiple",2050,"indian",3.474,0.601,-2.776,0.078
"75","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - De minimis]","Other & Multiple",2050,"indian",3.473,0.601,-2.775,0.078
"76","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Formula]","Other & Multiple",2050,"indian",5.708,0.929,-4.521,0.121
"77","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Formula]","Other & Multiple",2050,"indian",5.708,0.929,-4.521,0.121
"78","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"indian",8.155,-6.19,-13.263,-0.83
"79","TN/RL/W/276/Rev.1 | Full exemption + S&DT for all developing countries","Chair's text - June 2021 [Full exemption + S&DT for all developing countries]","Other & Multiple",2050,"indian",0.202,0.037,-0.164,0.005
"80","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - June 2021 [Full exemption]","Other & Multiple",2050,"indian",8.155,-6.19,-13.263,-0.83
"81","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - June 2021 [Managed exemption]","Other & Multiple",2050,"indian",5.973,0.072,-5.569,0.009
"82","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - June 2021 [Sustainability scenario]","Other & Multiple",2050,"indian",5.403,0.887,-4.284,0.115
"83","WT/MIN(21)/W/5 | Full exemption","Chair's text - Nov 2021 [Full exemption]","Other & Multiple",2050,"indian",0.001,0,-0.001,0
"84","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Nov 2021 [Managed exemption]","Other & Multiple",2050,"indian",3.379,-9.926,-12.871,-1.354
"85","WT/MIN(21)/W/5 | Sustainability scenario","Chair's text - Nov 2021 [Sustainability scenario]","Other & Multiple",2050,"indian",5.403,0.887,-4.284,0.115
"86","WT/MIN(21)/W/5 | Full exemption for domestic only","Chair's text - Nov 2021 [Full exemption for domestic only]","Other & Multiple",2050,"indian",8.288,-9.091,-16.049,-1.236
"87","WT/MIN(21)/W/5 | Managed exemption for domestic only","Chair's text - Nov 2021 [Managed exemption for domestic only]","Other & Multiple",2050,"indian",3.385,-9.958,-12.905,-1.359
"88","WT/MIN(21)/W/5 | Sustainability scenario + No expected IUU finding","Chair's text - Nov 2021 [Sustainability scenario + No expected IUU finding]","Other & Multiple",2050,"indian",6.249,0.132,-5.757,0.017
"89","Ambitious Reform","All subsidies","Ambitious Reform",2050,"pacific",19.263,6.646,-10.579,0.843
"90","RD/TN/RL/87","IUU (Option A)","IUU",2050,"pacific",0.002,0.001,-0.001,0
"91","RD/TN/RL/104","IUU (Option B)","IUU",2050,"pacific",0.002,0.001,-0.001,0
"92","RD/TN/RL/113","Facilitator's working text - IUU","IUU",2050,"pacific",0.002,0.001,-0.001,0
"93","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"pacific",0.002,0.001,-0.001,0
"94","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"pacific",0.476,0.194,-0.28,0.025
"95","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"pacific",1.892,0.728,-1.142,0.095
"96","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,"pacific",1.785,0.715,-1.051,0.093
"97","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"pacific",5.027,1.929,-2.95,0.25
"98","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"pacific",8.414,3.202,-4.808,0.412
"99","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,"pacific",9.731,3.66,-5.533,0.47
"100","RD/TN/RL/103","OFOC - Vessel characteristics","OFOC",2050,"pacific",11.264,4.173,-6.373,0.535
"101","RD/TN/RL/112/Rev.1","OFOC - Prohibition + management","OFOC",2050,"pacific",1.892,0.728,-1.142,0.095
"102","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2050,"pacific",3.933,1.502,-2.339,0.195
"103","RD/TN/RL/124","CAP - Formula","OFOC",2050,"pacific",11.044,4.106,-6.249,0.526
"104","RD/TN/RL/124/Rev.1","CAP - Formula (revised)","OFOC",2050,"pacific",10.4,3.888,-5.898,0.499
"105","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"pacific",0.056,0.019,-0.037,0.002
"106","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"pacific",0.036,0.012,-0.024,0.002
"107","RD/TN/RL/119/Rev.1 | Objective definition","Facilitator's text - Overfished [Objective definition]","Overfished",2050,"pacific",1.892,0.728,-1.142,0.095
"108","RD/TN/RL/119/Rev.1 | Relevant authorities","Facilitator's text - Overfished [Relevant authorities]","Overfished",2050,"pacific",0.056,0.019,-0.037,0.002
"109","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"pacific",0.003,0.001,-0.002,0
"110","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"pacific",17.774,6.217,-9.813,0.79
"111","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"pacific",9.746,3.644,-5.56,0.468
"112","RD/TN/RL/126/Rev.2 | Objective definition","Chair's text - Consolidated text (Dec 2020) [Objective definition]","Other & Multiple",2050,"pacific",4.415,1.688,-2.612,0.219
"113","RD/TN/RL/126/Rev.2 | Relevant authorities","Chair's text - Consolidated text (Dec 2020) [Relevant authorities]","Other & Multiple",2050,"pacific",4.429,1.697,-2.616,0.22
"114","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Optional criteria]","Other & Multiple",2050,"pacific",6.93,2.673,-3.981,0.345
"115","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Optional criteria]","Other & Multiple",2050,"pacific",6.907,2.665,-3.968,0.344
"116","RD/TN/RL/126/Rev.2 | Objective definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Tiers]","Other & Multiple",2050,"pacific",10.08,3.779,-5.724,0.485
"117","RD/TN/RL/126/Rev.2 | Relevant authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Tiers]","Other & Multiple",2050,"pacific",10.058,3.772,-5.711,0.484
"118","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - De minimis]","Other & Multiple",2050,"pacific",6.356,2.463,-3.661,0.318
"119","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - De minimis]","Other & Multiple",2050,"pacific",6.334,2.455,-3.648,0.317
"120","RD/TN/RL/126/Rev.2 | Objective definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective definition + CAP - Formula]","Other & Multiple",2050,"pacific",10.947,4.073,-6.196,0.522
"121","RD/TN/RL/126/Rev.2 | Relevant authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant authorities + CAP - Formula]","Other & Multiple",2050,"pacific",10.947,4.073,-6.196,0.522
"122","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"pacific",4.412,1.692,-2.605,0.219
"123","TN/RL/W/276/Rev.1 | Full exemption + S&DT for all developing countries","Chair's text - June 2021 [Full exemption + S&DT for all developing countries]","Other & Multiple",2050,"pacific",1.23,0.491,-0.73,0.064
"124","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - June 2021 [Full exemption]","Other & Multiple",2050,"pacific",4.429,1.697,-2.616,0.22
"125","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - June 2021 [Managed exemption]","Other & Multiple",2050,"pacific",9.737,3.643,-5.553,0.468
"126","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - June 2021 [Sustainability scenario]","Other & Multiple",2050,"pacific",13.155,4.798,-7.385,0.613
"127","WT/MIN(21)/W/5 | Full exemption","Chair's text - Nov 2021 [Full exemption]","Other & Multiple",2050,"pacific",0.057,0.019,-0.038,0.003
"128","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Nov 2021 [Managed exemption]","Other & Multiple",2050,"pacific",14.943,5.36,-8.337,0.683
"129","WT/MIN(21)/W/5 | Sustainability scenario","Chair's text - Nov 2021 [Sustainability scenario]","Other & Multiple",2050,"pacific",13.155,4.798,-7.385,0.613
"130","WT/MIN(21)/W/5 | Full exemption for domestic only","Chair's text - Nov 2021 [Full exemption for domestic only]","Other & Multiple",2050,"pacific",4.127,1.58,-2.446,0.205
"131","WT/MIN(21)/W/5 | Managed exemption for domestic only","Chair's text - Nov 2021 [Managed exemption for domestic only]","Other & Multiple",2050,"pacific",15.015,5.378,-8.379,0.686
"132","WT/MIN(21)/W/5 | Sustainability scenario + No expected IUU finding","Chair's text - Nov 2021 [Sustainability scenario + No expected IUU finding]","Other & Multiple",2050,"pacific",10.003,3.733,-5.699,0.479
